Date/Time,5388_O_OHRA,9991_O_ALTO,5635_O_SEWY,8445_O_LNPL,9063_O_COLS,1400_O_MCCA,4749_O_JEFF,9267_O_SQHL
2026-05-04 10:15:00,43.8,50.66666667,38.26666667,56.73333333,49.2,41.86666667,28.93333333,42.73333333
2026-05-04 10:30:00,44.06666667,56.8,38.86666667,65.66666667,49.4,44.53333333,30.46666667,45.93333333
2026-05-04 10:45:00,43.0,63.8,40.26666667,53.6,51.06666667,47.6,32.06666667,41.73333333
2026-05-04 11:00:00,42.06666667,57.0,42.13333333,53.93333333,73.46666667,43.53333333,34.46666667,45.93333333
2026-05-04 11:15:00,42.8,51.26666667,43.13333333,49.93333333,44.93333333,43.0,34.26666667,46.8
2026-05-04 11:30:00,47.26666667,50.26666667,43.0,51.8,47.8,44.66666667,46.86666667,49.2
2026-05-04 11:45:00,44.73333333,47.66666667,45.46666667,56.8,47.8,43.2,35.13333333,46.93333333
2026-05-04 12:00:00,56.73333333,51.2,45.26666667,71.2,60.13333333,45.06666667,50.33333333,44.13333333
2026-05-04 12:15:00,49.86666667,52.2,45.0,53.46666667,44.0,45.4,50.93333333,43.8
2026-05-04 12:30:00,47.46666667,55.93333333,46.53333333,58.4,42.26666667,45.66666667,34.13333333,48.6
2026-05-04 12:45:00,49.06666667,55.6,45.73333333,63.53333333,45.4,50.2,33.4,48.8
2026-05-04 13:00:00,50.26666667,55.2,45.46666667,67.8,43.8,49.93333333,37.66666667,46.66666667
2026-05-04 13:15:00,49.53333333,54.4,46.13333333,63.0,42.13333333,47.13333333,37.26666667,49.33333333
2026-05-04 13:30:00,47.4,58.06666667,45.26666667,66.26666667,46.6,45.2,38.8,49.73333333
2026-05-04 13:45:00,53.2,52.33333333,46.26666667,55.93333333,45.8,46.0,37.06666667,49.46666667
2026-05-04 14:00:00,50.4,50.66666667,42.6,57.13333333,66.2,45.2,37.93333333,47.33333333
2026-05-04 14:15:00,47.46666667,55.93333333,45.33333333,58.66666667,53.06666667,50.06666667,76.86666667,45.26666667
2026-05-04 14:30:00,47.2,53.33333333,44.2,58.4,53.86666667,48.46666667,63.6,42.53333333
2026-05-04 14:45:00,46.6,55.4,43.33333333,60.26666667,76.73333333,51.8,102.4,42.93333333
2026-05-04 15:00:00,45.93333333,51.46666667,41.53333333,46.73333333,55.06666667,47.46666667,271.66666667,44.73333333
2026-05-04 15:15:00,43.33333333,51.4,42.86666667,46.2,67.0,44.86666667,164.4,43.13333333
2026-05-04 15:30:00,45.53333333,53.6,43.66666667,50.93333333,75.46666667,44.2,98.0,49.2
2026-05-04 15:45:00,46.66666667,51.6,42.8,49.2,101.33333333,44.86666667,82.53333333,45.13333333
2026-05-04 16:00:00,47.33333333,48.86666667,43.33333333,53.2,68.66666667,45.33333333,57.73333333,48.33333333
2026-05-04 16:15:00,46.0,53.33333333,41.33333333,49.13333333,56.4,43.4,45.66666667,46.26666667
2026-05-04 16:30:00,45.0,49.06666667,43.13333333,51.66666667,54.2,46.4,40.46666667,46.53333333
2026-05-04 16:45:00,48.33333333,42.8,42.6,49.93333333,41.6,44.26666667,1171.8,52.66666667
2026-05-04 17:00:00,46.2,50.33333333,46.53333333,49.66666667,42.06666667,48.86666667,121.2,49.66666667
2026-05-04 17:15:00,49.6,41.93333333,46.2,50.8,87.6,45.73333333,34.13333333,51.8
2026-05-04 17:30:00,46.86666667,53.33333333,46.53333333,51.06666667,54.6,46.73333333,38.26666667,50.8
2026-05-04 17:45:00,47.46666667,45.26666667,45.0,45.6,43.2,48.73333333,105.86666667,53.53333333
2026-05-04 18:00:00,48.46666667,44.26666667,47.53333333,47.86666667,40.06666667,45.66666667,51.13333333,53.8
2026-05-04 18:15:00,56.0,45.46666667,45.93333333,54.0,41.2,48.06666667,33.46666667,52.53333333
2026-05-04 18:30:00,50.13333333,48.33333333,47.26666667,51.66666667,45.46666667,44.93333333,39.13333333,48.86666667
2026-05-04 18:45:00,52.46666667,45.46666667,45.2,49.0,40.86666667,48.53333333,47.53333333,56.4
2026-05-04 19:00:00,55.6,45.06666667,42.86666667,54.8,42.93333333,47.13333333,47.4,50.13333333
2026-05-04 19:15:00,73.06666667,47.26666667,46.8,50.2,44.86666667,45.4,31.33333333,44.33333333
2026-05-04 19:30:00,57.46666667,61.53333333,45.26666667,47.06666667,45.8,46.06666667,53.73333333,42.4
2026-05-04 19:45:00,58.86666667,67.66666667,42.66666667,44.26666667,41.53333333,47.0,32.13333333,43.26666667
2026-05-04 20:00:00,46.13333333,64.93333333,43.0,46.33333333,42.0,44.33333333,32.2,44.93333333
2026-05-04 20:15:00,65.0,52.6,42.26666667,43.73333333,45.33333333,40.46666667,34.93333333,42.46666667
2026-05-04 20:30:00,40.93333333,47.33333333,41.33333333,46.86666667,48.4,40.86666667,35.4,41.2
2026-05-04 20:45:00,39.2,44.86666667,42.0,43.26666667,54.06666667,40.0,43.0,42.33333333
2026-05-04 21:00:00,40.66666667,46.0,40.8,44.93333333,48.73333333,39.93333333,41.26666667,40.26666667
2026-05-04 21:15:00,39.26666667,41.46666667,43.33333333,43.4,58.8,41.26666667,40.33333333,39.66666667
2026-05-04 21:30:00,41.13333333,45.46666667,41.46666667,43.46666667,65.13333333,40.86666667,58.8,37.46666667
2026-05-04 21:45:00,40.53333333,47.66666667,43.26666667,42.8,57.6,40.8,41.73333333,38.0
2026-05-04 22:00:00,45.2,47.0,41.4,42.8,56.66666667,39.4,37.73333333,38.66666667
2026-05-04 22:15:00,43.06666667,44.6,40.13333333,42.86666667,53.66666667,40.33333333,43.46666667,37.93333333
2026-05-04 22:30:00,39.2,57.86666667,44.4,40.93333333,51.4,39.93333333,35.4,39.73333333
2026-05-04 22:45:00,38.6,50.93333333,43.4,41.53333333,51.6,42.33333333,35.26666667,39.2
2026-05-04 23:00:00,37.13333333,39.4,42.66666667,40.73333333,48.0,43.13333333,37.26666667,37.93333333
2026-05-04 23:15:00,34.6,42.33333333,42.6,45.0,47.06666667,39.06666667,36.53333333,37.93333333
2026-05-04 23:30:00,36.8,39.0,41.4,45.46666667,46.0,42.4,33.4,39.46666667
2026-05-04 23:45:00,37.33333333,42.4,42.33333333,47.4,48.66666667,44.93333333,35.73333333,39.86666667
2026-05-05 00:00:00,39.66666667,43.86666667,44.86666667,48.4,50.13333333,40.86666667,35.2,39.86666667
2026-05-05 00:15:00,41.93333333,47.0,43.6,46.06666667,44.06666667,42.6,32.73333333,39.8
2026-05-05 00:30:00,42.33333333,45.6,41.4,46.4,47.4,45.86666667,33.06666667,41.0
2026-05-05 00:45:00,41.13333333,47.66666667,41.2,45.13333333,50.8,45.33333333,33.8,38.66666667
2026-05-05 01:00:00,41.46666667,49.66666667,44.4,46.06666667,46.2,43.2,34.33333333,40.0
2026-05-05 01:15:00,40.06666667,48.4,44.86666667,44.2,47.2,39.6,51.0,40.86666667
2026-05-05 01:30:00,46.53333333,43.4,43.26666667,46.6,46.2,41.8,40.8,40.33333333
2026-05-05 01:45:00,42.06666667,45.53333333,45.46666667,45.13333333,44.93333333,42.73333333,44.33333333,40.33333333
2026-05-05 02:00:00,40.93333333,53.46666667,46.33333333,46.0,46.33333333,42.0,41.33333333,39.53333333
2026-05-05 02:15:00,40.4,42.66666667,42.86666667,46.13333333,45.06666667,43.93333333,40.86666667,40.8
2026-05-05 02:30:00,41.2,39.46666667,47.6,45.33333333,45.13333333,63.26666667,41.73333333,41.26666667
2026-05-05 02:45:00,41.73333333,52.26666667,60.0,46.86666667,44.26666667,66.8,39.13333333,41.46666667
2026-05-05 03:00:00,76.66666667,48.93333333,55.06666667,47.46666667,46.86666667,52.4,40.2,44.4
2026-05-05 03:15:00,63.2,67.8,52.4,57.06666667,47.53333333,53.4,40.4,44.6
2026-05-05 03:30:00,48.93333333,78.73333333,50.8,49.4,48.2,47.46666667,39.8,41.13333333
2026-05-05 03:45:00,39.93333333,66.93333333,45.2,44.46666667,47.66666667,43.86666667,41.13333333,36.93333333
2026-05-05 04:00:00,35.53333333,51.2,44.53333333,39.46666667,54.66666667,42.13333333,40.33333333,32.0
2026-05-05 04:15:00,34.2,47.6,44.8,37.73333333,54.93333333,40.2,54.33333333,32.13333333
2026-05-05 04:30:00,32.6,48.2,44.46666667,39.26666667,50.0,39.6,57.13333333,34.66666667
2026-05-05 04:45:00,60.86666667,56.86666667,42.53333333,43.53333333,50.66666667,40.13333333,41.93333333,34.86666667
2026-05-05 05:00:00,45.8,45.33333333,45.93333333,46.8,47.6,41.46666667,41.06666667,39.4
2026-05-05 05:15:00,39.2,46.13333333,42.93333333,47.2,51.46666667,45.73333333,42.4,43.13333333
2026-05-05 05:30:00,54.53333333,43.2,44.8,49.86666667,57.66666667,46.86666667,40.26666667,45.26666667
2026-05-05 05:45:00,54.86666667,52.26666667,45.93333333,52.86666667,61.93333333,49.53333333,43.26666667,46.6
2026-05-05 06:00:00,52.6,52.0,48.46666667,52.46666667,56.0,47.86666667,42.06666667,45.2
2026-05-05 06:15:00,53.33333333,51.13333333,48.06666667,50.93333333,53.8,47.66666667,42.66666667,46.4
2026-05-05 06:30:00,65.26666667,48.2,47.46666667,53.06666667,56.26666667,45.46666667,41.0,56.6
2026-05-05 06:45:00,53.46666667,49.06666667,48.66666667,53.73333333,54.53333333,48.8,43.26666667,48.4
2026-05-05 07:00:00,66.33333333,43.53333333,48.4,54.46666667,48.06666667,49.33333333,58.46666667,55.93333333
2026-05-05 07:15:00,55.2,50.4,48.33333333,56.06666667,45.0,47.73333333,71.73333333,54.86666667
2026-05-05 07:30:00,48.66666667,47.13333333,47.33333333,104.66666667,45.26666667,47.86666667,48.0,50.26666667
2026-05-05 07:45:00,50.8,51.2,50.93333333,56.6,46.6,48.0,45.8,52.8
2026-05-05 08:00:00,52.93333333,55.46666667,50.86666667,67.0,53.73333333,50.86666667,43.73333333,50.4
2026-05-05 08:15:00,52.66666667,54.66666667,46.8,74.86666667,52.2,51.46666667,72.06666667,55.8
2026-05-05 08:30:00,52.8,54.0,47.86666667,73.46666667,49.86666667,48.93333333,57.0,55.66666667
2026-05-05 08:45:00,53.33333333,53.0,50.2,62.13333333,50.73333333,51.66666667,55.4,51.66666667
2026-05-05 09:00:00,50.53333333,52.06666667,48.93333333,62.4,53.66666667,54.53333333,47.6,58.66666667
2026-05-05 09:15:00,51.4,52.2,51.8,56.06666667,54.93333333,51.53333333,41.33333333,63.4
2026-05-05 09:30:00,52.06666667,50.66666667,52.46666667,68.0,54.8,56.13333333,36.26666667,60.2
2026-05-05 09:45:00,54.66666667,53.33333333,48.2,79.6,53.86666667,54.26666667,39.8,57.73333333
2026-05-05 10:00:00,55.86666667,49.53333333,51.2,94.06666667,53.13333333,50.66666667,39.86666667,59.8
2026-05-05 10:15:00,52.46666667,51.46666667,49.13333333,65.4,52.13333333,56.6,64.73333333,60.4
2026-05-05 10:30:00,56.06666667,54.73333333,50.73333333,66.73333333,50.13333333,56.0,87.13333333,68.33333333
2026-05-05 10:45:00,57.06666667,54.73333333,53.33333333,90.33333333,58.73333333,52.06666667,43.93333333,56.53333333
2026-05-05 11:00:00,55.26666667,56.13333333,49.26666667,69.0,48.46666667,56.53333333,43.66666667,61.06666667
2026-05-05 11:15:00,56.06666667,57.6,51.0,69.4,51.06666667,52.0,40.06666667,64.6
2026-05-05 11:30:00,56.53333333,54.73333333,49.13333333,85.8,46.93333333,49.2,46.2,64.86666667
2026-05-05 11:45:00,53.53333333,50.6,47.13333333,80.93333333,58.26666667,44.06666667,65.2,65.8
2026-05-05 12:00:00,54.93333333,50.8,45.6,72.46666667,58.46666667,43.73333333,47.53333333,53.46666667
2026-05-05 12:15:00,51.66666667,48.06666667,42.93333333,57.93333333,39.6,41.93333333,45.6,49.0
2026-05-05 12:30:00,46.26666667,44.8,40.93333333,50.0,45.2,44.26666667,36.8,56.73333333
2026-05-05 12:45:00,46.53333333,41.66666667,40.93333333,48.6,48.53333333,37.46666667,47.86666667,65.4
2026-05-05 13:00:00,57.33333333,38.4,43.53333333,46.4,54.93333333,38.8,51.8,47.4
2026-05-05 13:15:00,48.66666667,39.6,41.33333333,47.46666667,53.26666667,36.93333333,38.46666667,46.46666667
2026-05-05 13:30:00,54.0,37.73333333,39.46666667,47.13333333,56.66666667,37.6,50.06666667,52.73333333
2026-05-05 13:45:00,49.53333333,40.6,38.53333333,44.66666667,56.0,37.86666667,37.53333333,48.86666667
2026-05-05 14:00:00,41.86666667,44.4,36.6,41.2,66.6,34.53333333,33.46666667,41.73333333
2026-05-05 14:15:00,39.93333333,40.6,36.0,43.2,82.26666667,33.93333333,32.2,42.0
2026-05-05 14:30:00,41.73333333,43.0,37.33333333,44.93333333,85.66666667,34.0,32.73333333,41.93333333
2026-05-05 14:45:00,40.2,40.73333333,34.86666667,47.46666667,62.73333333,34.06666667,32.46666667,44.0
2026-05-05 15:00:00,42.73333333,39.26666667,36.6,50.0,69.4,35.8,61.06666667,41.8
2026-05-05 15:15:00,47.53333333,41.46666667,37.66666667,50.4,66.0,43.13333333,54.73333333,45.93333333
2026-05-05 15:30:00,44.0,40.86666667,37.0,50.33333333,55.2,71.06666667,51.26666667,43.53333333
2026-05-05 15:45:00,45.33333333,40.26666667,37.86666667,52.4,56.53333333,78.66666667,38.46666667,45.73333333
2026-05-05 16:00:00,50.46666667,175.8,41.86666667,54.33333333,53.4,53.33333333,37.2,46.0
2026-05-05 16:15:00,52.2,149.8,41.2,58.06666667,53.2,37.93333333,36.93333333,60.73333333
2026-05-05 16:30:00,59.73333333,46.33333333,47.26666667,57.86666667,47.13333333,38.46666667,38.26666667,53.4
2026-05-05 16:45:00,49.66666667,41.86666667,46.86666667,54.46666667,47.8,42.4,44.06666667,56.4
2026-05-05 17:00:00,53.2,44.93333333,45.86666667,63.53333333,57.13333333,54.53333333,44.2,52.46666667
2026-05-05 17:15:00,56.8,48.73333333,51.13333333,54.8,105.66666667,50.33333333,49.06666667,52.6
2026-05-05 17:30:00,51.66666667,54.8,48.2,56.33333333,64.33333333,49.8,46.66666667,49.33333333
2026-05-05 17:45:00,50.6,50.2,50.0,53.0,70.06666667,50.33333333,46.8,54.86666667
2026-05-05 18:00:00,52.2,45.93333333,49.33333333,54.8,82.66666667,52.2,41.26666667,49.6
2026-05-05 18:15:00,55.0,47.86666667,47.93333333,54.6,85.8,55.86666667,57.73333333,50.53333333
2026-05-05 18:30:00,53.06666667,50.06666667,49.26666667,52.8,87.93333333,49.0,34.33333333,57.33333333
2026-05-05 18:45:00,54.26666667,50.26666667,47.4,51.66666667,87.6,56.26666667,32.26666667,49.53333333
2026-05-05 19:00:00,47.63636364,46.8,47.33333333,53.6,83.73333333,50.4,58.93333333,52.66666667
2026-05-05 19:15:00,,50.86666667,46.2,53.46666667,62.93333333,61.2,39.13333333,52.86666667
2026-05-05 19:30:00,,46.46666667,46.6,47.33333333,61.46666667,52.13333333,32.13333333,54.2
2026-05-05 19:45:00,,48.6,46.2,52.66666667,55.93333333,47.86666667,31.66666667,47.46666667
2026-05-05 20:00:00,,54.26666667,45.66666667,47.66666667,53.93333333,48.2,32.33333333,45.93333333
2026-05-05 20:15:00,,54.4,44.86666667,46.93333333,51.33333333,44.13333333,69.53333333,54.06666667
2026-05-05 20:30:00,48.55555556,51.06666667,45.2,48.4,58.86666667,44.6,31.8,53.93333333
2026-05-05 20:45:00,45.0,41.26666667,46.8,48.0,55.66666667,45.2,32.0,59.0
2026-05-05 21:00:00,40.93333333,41.73333333,44.33333333,46.46666667,53.26666667,46.2,32.06666667,54.13333333
2026-05-05 21:15:00,43.2,44.8,45.13333333,43.93333333,57.53333333,45.93333333,33.13333333,52.4
2026-05-05 21:30:00,42.0,44.6,45.66666667,43.93333333,62.4,45.2,34.2,48.33333333
2026-05-05 21:45:00,42.33333333,44.0,45.53333333,46.06666667,62.66666667,44.66666667,31.93333333,48.93333333
2026-05-05 22:00:00,44.46666667,46.13333333,46.26666667,47.4,54.8,44.33333333,42.53333333,53.6
2026-05-05 22:15:00,41.46666667,47.06666667,42.33333333,56.2,52.33333333,44.0,35.2,50.53333333
2026-05-05 22:30:00,40.0,47.33333333,40.93333333,44.46666667,50.26666667,41.6,33.93333333,47.33333333
2026-05-05 22:45:00,41.73333333,46.86666667,41.73333333,41.8,47.33333333,35.13333333,33.33333333,52.73333333
2026-05-05 23:00:00,43.8,49.8,36.53333333,42.2,37.93333333,26.86666667,33.73333333,47.8
2026-05-05 23:15:00,42.13333333,47.6,31.53333333,43.6,29.4,23.66666667,35.26666667,49.46666667
2026-05-05 23:30:00,45.8,48.26666667,28.53333333,44.0,21.13333333,23.8,32.93333333,44.53333333
2026-05-05 23:45:00,41.26666667,45.86666667,28.06666667,45.8,16.6,23.66666667,31.6,70.53333333
2026-05-06 00:00:00,40.0,44.66666667,28.33333333,48.4,17.06666667,26.53333333,38.13333333,52.06666667
2026-05-06 00:15:00,45.73333333,46.0,28.53333333,51.33333333,26.6,22.46666667,36.33333333,42.2
2026-05-06 00:30:00,37.6,45.66666667,29.53333333,49.86666667,34.33333333,27.13333333,33.93333333,48.33333333
2026-05-06 00:45:00,32.8,42.6,36.73333333,48.13333333,32.86666667,37.0,35.73333333,45.2
2026-05-06 01:00:00,32.33333333,44.66666667,39.46666667,47.0,33.93333333,38.66666667,33.26666667,46.86666667
2026-05-06 01:15:00,41.06666667,43.46666667,47.73333333,46.6,33.6,42.86666667,35.46666667,47.8
2026-05-06 01:30:00,43.0,42.93333333,46.73333333,44.46666667,27.8,39.46666667,36.0,43.66666667
2026-05-06 01:45:00,39.73333333,42.73333333,43.46666667,46.53333333,25.0,38.4,36.13333333,44.6
2026-05-06 02:00:00,40.46666667,43.73333333,50.73333333,48.8,24.33333333,44.2,39.13333333,47.26666667
2026-05-06 02:15:00,45.86666667,40.4,57.4,49.46666667,17.73333333,44.8,36.93333333,48.13333333
2026-05-06 02:30:00,46.06666667,38.2,53.6,49.4,15.0,51.06666667,38.53333333,47.46666667
2026-05-06 02:45:00,44.06666667,39.06666667,51.46666667,51.13333333,16.86666667,47.53333333,40.53333333,49.26666667
2026-05-06 03:00:00,41.2,38.0,49.13333333,50.8,16.13333333,49.8,46.0,44.0
2026-05-06 03:15:00,43.86666667,38.06666667,49.86666667,51.13333333,17.4,49.6,44.93333333,45.2
2026-05-06 03:30:00,42.26666667,39.86666667,49.73333333,56.73333333,15.53333333,49.86666667,46.4,48.6
2026-05-06 03:45:00,47.0,38.13333333,49.86666667,64.8,15.2,49.46666667,50.26666667,47.33333333
2026-05-06 04:00:00,50.4,40.73333333,55.06666667,75.73333333,17.53333333,53.93333333,51.33333333,55.13333333
2026-05-06 04:15:00,58.93333333,36.66666667,60.0,64.2,20.73333333,59.06666667,45.06666667,65.46666667
2026-05-06 04:30:00,63.86666667,39.33333333,64.46666667,59.13333333,17.93333333,59.6,54.26666667,71.13333333
2026-05-06 04:45:00,66.06666667,40.6,74.93333333,62.46666667,17.33333333,63.33333333,57.73333333,62.46666667
2026-05-06 05:00:00,72.26666667,38.66666667,82.2,65.33333333,14.53333333,65.06666667,54.13333333,66.8
2026-05-06 05:15:00,65.0,42.4,79.93333333,59.06666667,12.4,67.46666667,56.93333333,56.6
2026-05-06 05:30:00,62.06666667,44.93333333,67.13333333,62.53333333,12.2,67.46666667,52.66666667,57.0
2026-05-06 05:45:00,74.46666667,47.93333333,69.73333333,63.8,13.6,69.26666667,54.2,59.06666667
2026-05-06 06:00:00,86.26666667,42.73333333,68.66666667,67.26666667,18.2,69.73333333,57.93333333,68.46666667
2026-05-06 06:15:00,76.4,50.86666667,70.13333333,64.06666667,27.13333333,66.66666667,59.26666667,60.66666667
2026-05-06 06:30:00,56.33333333,60.33333333,64.53333333,58.46666667,30.6,62.53333333,59.26666667,54.8
2026-05-06 06:45:00,56.93333333,57.4,61.53333333,55.93333333,27.13333333,57.06666667,54.86666667,55.0
2026-05-06 07:00:00,55.86666667,69.53333333,63.53333333,57.66666667,27.2,53.46666667,54.26666667,46.4
2026-05-06 07:15:00,35.0,87.8,69.73333333,55.46666667,29.53333333,60.26666667,86.86666667,42.46666667
2026-05-06 07:30:00,37.33333333,83.6,48.0,56.13333333,30.8,30.66666667,44.73333333,46.66666667
2026-05-06 07:45:00,44.86666667,83.33333333,71.4,56.73333333,31.8,25.86666667,43.46666667,49.86666667
2026-05-06 08:00:00,47.66666667,70.93333333,41.46666667,59.0,31.26666667,23.26666667,52.66666667,55.53333333
2026-05-06 08:15:00,47.46666667,67.4,38.6,54.73333333,31.73333333,18.66666667,54.66666667,51.0
2026-05-06 08:30:00,56.73333333,70.33333333,27.46666667,51.73333333,28.93333333,18.13333333,304.73333333,32.73333333
2026-05-06 08:45:00,43.2,71.46666667,25.86666667,52.86666667,25.46666667,21.93333333,101.46666667,25.26666667
2026-05-06 09:00:00,43.2,86.26666667,21.93333333,29.46666667,24.06666667,16.33333333,84.6,23.26666667
2026-05-06 09:15:00,35.6,84.86666667,26.46666667,33.66666667,27.0,14.53333333,38.46666667,21.53333333
2026-05-06 09:30:00,33.26666667,72.0,29.8,24.4,33.33333333,17.46666667,37.26666667,19.4
2026-05-06 09:45:00,33.26666667,77.4,18.6,20.0,35.66666667,15.66666667,34.73333333,13.93333333
2026-05-06 10:00:00,25.6,70.4,19.26666667,17.46666667,35.6,14.46666667,38.13333333,12.8
2026-05-06 10:15:00,31.0,64.8,18.4,16.86666667,36.53333333,13.66666667,33.86666667,14.93333333
2026-05-06 10:30:00,27.66666667,62.0,17.26666667,17.66666667,36.33333333,15.6,31.2,14.86666667
2026-05-06 10:45:00,24.46666667,61.73333333,22.2,22.53333333,37.53333333,20.13333333,28.86666667,17.6
2026-05-06 11:00:00,25.06666667,60.73333333,18.66666667,20.66666667,34.13333333,15.46666667,20.53333333,16.6
2026-05-06 11:15:00,24.6,64.4,21.8,23.8,37.06666667,17.46666667,17.6,18.2
2026-05-06 11:30:00,21.86666667,69.73333333,26.73333333,19.93333333,37.6,16.33333333,35.0,18.8
2026-05-06 11:45:00,26.8,70.6,25.06666667,21.26666667,35.8,15.53333333,19.46666667,20.66666667
2026-05-06 12:00:00,25.46666667,70.2,29.6,19.46666667,38.6,19.8,19.26666667,20.06666667
2026-05-06 12:15:00,28.46666667,63.33333333,29.33333333,20.26666667,36.0,20.93333333,24.93333333,17.6
2026-05-06 12:30:00,27.86666667,67.6,33.4,23.6,36.06666667,22.4,41.6,18.73333333
2026-05-06 12:45:00,26.13333333,68.6,31.33333333,27.86666667,37.53333333,20.8,67.33333333,20.4
2026-05-06 13:00:00,29.0,28.66666667,42.0,26.93333333,38.86666667,22.73333333,14.86666667,22.66666667
2026-05-06 13:15:00,30.4,18.73333333,38.26666667,26.6,39.26666667,22.73333333,14.66666667,27.4
2026-05-06 13:30:00,34.53333333,21.33333333,35.4,30.33333333,41.46666667,26.66666667,24.0,24.86666667
2026-05-06 13:45:00,34.93333333,21.6,37.93333333,31.66666667,45.33333333,28.46666667,32.13333333,29.66666667
2026-05-06 14:00:00,35.53333333,21.6,33.33333333,31.33333333,46.46666667,28.4,17.8,31.93333333
2026-05-06 14:15:00,30.53333333,23.33333333,34.0,32.4,48.8,32.2,22.6,32.86666667
2026-05-06 14:30:00,29.2,28.26666667,36.93333333,34.2,51.0,37.06666667,20.26666667,33.2
2026-05-06 14:45:00,32.06666667,24.33333333,36.26666667,37.13333333,51.6,36.73333333,32.33333333,35.8
2026-05-06 15:00:00,34.86666667,25.0,38.26666667,36.33333333,48.33333333,36.0,36.93333333,34.13333333
2026-05-06 15:15:00,32.6,26.6,39.73333333,41.33333333,48.6,34.66666667,31.13333333,35.0
2026-05-06 15:30:00,34.46666667,28.33333333,43.53333333,43.6,49.53333333,37.73333333,40.0,33.53333333
2026-05-06 15:45:00,34.06666667,26.8,43.66666667,41.66666667,52.0,39.66666667,36.66666667,35.93333333
2026-05-06 16:00:00,38.33333333,27.26666667,43.0,43.0,52.06666667,38.0,88.93333333,39.13333333
2026-05-06 16:15:00,38.8,26.4,43.6,43.93333333,56.2,35.4,34.93333333,42.46666667
2026-05-06 16:30:00,39.6,28.0,41.8,47.26666667,54.2,38.33333333,34.33333333,42.2
2026-05-06 16:45:00,39.2,32.33333333,41.13333333,45.2,57.93333333,38.26666667,35.33333333,42.0
2026-05-06 17:00:00,38.53333333,30.86666667,44.26666667,46.0,59.2,40.86666667,36.46666667,42.13333333
2026-05-06 17:15:00,39.6,32.33333333,43.33333333,46.0,53.6,40.93333333,101.26666667,41.8
2026-05-06 17:30:00,39.2,32.2,44.6,45.06666667,56.13333333,41.73333333,37.53333333,42.53333333
2026-05-06 17:45:00,41.13333333,31.46666667,44.33333333,46.4,55.93333333,37.86666667,37.86666667,40.33333333
2026-05-06 18:00:00,43.4,35.2,40.46666667,45.8,54.46666667,39.2,42.2,40.26666667
2026-05-06 18:15:00,42.0,36.73333333,40.26666667,45.0,54.13333333,36.0,41.33333333,40.93333333
2026-05-06 18:30:00,43.13333333,42.46666667,36.93333333,47.66666667,51.26666667,34.93333333,41.8,43.66666667
2026-05-06 18:45:00,40.6,47.0,35.6,60.0,50.4,33.0,56.06666667,41.4
2026-05-06 19:00:00,41.2,50.53333333,32.2,48.6,52.26666667,29.2,58.4,39.93333333
2026-05-06 19:15:00,43.46666667,49.73333333,30.86666667,46.46666667,50.13333333,28.6,45.8,39.4
2026-05-06 19:30:00,45.2,44.4,29.73333333,49.6,53.73333333,29.46666667,48.73333333,37.53333333
2026-05-06 19:45:00,37.86666667,42.53333333,34.13333333,42.86666667,53.33333333,29.6,52.33333333,34.6
2026-05-06 20:00:00,32.86666667,40.6,31.4,39.86666667,51.66666667,28.86666667,48.73333333,29.93333333
2026-05-06 20:15:00,38.2,43.13333333,36.66666667,36.73333333,52.13333333,27.86666667,51.6,29.86666667
2026-05-06 20:30:00,33.4,41.93333333,32.53333333,35.86666667,51.4,29.86666667,60.2,27.26666667
2026-05-06 20:45:00,39.06666667,42.06666667,33.53333333,36.6,49.33333333,26.33333333,66.73333333,28.26666667
2026-05-06 21:00:00,34.66666667,43.8,32.53333333,37.53333333,51.33333333,28.4,51.33333333,28.73333333
2026-05-06 21:15:00,34.2,42.8,31.73333333,33.0,55.8,32.33333333,58.86666667,29.8
2026-05-06 21:30:00,33.46666667,42.4,31.46666667,32.13333333,56.4,32.33333333,59.4,28.33333333
2026-05-06 21:45:00,32.8,42.86666667,30.66666667,31.53333333,48.26666667,29.86666667,54.73333333,28.4
2026-05-06 22:00:00,33.93333333,42.13333333,32.4,32.26666667,50.26666667,29.06666667,55.66666667,28.06666667
2026-05-06 22:15:00,38.0,44.6,30.8,32.4,59.66666667,27.73333333,82.0,27.46666667
2026-05-06 22:30:00,44.73333333,38.66666667,30.13333333,31.66666667,56.66666667,29.26666667,79.66666667,27.86666667
2026-05-06 22:45:00,37.06666667,34.6,32.06666667,33.53333333,52.13333333,30.4,57.13333333,27.4
2026-05-06 23:00:00,39.2,33.33333333,29.66666667,32.6,51.8,28.66666667,59.4,27.53333333
2026-05-06 23:15:00,37.2,30.8,33.0,32.06666667,50.0,31.0,60.0,31.86666667
2026-05-06 23:30:00,36.06666667,32.86666667,29.66666667,30.93333333,49.93333333,28.0,65.46666667,31.0
2026-05-06 23:45:00,36.53333333,33.53333333,31.26666667,33.86666667,61.93333333,28.73333333,65.8,31.53333333
2026-05-07 00:00:00,46.53333333,32.06666667,31.46666667,34.13333333,61.46666667,30.06666667,64.8,30.13333333
2026-05-07 00:15:00,46.0,33.66666667,28.46666667,34.06666667,51.53333333,31.06666667,69.93333333,31.13333333
2026-05-07 00:30:00,42.26666667,30.6,31.13333333,32.8,49.26666667,28.8,74.8,31.6
2026-05-07 00:45:00,45.86666667,33.33333333,32.93333333,36.13333333,49.06666667,28.2,73.4,35.06666667
