Date/Time,1502_O_BLPK,2071_O_NOSD,2676_O_ESLG,3127_O_PTBZ,3555_O_SCLL,3914_O_SOSD,4387_O_EDWD,4431_O_WBG,4530_O_CNTP,5179_O_SHRP,5444_O_HMSD,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,5878_O_BLOO,6017_O_BRHT,6018_O_PTBZ,6312_O_SQHS,6582_O_OAKD,7543_O_MILL,8356_O_OHRA,8941_O_MTLE
2017-12-17 10:15:00,3124.0,,9516.8,26636.866666666665,1668.2,9489.133333333333,5424.466666666666,5150.466666666666,2778.066666666666,,7946.4,,,7393.0666666666675,,6563.133333333332,18171.13333333333,7983.466666666666,5620.6,,,7713.333333333332
2017-12-17 10:30:00,2975.866666666667,,10004.933333333332,28179.866666666665,1832.7333333333331,8913.866666666667,5457.333333333333,2918.4666666666667,2340.2,,8459.666666666666,,,6925.666666666668,,6257.6,19021.733333333334,9053.8,5168.933333333333,,,7661.4
2017-12-17 10:45:00,2716.0,,10655.466666666667,22620.2,1892.8666666666666,8016.333333333332,5139.266666666666,2104.0,2314.5333333333333,,8481.933333333332,,,7014.533333333334,,4638.066666666667,18479.666666666668,9129.2,4992.2,,,7684.0
2017-12-17 11:00:00,2715.333333333333,,11428.266666666665,15078.466666666667,1906.1333333333332,10360.2,5168.533333333334,1999.2666666666669,2540.4666666666667,,7735.666666666668,,,6741.666666666668,,4017.333333333334,15672.266666666665,7904.666666666668,5527.666666666668,,,7647.0666666666675
2017-12-17 11:15:00,2468.0666666666666,,11717.733333333335,10015.8,1900.333333333333,7250.733333333334,5805.0,1921.666666666667,2414.6666666666665,,7503.2,,,5142.466666666666,,3996.266666666667,9330.4,6506.133333333332,5370.6,,,7599.133333333332
2017-12-17 11:30:00,2432.733333333333,,11863.133333333333,8259.866666666667,1870.8666666666666,6274.133333333332,7724.6,1812.4,2212.0666666666666,,7348.266666666666,,,4059.266666666667,,3918.066666666666,7595.9333333333325,5562.8,4605.4,,,7629.666666666668
2017-12-17 11:45:00,2312.0,,11996.133333333333,7408.866666666668,1856.1333333333332,5688.466666666666,7297.333333333332,1799.466666666667,2211.266666666667,,6725.2,,,4045.133333333333,,3981.066666666666,6507.466666666666,5156.266666666666,3910.933333333333,,,7508.6
2017-12-17 12:00:00,2278.6,,12251.666666666664,6477.333333333332,1860.2666666666669,6206.0666666666675,6132.666666666668,1685.9333333333334,2085.6,,6806.0666666666675,,,3848.266666666667,,4137.866666666667,5323.933333333333,5039.533333333334,3721.933333333333,,,7277.266666666666
2017-12-17 12:15:00,2126.8,,12624.0,5293.066666666667,1806.1333333333332,5380.0,5415.666666666667,1663.2666666666669,1935.2,,5915.333333333332,,,3261.0,,3759.333333333334,4919.533333333334,4472.0,3391.933333333333,,,7159.666666666668
2017-12-17 12:30:00,2194.133333333333,,12492.466666666667,4806.466666666666,1829.0666666666666,4354.133333333333,5460.466666666666,1715.2666666666669,1854.533333333333,,5082.2,,,3362.333333333333,,3414.4,4326.2,3797.933333333333,3418.8,,,7354.9333333333325
