Date/Time,1022_O_RGSQ,1282_O_BCVW,1404_O_TROY,1502_O_BLPK,1639_O_ELIB,1741_O_PTBZ,1870_O_BLPK,1955_O_PETE,2071_O_NOSD,2281_O_HiPK,2319_O_DWNTN,2326_O_USCL,4321_O_HMTP,4431_O_WBG,4530_O_CNTP,5283_O_PTBZ,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6227_O_ELIB,7543_O_MILL,8284_O_SWPK,8749_O_CRFT,8941_O_MTLE
2017-02-17 12:00:00,,,,,2751.733333333333,,,,,3923.066666666666,2606.866666666667,2137.2,,,,3205.066666666666,,,,,,2651.2,,
2017-02-17 12:15:00,,,,,2144.266666666667,,,,,3366.866666666667,2666.4666666666667,2068.866666666667,,,,3109.133333333333,,,,,,2522.6,,
2017-02-17 12:30:00,,,,,2358.0,,,,,3198.2,2896.066666666666,1960.8,,,,2908.866666666667,,,,,,2478.0,,
2017-02-17 12:45:00,,,,,2321.266666666667,,,,,3107.933333333333,2935.333333333333,1937.666666666667,,,,2795.4,,,,,,2421.5333333333333,,
2017-02-17 13:00:00,,,,,2439.333333333333,,,,,3169.8,2421.4,1953.0,,,,2746.6666666666665,,,,,,2376.866666666667,,
2017-02-17 13:15:00,,,,,2342.6666666666665,,,,,2877.066666666666,2219.866666666667,1956.8,,,,2699.133333333333,,,,,,2307.4666666666667,,
2017-02-17 13:30:00,,,,,2319.6666666666665,,,,,2828.733333333333,2076.866666666667,1987.2666666666669,,,,2656.5333333333333,,,,,,2350.5333333333333,,
2017-02-17 13:45:00,,,,,2343.866666666667,,,,,2777.333333333333,2256.8,2024.6,,,,2496.4,,,,,,2236.133333333333,,
2017-02-17 14:00:00,,,,,2241.733333333333,,,,,2651.133333333333,2858.5333333333333,2014.0,,,,2325.733333333333,,,,,,2215.733333333333,,
2017-02-17 14:15:00,,,,,2127.4666666666667,,,,,2557.733333333333,2236.933333333333,1886.0,,,,2255.333333333333,,,,,,2182.4,,
2017-02-17 14:30:00,,,,,2026.9333333333332,,,,,2565.266666666667,2067.733333333333,1911.666666666667,,,,2248.5333333333333,,,,,,2060.5333333333333,,
2017-02-17 14:45:00,,,,,1995.2,,,,,2547.6,1995.7333333333331,2023.9333333333332,,,,2257.933333333333,,,,,,1962.6,,
2017-02-17 15:00:00,,,,,1979.6,,,,,2724.0666666666666,1859.8666666666666,2020.6,,,,2123.733333333333,,,,,,1957.466666666667,,
2017-02-17 15:15:00,,,,,1854.533333333333,,,,,2657.6,2706.4666666666667,2030.0,,,,2009.8,,,,,,1848.333333333333,,
2017-02-17 15:30:00,,,,,1683.666666666667,,,,,2518.733333333333,2896.4666666666667,1909.8,,,,1835.533333333333,,,,,,1657.2666666666669,,
2017-02-17 15:45:00,,,,,1719.8666666666666,,,,,2490.4,1359.0,1832.6,1144.2,,,1828.2666666666669,,,,,,1700.8,,
2017-02-17 16:00:00,,,,,1717.533333333333,,,,,2417.266666666667,,1829.666666666667,727.7333333333332,,,1768.466666666667,,,,,,1691.1333333333334,,
2017-02-17 16:15:00,,,,,1679.0,,,,,2235.2,,1808.7333333333331,798.1333333333333,,,1732.0,,,,,,1643.0666666666666,,
2017-02-17 16:30:00,,,,,1675.6,,,,,2125.933333333333,,1815.666666666667,640.6666666666666,,,1666.0,,,,,,1522.0,,
2017-02-17 16:45:00,,,,,1729.466666666667,,,,,2066.0666666666666,,1616.2666666666669,1919.571428571429,,,1600.6,,,,,,1491.4,,
2017-02-17 17:00:00,,,,,1715.533333333333,,,,,2068.733333333333,,1442.666666666667,2118.733333333333,,,1470.333333333333,,,,,,1428.0,,
2017-02-17 17:15:00,,,,,1802.8666666666666,,,,,2023.666666666667,,1424.6,1942.0,,,1562.333333333333,,,,,,1377.0666666666666,,
2017-02-17 17:30:00,,,,,1913.666666666667,,,,,2082.333333333333,,1442.2,1941.6,,,1688.333333333333,,,,,,1408.9333333333334,,
2017-02-17 17:45:00,,,,,2580.933333333333,,,,,1896.533333333333,,1440.666666666667,1937.8666666666666,,,1680.333333333333,,,,,,1701.8,,
2017-02-17 18:00:00,,,,,2937.8,,,,,1789.7333333333331,,1815.333333333333,1928.8666666666666,,,1730.333333333333,,,,,,1667.2666666666669,,
2017-02-17 18:15:00,,,,,3125.4,,,,,1790.8666666666666,,1905.466666666667,1926.333333333333,,,1803.333333333333,,,,,,1637.533333333333,,
2017-02-17 18:30:00,,,,,3217.6,,,,,1720.8666666666666,,1883.7333333333331,1903.6,,,1778.8,,,,,,1810.333333333333,,
2017-02-17 18:45:00,,,,,3240.666666666666,,,,,1696.4,,1828.8,2699.4666666666667,,,1821.0,,,,,,1976.8,,
2017-02-17 19:00:00,,,,,3664.4,,,,,1720.6,,1797.6,2127.0,,,2022.9333333333332,,,,,,1931.666666666667,,
2017-02-17 19:15:00,,,,,3622.333333333334,,,,4458.0,1791.0,,1848.533333333333,1910.2666666666669,,,2250.733333333333,,,,,,1977.1333333333332,,
2017-02-17 19:30:00,,,,,3535.5333333333333,,,,6953.733333333334,1891.4,,2040.1333333333332,1873.8,,,2453.4666666666667,,,,,,2397.266666666667,,
2017-02-17 19:45:00,,,,,3584.8,,,,4471.4,2384.133333333333,,2228.333333333333,1900.0666666666666,,,3838.0,,,,,,2830.4,,
2017-02-17 20:00:00,,,,,3671.733333333333,,,,4128.2,2850.2,,2410.8,2112.333333333333,,,4991.866666666667,,,,,,2899.0,,
