Date/Time,1040_O_MCCA,2071_O_NOSD,4124_O_FRONT,4431_O_WBG,4584_O_MOON,5571_O_BUFF,5662_O_DOWN,5679_O_BLOO,6227_O_ELIB,6386_O_SOSI,7543_O_MILL,7956_O_BELL
2016-11-22 23:45:00,6557.733333333334,3687.8,5292.466666666666,2650.266666666667,2844.0,2789.933333333333,3801.333333333334,4726.4,4671.533333333334,3767.5333333333333,,3282.0
2016-11-23 00:00:00,6872.666666666668,4001.4666666666662,5400.2,3514.666666666666,2630.266666666667,2780.333333333333,4028.5333333333333,4968.066666666667,4787.066666666667,3626.6,,3468.2
2016-11-23 00:15:00,6431.0,3814.266666666667,5406.666666666667,3177.066666666666,2767.6,4455.4,4106.666666666667,5072.6,4669.666666666667,3685.066666666666,,3691.6
2016-11-23 00:30:00,6708.133333333332,3881.6,5445.466666666666,3245.266666666667,2654.4666666666667,4321.0,4140.266666666666,5897.733333333334,4448.866666666667,3878.066666666666,,3936.5333333333333
2016-11-23 00:45:00,6864.533333333334,4046.666666666666,6735.666666666668,3599.8,2603.2,5621.266666666666,4040.4,6174.0,4983.533333333334,4327.266666666666,,3953.733333333333
2016-11-23 01:00:00,6514.0,4156.933333333333,6449.0666666666675,3995.4666666666662,2816.4666666666667,5667.733333333334,4182.4,6459.533333333334,6026.733333333334,4556.666666666667,,4141.333333333333
2016-11-23 01:15:00,6510.0666666666675,4182.066666666667,5990.133333333332,4066.666666666666,2862.333333333333,4298.133333333333,4219.0,6446.533333333334,5974.533333333334,4549.0,,4214.6
2016-11-23 01:30:00,6412.9333333333325,4184.0,5668.733333333334,3976.0,2991.933333333333,3998.866666666667,4249.933333333333,6440.266666666666,5641.866666666668,4809.866666666667,,4450.0
2016-11-23 01:45:00,6424.666666666668,4316.866666666667,5683.9333333333325,3096.333333333333,3027.333333333333,3056.133333333333,4313.266666666666,6142.4,5788.133333333332,4842.266666666666,,4325.2
2016-11-23 02:00:00,6365.9333333333325,4306.866666666667,5654.266666666666,4516.733333333334,3008.266666666667,3181.066666666666,4545.2,5931.466666666666,5889.0,4878.8,,4561.466666666666
2016-11-23 02:15:00,6565.0,4344.4,5709.866666666668,5189.066666666667,3567.0,3085.733333333333,4685.4,5508.9333333333325,5768.666666666668,4854.6,,4577.333333333333
2016-11-23 02:30:00,7157.733333333334,4312.933333333333,5813.466666666666,4551.6,3677.6,3427.6,4782.666666666667,5470.666666666667,5636.733333333334,4788.333333333333,,4524.8
2016-11-23 02:45:00,7003.333333333332,4336.0,5990.333333333332,2944.666666666666,3425.266666666667,3380.866666666667,4694.866666666667,5612.733333333334,5831.266666666666,4952.133333333333,,4619.6
2016-11-23 03:00:00,8776.2,5158.666666666667,6168.4,4217.933333333333,2972.933333333333,3037.933333333333,5028.4,5693.8,6007.733333333334,4950.0,,4866.6
2016-11-23 03:15:00,9346.2,4461.533333333334,6111.466666666666,4569.466666666666,2899.4666666666667,3854.6,5052.8,5630.866666666668,5914.266666666666,5106.0,,4703.533333333334
2016-11-23 03:30:00,10527.2,4556.066666666667,6007.466666666666,3828.4,2799.266666666667,4712.0,5066.6,5575.533333333334,6081.8,5267.533333333334,,4735.733333333334
