Date/Time,4363_O_SQHS,7915_O_ROSS,8998_O_CHAR,5571_O_BUFF,1249_O_GRTR,8367_O_DORM,5088_O_DORM,3794_O_DORM,2759_O_BRHT,5624_O_BUFF,4431_O_WBG,8941_O_MTLE,4179_O_SPHL,5623_O_LWCV,3781_O_EDTW
2018-12-19 04:30:00,9515.666666666666,5263.866666666667,346.8,,4043.3333333333335,4248.866666666667,3414.2,3132.6,,,,3837.5333333333333,8047.266666666666,3345.266666666667,
2018-12-19 04:45:00,9079.933333333332,4975.8,348.6666666666667,,4385.933333333333,4384.0,3507.133333333333,3533.3333333333335,,,,4177.0,7860.733333333334,3473.3333333333335,
2018-12-19 05:00:00,8114.666666666667,4671.2,348.3333333333333,,4821.666666666667,6143.933333333333,3562.133333333333,3744.2,,,,4950.2,7688.733333333334,3480.4666666666667,
2018-12-19 05:15:00,6964.2,4379.4,350.73333333333335,,6939.266666666666,6874.133333333333,5693.6,3814.3333333333335,,,,5843.8,7209.266666666666,3579.3333333333335,
2018-12-19 05:30:00,6471.6,4342.533333333334,358.0,,6910.533333333334,8133.333333333333,6292.933333333333,4295.933333333333,,,,4662.266666666666,5664.733333333334,3612.0,
2018-12-19 05:45:00,6752.266666666666,4309.066666666667,379.26666666666665,,7922.533333333334,9220.733333333334,4732.933333333333,4515.466666666666,,,,4766.466666666666,5354.4,3663.2,
2018-12-19 06:00:00,6994.6,4466.533333333334,389.53333333333336,,7564.066666666667,9719.866666666667,6775.4,5083.2,,,,6055.066666666667,5172.4,3857.266666666667,
2018-12-19 06:15:00,6680.8,4495.8,388.8666666666667,,9713.4,9043.066666666668,6758.866666666667,4782.2,,,,5819.6,5203.466666666666,3885.733333333333,
2018-12-19 06:30:00,7336.866666666667,4602.666666666667,398.3333333333333,,8960.866666666667,8608.6,7067.133333333333,6238.533333333334,,,,4785.6,5364.333333333333,4079.266666666667,
2018-12-19 06:45:00,8032.466666666666,4549.666666666667,454.26666666666665,,8425.4,8596.2,7634.066666666667,7435.933333333333,,,,4782.333333333333,5513.533333333334,4272.2,
2018-12-19 07:00:00,7393.2,4423.933333333333,486.6,,6996.533333333334,8288.666666666666,7977.066666666667,8269.533333333333,,,,5296.266666666666,5653.933333333333,4483.266666666666,
2018-12-19 07:15:00,7107.2,4576.466666666666,480.2,,8077.066666666667,8624.266666666666,8616.8,8209.133333333333,,,,7962.333333333333,5827.266666666666,4732.8,
2018-12-19 07:30:00,7790.0,4639.4,458.8666666666667,,9219.4,9427.733333333334,8264.533333333333,9532.0,,,,7883.866666666667,6028.533333333334,4749.2,
2018-12-19 07:45:00,7540.533333333334,4601.933333333333,452.46666666666664,,8340.133333333333,8795.266666666666,7941.266666666666,10392.133333333333,,,,8688.8,6404.2,6203.933333333333,
2018-12-19 08:00:00,7278.866666666667,4531.0,468.53333333333336,,6858.733333333334,8668.066666666668,8177.466666666666,12021.666666666666,,,,8364.666666666666,5432.0,6480.733333333334,
2018-12-19 08:15:00,5940.533333333334,4596.733333333334,481.6666666666667,,10972.133333333333,7403.333333333333,8551.0,13342.2,,,,7814.0,5973.2,6129.533333333334,
2018-12-19 08:30:00,6203.933333333333,3972.3333333333335,487.06666666666666,,9223.733333333334,7308.066666666667,8849.533333333333,11135.333333333334,,,,7342.733333333334,6398.533333333334,6000.0,
2018-12-19 08:45:00,6284.6,4207.8,489.1333333333333,,7450.4,7610.933333333333,9004.533333333333,11185.333333333334,,,,7476.6,4758.466666666666,6135.066666666667,
2018-12-19 09:00:00,6128.866666666667,4518.733333333334,501.3333333333333,,7516.2,7644.533333333334,9496.2,10948.8,,,,7143.2,4668.733333333334,6455.533333333334,
2018-12-19 09:15:00,6983.8,4531.133333333333,511.2,,7066.466666666666,7792.2,9677.466666666667,11757.2,,,,6220.866666666667,5503.8,6297.333333333333,
2018-12-19 09:30:00,8164.333333333333,4733.466666666666,558.7333333333333,,5366.933333333333,6738.666666666667,9536.333333333334,12104.466666666667,,,,5947.133333333333,7336.266666666666,6809.933333333333,
2018-12-19 09:45:00,8938.933333333332,5149.266666666666,631.4666666666667,,4219.933333333333,5519.133333333333,9692.933333333332,13243.266666666666,,,,5794.666666666667,6101.333333333333,6636.466666666666,
2018-12-19 10:00:00,7645.8,5802.266666666666,689.6666666666666,,4299.066666666667,5835.533333333334,9523.866666666667,14439.6,,,,5720.333333333333,6377.933333333333,6700.666666666667,
2018-12-19 10:15:00,6778.466666666666,6393.266666666666,743.0,,4731.333333333333,6294.333333333333,8740.066666666668,13668.133333333333,,,,5237.466666666666,6326.0,7830.133333333333,
2018-12-19 10:30:00,6163.4,6959.133333333333,798.8,,4373.733333333334,6439.333333333333,8999.066666666668,11232.6,,,,4982.333333333333,6213.466666666666,6979.066666666667,
2018-12-19 10:45:00,7029.466666666666,7075.0,859.6,,4735.4,7852.0,10819.2,10507.466666666667,,,,2066.266666666667,6993.266666666666,6634.533333333334,
2018-12-19 11:00:00,8101.133333333333,6687.533333333334,876.4,,4415.733333333334,6650.666666666667,9398.533333333333,10549.733333333334,,,,3929.9333333333334,6775.266666666666,6740.733333333334,
2018-12-19 11:15:00,6447.066666666667,6024.8,882.2666666666667,,4553.4,5919.8,6562.466666666666,9655.933333333332,,,,5061.866666666667,5830.133333333333,6251.8,
