Date/Time,2784_O_SQHL,3353_O_MEWD,3911_O_HIPK,1571_O_BLPK,8936_O_WMIF,8230_O_OHAK,2544_O_MANA,6098_O_WMIF,8063_O_PTBR,5572_O_MESD,5351_O_PTBR,1213_O_ROSS,1613_O_FDCY,4278_O_EDWD
2024-09-16 11:00:00,742.2666666666667,841.0666666666667,784.2,624.7333333333333,681.4666666666667,946.2,402.8666666666667,,537.4,953.7333333333333,645.1333333333333,,,906.6
2024-09-16 11:15:00,619.3333333333334,984.4666666666667,687.4666666666667,556.2,654.4,903.8,367.6,,496.6666666666667,973.6,549.8666666666667,,,824.0
2024-09-16 11:30:00,608.0,881.2,583.4666666666667,570.2666666666667,692.4666666666667,943.8,367.8666666666667,,540.2,970.7333333333333,577.7333333333333,,,836.7333333333333
2024-09-16 11:45:00,531.2,825.2666666666667,573.3333333333334,592.1333333333333,654.7333333333333,852.8,397.73333333333335,,551.8,946.8666666666667,571.5333333333333,,,723.9333333333333
2024-09-16 12:00:00,576.8,791.8,548.5333333333333,529.0,549.0666666666667,821.0666666666667,387.2,,478.8666666666667,944.9333333333333,520.4666666666667,,,704.0
2024-09-16 12:15:00,478.6666666666667,770.3333333333334,572.8666666666667,407.3333333333333,538.6,801.4666666666667,370.8,,413.73333333333335,947.3333333333334,443.73333333333335,,,670.4
2024-09-16 12:30:00,409.6666666666667,760.4666666666667,466.8,410.06666666666666,417.46666666666664,946.2666666666667,419.2,,388.0,899.1333333333333,400.93333333333334,,,615.0666666666667
2024-09-16 12:45:00,389.2,615.1333333333333,393.26666666666665,377.4,389.73333333333335,760.5333333333333,402.8666666666667,,368.46666666666664,863.4,376.4,,,617.4666666666667
2024-09-16 13:00:00,420.2,498.73333333333335,400.8666666666667,332.53333333333336,427.53333333333336,714.6,379.4,,375.06666666666666,855.2,453.8666666666667,,,636.9333333333333
2024-09-16 13:15:00,821.2666666666667,492.3333333333333,401.53333333333336,319.06666666666666,486.4,659.0666666666667,370.1333333333333,,450.0,802.4666666666667,416.53333333333336,,,552.6
2024-09-16 13:30:00,668.2666666666667,473.73333333333335,429.0,296.06666666666666,454.2,739.8,329.4,,366.26666666666665,770.0,394.06666666666666,,,562.0666666666667
2024-09-16 13:45:00,382.2,439.26666666666665,432.93333333333334,307.93333333333334,413.8666666666667,759.8,305.1333333333333,,353.06666666666666,742.2666666666667,399.73333333333335,,,585.5333333333333
2024-09-16 14:00:00,346.4,452.6666666666667,408.3333333333333,315.06666666666666,550.3333333333334,597.8666666666667,285.93333333333334,,309.46666666666664,736.9333333333333,341.8,,,553.8
2024-09-16 14:15:00,393.6666666666667,466.53333333333336,359.1333333333333,301.93333333333334,429.53333333333336,585.4,288.8666666666667,,335.1333333333333,728.9333333333333,374.8,,,564.8
2024-09-16 14:30:00,371.1333333333333,489.6,332.8,306.93333333333334,577.8,574.2666666666667,309.6,,331.0,721.1333333333333,369.8666666666667,,,566.4666666666667
2024-09-16 14:45:00,339.46666666666664,592.0,344.2,313.93333333333334,539.9333333333333,552.2666666666667,318.93333333333334,,313.93333333333334,680.1333333333333,346.3333333333333,,,549.4666666666667
2024-09-16 15:00:00,325.06666666666666,588.8666666666667,336.46666666666664,309.2,603.6,548.3333333333334,325.46666666666664,,289.06666666666666,653.3333333333334,312.26666666666665,,,501.6
2024-09-16 15:15:00,284.46666666666664,601.7333333333333,316.1333333333333,298.46666666666664,484.93333333333334,531.6666666666666,351.06666666666666,,266.3333333333333,617.2666666666667,286.8,,,413.93333333333334
2024-09-16 15:30:00,273.53333333333336,626.4666666666667,269.53333333333336,309.3333333333333,586.8,504.6666666666667,355.3333333333333,,264.73333333333335,599.9333333333333,282.8666666666667,,,393.06666666666666
2024-09-16 15:45:00,284.1333333333333,659.2666666666667,285.2,320.06666666666666,749.9333333333333,500.2,348.4,,279.0,906.2,299.73333333333335,,,411.1333333333333
2024-09-16 16:00:00,276.6666666666667,671.2,277.6666666666667,309.53333333333336,542.6,412.73333333333335,351.46666666666664,,277.8,1078.2666666666667,289.93333333333334,,,412.1333333333333
2024-09-16 16:15:00,388.6666666666667,681.3333333333334,287.0,327.1333333333333,387.4,440.8,336.4,,310.73333333333335,962.6666666666666,297.2,,,416.06666666666666
2024-09-16 16:30:00,370.8666666666667,708.2,303.6,322.2,440.06666666666666,438.46666666666664,398.6666666666667,,313.53333333333336,904.2,313.4,,,414.8
2024-09-16 16:45:00,331.26666666666665,691.0666666666667,308.0,342.6,486.26666666666665,485.8666666666667,459.53333333333336,,285.73333333333335,856.2,321.1333333333333,,,422.8666666666667
2024-09-16 17:00:00,310.46666666666664,695.2,313.2,301.8,475.6,384.26666666666665,461.4,,305.6666666666667,833.2666666666667,306.0,,,409.1333333333333
2024-09-16 17:15:00,312.0,791.5333333333333,325.73333333333335,292.73333333333335,559.6,341.4,498.46666666666664,,291.73333333333335,771.4,321.46666666666664,,,397.4
2024-09-16 17:30:00,299.53333333333336,810.8666666666667,329.6666666666667,299.8666666666667,290.93333333333334,324.06666666666666,506.4,,348.8666666666667,774.5333333333333,315.46666666666664,,,404.4
2024-09-16 17:45:00,312.6,1052.1333333333334,327.0,307.06666666666666,261.1333333333333,329.06666666666666,490.6,,328.0,784.4666666666667,339.26666666666665,,,437.6
2024-09-16 18:00:00,329.46666666666664,935.8666666666667,319.06666666666666,334.1333333333333,81.0,328.53333333333336,468.26666666666665,,320.53333333333336,775.9333333333333,328.3333333333333,,,457.06666666666666
2024-09-16 18:15:00,318.8,741.0666666666667,339.93333333333334,328.26666666666665,89.53333333333333,319.6666666666667,533.5333333333333,,339.46666666666664,784.8666666666667,330.1333333333333,,,442.2
2024-09-16 18:30:00,315.3333333333333,800.5333333333333,359.8666666666667,339.3333333333333,159.625,411.26666666666665,548.7333333333333,,428.53333333333336,836.4666666666667,391.4,,,431.1333333333333
2024-09-16 18:45:00,316.06666666666666,890.6666666666666,361.0,370.73333333333335,165.4,583.2666666666667,587.7333333333333,,326.53333333333336,914.5333333333333,382.2,,,440.0
2024-09-16 19:00:00,308.06666666666666,809.6,355.2,425.46666666666664,136.8,519.5333333333333,595.1333333333333,,326.73333333333335,936.6,414.8,,,422.0
