Date/Time,3003_O_YORK,5362_O_NOEA,3380_O_STCG,1100_O_WYBG,6448_O_SEWY,2294_O_GARF,6546_O_MILL,4165_O_ROSS,6680_O_DQTN,2875_O_DUQH,1793_O_SEWY,5180_O_BAVN,6218_O_N0SD,7242_O_SPHL,4885_O_MTLE,5726_O_HZWD,7946_O_MONG,3375_O_GRFD
2024-04-19 00:00:00,,,,,,,,,,,,,,61.642857142857146,,,50.714285714285715,
2024-04-19 00:15:00,,,,,,,,,,,,,,57.4,,,50.93333333333333,
2024-04-19 00:30:00,,,,,,,,,,,,,,52.53333333333333,,,54.86666666666667,
2024-04-19 00:45:00,,,,,,,,,,,,,,50.0,,,54.0,
2024-04-19 01:00:00,,,,,,,,,,,,,,51.266666666666666,,,52.266666666666666,
2024-04-19 01:15:00,,,,,,,,,,,,,,53.666666666666664,,,57.266666666666666,
2024-04-19 01:30:00,,,,,,,,,,,,,,50.333333333333336,,,72.86666666666666,
2024-04-19 01:45:00,,,,,,,,,,,,,,49.93333333333333,,,77.8,
2024-04-19 02:00:00,,,,,,,,,,,,,,48.13333333333333,,,95.93333333333334,
2024-04-19 02:15:00,,,,,,,,,,,,,,52.666666666666664,,,101.8,
2024-04-19 02:30:00,,,,,,,,,,,,,,55.666666666666664,,,97.8,
2024-04-19 02:45:00,,,,,,,,,,,,,,60.2,,,83.86666666666666,
2024-04-19 03:00:00,,,,,,,,,,,,,,60.733333333333334,,,89.13333333333334,
2024-04-19 03:15:00,,,,,,,,,,,,,,61.13333333333333,,,84.93333333333334,
2024-04-19 03:30:00,,,,,,,,,,,,,,63.2,,,76.93333333333334,
2024-04-19 03:45:00,,,,,,,,,,,,,,69.4,,,75.26666666666667,
2024-04-19 04:00:00,,,,,,,,,,,,,,70.73333333333333,,,70.73333333333333,
2024-04-19 04:15:00,,,,,,,,,,,,,,75.6,,,65.66666666666667,
2024-04-19 04:30:00,,,,,,,,,,,,,,77.46666666666667,,,77.33333333333333,
2024-04-19 04:45:00,,,,,,,,,,,,,,67.4,,,75.46666666666667,
2024-04-19 05:00:00,,,,,,,,,,,,,,63.0,,,65.73333333333333,
2024-04-19 05:15:00,,,,,,,,,,,,,,60.06666666666667,,,59.06666666666667,
2024-04-19 05:30:00,,,,,,,,,,,,,,56.46666666666667,,,66.6,
2024-04-19 05:45:00,,,,,,,,,,,,,,57.6,,,87.06666666666666,
2024-04-19 06:00:00,,,,,,,,,,,,,,60.13333333333333,,,81.2,
2024-04-19 06:15:00,,,,,,,,,,,,,,60.733333333333334,,,68.86666666666666,
2024-04-19 06:30:00,,,,,,,,,,,,,,64.73333333333333,,,82.0,
2024-04-19 06:45:00,,,,,,,,,,,,,,77.06666666666666,,,81.6,
2024-04-19 07:00:00,,,,,,,,,,,,,,78.6,,,138.73333333333332,
2024-04-19 07:15:00,,,,,,,,,,,,,,87.66666666666667,,,122.33333333333333,
2024-04-19 07:30:00,,,,,,,,,,,,,,89.06666666666666,,,97.93333333333334,
2024-04-19 07:45:00,,,,,,,,,,,,,,84.6,,,103.46666666666667,
2024-04-19 08:00:00,,,,,,,,,,,,,,83.4,,,128.2,
2024-04-19 08:15:00,,,,,,,,,,,,,,81.86666666666666,,,125.93333333333334,
2024-04-19 08:30:00,,,,,,,,,,,,,,119.46666666666667,,,66.4,
2024-04-19 08:45:00,,,,,,,,,,,,,,113.86666666666666,,,60.666666666666664,
2024-04-19 09:00:00,,,,,,,,,,,,,,114.2,,,56.46666666666667,
2024-04-19 09:15:00,,,,,,,,,,,,,,131.73333333333332,,,48.86666666666667,
2024-04-19 09:30:00,,,,,,,,,,,,,,148.53333333333333,,,34.2,
2024-04-19 09:45:00,,,,,,,,,,,,,,132.2,,,30.333333333333332,
2024-04-19 10:00:00,,,,,,,,,,,,,,58.666666666666664,,,28.866666666666667,
2024-04-19 10:15:00,,,,,23.454545454545453,,,,,,,,,51.666666666666664,,,27.0,
2024-04-19 10:30:00,,,,,23.0,,,,,,,,,46.13333333333333,,,27.933333333333334,
2024-04-19 10:45:00,,,,,19.933333333333334,,,,,,,,,42.13333333333333,,,29.0,
2024-04-19 11:00:00,,,,,15.466666666666667,,,,,,,,,43.13333333333333,,,25.4,
2024-04-19 11:15:00,,,,,21.066666666666666,,,,,,,,,35.06666666666667,,,25.866666666666667,
2024-04-19 11:30:00,,,,,17.333333333333332,,,,,,,,,33.733333333333334,,,23.6,
2024-04-19 11:45:00,,,,,121.06666666666666,,,,,,,,,32.0,,,26.333333333333332,
2024-04-19 12:00:00,,,,,18.933333333333334,,,,,,,,,32.6,,,25.133333333333333,
2024-04-19 12:15:00,,,,,20.2,,,,,,,,,31.8,,,23.866666666666667,
2024-04-19 12:30:00,,,,,20.2,,,,,,,,,30.6,,,24.666666666666668,
2024-04-19 12:45:00,,,,,13.866666666666667,,,,,,,,,29.533333333333335,,,23.266666666666666,
2024-04-19 13:00:00,,,,,15.266666666666667,,,,,,,,,30.133333333333333,,,21.866666666666667,
2024-04-19 13:15:00,,,,,10.933333333333334,,,,,,,,,32.46666666666667,,,19.733333333333334,
2024-04-19 13:30:00,,,,,10.133333333333333,,,,,,,,,26.933333333333334,,,18.0,
2024-04-19 13:45:00,,,,,9.2,,,,,,,,,23.6,,,16.266666666666666,
2024-04-19 14:00:00,,,,,7.4,,,,,,,,,23.066666666666666,,,14.133333333333333,
2024-04-19 14:15:00,,,,,7.4,,,,,,,,,22.2,,,12.4,
2024-04-19 14:30:00,,,,,7.466666666666667,,,,,,,,,22.6,,,15.466666666666667,
2024-04-19 14:45:00,,,,,8.133333333333333,,,,,,,,,28.266666666666666,,,38.46666666666667,
2024-04-19 15:00:00,,,,,10.4,,,,,,,,,20.533333333333335,,,16.933333333333334,
2024-04-19 15:15:00,,,,,12.8,,,,,,,,,18.4,,,38.266666666666666,
2024-04-19 15:30:00,,,,,13.066666666666666,,,,,,,,,18.666666666666668,,,44.733333333333334,
2024-04-19 15:45:00,,,,,15.333333333333334,,,,,,,,,22.133333333333333,,,22.333333333333332,
2024-04-19 16:00:00,,,,,20.2,,,,,,,,,18.0,,,20.333333333333332,
2024-04-19 16:15:00,,,,,21.733333333333334,,,,,,,,,14.266666666666667,,,13.866666666666667,
2024-04-19 16:30:00,,,,,27.466666666666665,,,,,,,,,15.0,,,10.6,
2024-04-19 16:45:00,,,,,23.6,,,,,,,,,13.266666666666667,,,10.066666666666666,
2024-04-19 17:00:00,,,,,23.666666666666668,,,,,,,,,13.2,,,9.466666666666667,
2024-04-19 17:15:00,,,,,25.133333333333333,,,,,,,,,12.666666666666666,,,10.733333333333333,
2024-04-19 17:30:00,,,,,35.86666666666667,,,,,,,,,11.8,,,10.6,
2024-04-19 17:45:00,,,,,43.666666666666664,,,,,,,,,10.066666666666666,,,12.8,
2024-04-19 18:00:00,,,,,42.733333333333334,,,,,,,,,11.466666666666667,,,13.066666666666666,
2024-04-19 18:15:00,,,,,48.333333333333336,,,,,,,,,13.666666666666666,,,9.8,
2024-04-19 18:30:00,,,,,36.266666666666666,,,,,,,,,15.266666666666667,,,10.666666666666666,
2024-04-19 18:45:00,,,,,28.933333333333334,,,,,,,,,13.933333333333334,,,12.333333333333334,
2024-04-19 19:00:00,,,,,25.8,,,,,,,,,16.4,,,19.2,
2024-04-19 19:15:00,,,,,26.066666666666666,,,,,,,,,17.533333333333335,,,23.866666666666667,
2024-04-19 19:30:00,,,,,24.666666666666668,,,,,,,,,18.6,,,68.73333333333333,
2024-04-19 19:45:00,,,,,26.066666666666666,,,,,,,,,18.8,,,82.2,
2024-04-19 20:00:00,,,,,30.666666666666668,,,,,,,,,21.533333333333335,,,57.93333333333333,
2024-04-19 20:15:00,,,,,30.466666666666665,,,,,,,,,19.533333333333335,,,22.866666666666667,
2024-04-19 20:30:00,,,,,32.06666666666667,,,,,,,,,23.333333333333332,,,18.133333333333333,
2024-04-19 20:45:00,,,,,31.866666666666667,,,,,,,,,23.666666666666668,,,18.266666666666666,
2024-04-19 21:00:00,,,,,34.86666666666667,,,,,,,,,26.0,,,19.0,
2024-04-19 21:15:00,,,,,37.0,,,,,,,,,26.533333333333335,,,17.866666666666667,
2024-04-19 21:30:00,,,,,35.266666666666666,,,,,,,,,26.933333333333334,,,19.066666666666666,
2024-04-19 21:45:00,,,,,34.93333333333333,,,,,,,,,24.466666666666665,,,22.0,
2024-04-19 22:00:00,,,,,32.53333333333333,,,,,,,,,24.2,,,21.266666666666666,
2024-04-19 22:15:00,,,,,34.6,,,,,,,,,25.866666666666667,,,22.666666666666668,
2024-04-19 22:30:00,,,,,40.13333333333333,,,,,,,,,24.866666666666667,,,21.6,
2024-04-19 22:45:00,,,,,50.86666666666667,,,,,,,,,25.333333333333332,,,25.4,
2024-04-19 23:00:00,,,,,39.4,,,,,,,,,29.2,,,27.466666666666665,
2024-04-19 23:15:00,,,,,31.933333333333334,,,,,,,,,31.4,,,36.0,
2024-04-19 23:30:00,,,,,32.13333333333333,,,,,,,,,33.93333333333333,,,37.333333333333336,
2024-04-19 23:45:00,,,,,32.53333333333333,,,,,,,,,35.2,,,31.866666666666667,
2024-04-20 00:00:00,,,,,32.93333333333333,,,,,,,,,35.666666666666664,,,37.0,
2024-04-20 00:15:00,,,,,32.266666666666666,,,,,,,,,36.2,,,50.06666666666667,
2024-04-20 00:30:00,,,,,35.46666666666667,,,,,,,,,32.93333333333333,,,68.86666666666666,
2024-04-20 00:45:00,,,,,38.86666666666667,,,,,,,,,34.46666666666667,,,24.8,
2024-04-20 01:00:00,,,,,45.53333333333333,,,,,,,,,34.0,,,24.4,
2024-04-20 01:15:00,,,,,48.333333333333336,,,,,,,,,33.53333333333333,,,23.533333333333335,
2024-04-20 01:30:00,,,,,43.733333333333334,,,,,,,,,32.6,,,33.733333333333334,
2024-04-20 01:45:00,,,,,38.2,,,,,,,,,31.666666666666668,,,56.6,
2024-04-20 02:00:00,,,,,33.333333333333336,,,,,,,,,31.466666666666665,,,71.4,
2024-04-20 02:15:00,,,,,30.2,,,,,,,,,32.53333333333333,,,141.06666666666666,
2024-04-20 02:30:00,,,,,31.066666666666666,,,,,,,,,31.0,,,62.666666666666664,
2024-04-20 02:45:00,,,,,32.86666666666667,,,,,,,,,28.866666666666667,,,25.266666666666666,
2024-04-20 03:00:00,,,,,33.4,,,,,,,,,30.266666666666666,,,25.8,
2024-04-20 03:15:00,,,,,32.6,,,,,,,,,31.066666666666666,,,25.533333333333335,
2024-04-20 03:30:00,,,,,33.266666666666666,,,,,,,,,30.266666666666666,,,25.866666666666667,
2024-04-20 03:45:00,,,,,35.733333333333334,,,,,,,,,30.866666666666667,,,24.933333333333334,
2024-04-20 04:00:00,,,,,33.8,,,,,,,,,31.933333333333334,,,25.6,
