Date/Time,2784_O_SQHL,3353_O_MEWD,3911_O_HIPK,1571_O_BLPK,8936_O_WMIF,8230_O_OHAK,2544_O_MANA,6098_O_WMIF,8063_O_PTBR,5572_O_MESD,5351_O_PTBR,1213_O_ROSS,1613_O_FDCY,4278_O_EDWD
2024-08-18 00:00:00,112.0,92.28571428571429,92.85714285714286,,121.71428571428571,49.285714285714285,,,97.35714285714286,124.42857142857143,102.57142857142857,89.5,,110.85714285714286
2024-08-18 00:15:00,108.46666666666667,115.73333333333333,96.06666666666666,,126.53333333333333,49.53333333333333,,,109.06666666666666,121.26666666666667,110.53333333333333,96.53333333333333,,118.26666666666667
2024-08-18 00:30:00,124.33333333333333,107.06666666666666,107.53333333333333,,125.6,51.46666666666667,,,116.53333333333333,127.8,121.26666666666667,116.4,,137.33333333333334
2024-08-18 00:45:00,128.33333333333334,114.8,103.13333333333334,,127.46666666666667,58.4,,,126.73333333333333,116.66666666666667,122.13333333333334,126.6,,128.26666666666668
2024-08-18 01:00:00,126.4,108.6,101.4,,129.4,68.33333333333333,,,123.13333333333334,135.6,123.73333333333333,98.0,,106.53333333333333
2024-08-18 01:15:00,116.0,100.6,102.8,,100.2,62.2,,,122.0,116.26666666666667,120.26666666666667,95.8,,106.53333333333333
2024-08-18 01:30:00,104.06666666666666,84.0,102.53333333333333,,85.93333333333334,61.4,,,123.86666666666666,118.53333333333333,115.53333333333333,93.86666666666666,,95.93333333333334
2024-08-18 01:45:00,89.33333333333333,103.73333333333333,97.0,,94.4,59.53333333333333,,,101.53333333333333,109.33333333333333,93.2,107.06666666666666,,86.86666666666666
2024-08-18 02:00:00,74.46666666666667,107.13333333333334,87.6,,108.93333333333334,61.666666666666664,,,81.46666666666667,111.0,94.93333333333334,91.33333333333333,,82.86666666666666
2024-08-18 02:15:00,68.8,113.6,76.86666666666666,,123.06666666666666,65.93333333333334,,,76.53333333333333,110.06666666666666,87.06666666666666,127.13333333333334,,83.73333333333333
2024-08-18 02:30:00,68.8,97.26666666666667,66.46666666666667,,131.4,69.93333333333334,,,80.46666666666667,121.33333333333333,84.0,88.06666666666666,,78.66666666666667
2024-08-18 02:45:00,71.53333333333333,134.66666666666666,64.13333333333334,,106.53333333333333,76.4,,,92.86666666666666,143.0,74.86666666666666,93.73333333333333,,77.6
2024-08-18 03:00:00,75.2,102.06666666666666,61.6,,118.06666666666666,81.93333333333334,,,119.13333333333334,123.93333333333334,83.0,108.0,,79.4
2024-08-18 03:15:00,75.33333333333333,111.93333333333334,68.2,,130.46666666666667,80.8,,,121.46666666666667,99.4,100.53333333333333,112.8,,99.13333333333334
2024-08-18 03:30:00,67.06666666666666,92.93333333333334,71.46666666666667,,93.33333333333333,82.4,,,120.13333333333334,105.13333333333334,84.86666666666666,109.0,,73.46666666666667
2024-08-18 03:45:00,66.06666666666666,101.6,72.53333333333333,,83.26666666666667,80.06666666666666,,,97.86666666666666,98.6,83.53333333333333,101.4,,76.93333333333334
2024-08-18 04:00:00,63.4,101.66666666666667,71.46666666666667,,95.6,84.0,,,72.86666666666666,104.46666666666667,77.0,96.06666666666666,,72.46666666666667
2024-08-18 04:15:00,63.86666666666667,127.6,64.8,,82.66666666666667,79.93333333333334,,,62.733333333333334,109.06666666666666,71.93333333333334,101.06666666666666,,68.66666666666667
2024-08-18 04:30:00,73.2,123.46666666666667,73.26666666666667,,87.2,80.06666666666666,,,59.8,109.4,66.6,127.93333333333334,,65.73333333333333
2024-08-18 04:45:00,86.2,109.13333333333334,73.66666666666667,,79.26666666666667,68.2,,,68.46666666666667,109.0,82.26666666666667,119.53333333333333,,81.46666666666667
2024-08-18 05:00:00,72.53333333333333,121.93333333333334,64.53333333333333,,65.06666666666666,66.2,,,66.13333333333334,111.33333333333333,67.2,101.4,,81.4
2024-08-18 05:15:00,67.33333333333333,115.0,62.333333333333336,,58.93333333333333,65.06666666666666,,,65.0,115.6,61.86666666666667,95.13333333333334,,73.8
2024-08-18 05:30:00,63.6,148.8,57.6,,62.93333333333333,59.2,,,78.8,130.2,71.2,88.93333333333334,,67.86666666666666
