Date/Time,2220_O_NSEW,8457_O_EDWD,5571_O_BUFF,2499_O_NOSD,5624_O_BUFF,6071_O_PHLL,5560_O_UPTN,7543_O_MILL,3746_O_BVFL,4530_O_CNTP,8797_O_GRTR,8941_O_DOWN,3881_O_SRRY,4431_O_WBG,2400_O_MRSD
2019-02-20 06:45:00,90.2666666667,,131.4,,131.4,,,,60.0,59.5333333333,,90.0666666667,,100.0,69.4666666667
2019-02-20 07:00:00,86.6666666667,,120.066666667,,120.066666667,,,,54.3333333333,62.7333333333,,56.0,,94.0666666667,64.2666666667
2019-02-20 07:15:00,82.4,,134.933333333,,134.933333333,,,,55.8666666667,58.6666666667,,80.6666666667,,90.1333333333,65.0666666667
2019-02-20 07:30:00,82.2666666667,,151.066666667,,151.066666667,,,,51.6666666667,55.7333333333,,176.8,,83.7333333333,61.1333333333
2019-02-20 07:45:00,81.1333333333,,196.133333333,,196.133333333,,,,51.6666666667,52.8666666667,,183.466666667,,71.8666666667,54.5333333333
2019-02-20 08:00:00,82.4666666667,,212.333333333,,212.333333333,,,,50.0,51.4,,107.333333333,,66.2,46.0
2019-02-20 08:15:00,77.0,,227.333333333,,227.333333333,,,,45.1333333333,50.1333333333,,132.066666667,,63.7333333333,46.0666666667
2019-02-20 08:30:00,79.7333333333,,213.2,,213.2,,,,44.6,49.8,,119.666666667,,60.9333333333,44.2
2019-02-20 08:45:00,75.7333333333,,144.733333333,,144.733333333,,,,42.9333333333,51.4,,152.533333333,,53.4,40.1333333333
2019-02-20 09:00:00,66.8666666667,,90.1333333333,,90.1333333333,,,,43.2,42.2,,116.266666667,,53.8666666667,33.5333333333
2019-02-20 09:15:00,59.0666666667,,69.3333333333,,69.3333333333,,,,41.8,38.1333333333,,443.8,,48.8,29.2666666667
2019-02-20 09:30:00,53.4666666667,,48.7333333333,,48.7333333333,,,,40.6,33.4666666667,,99.9333333333,,37.5333333333,28.0666666667
2019-02-20 09:45:00,46.8666666667,,45.6,,45.6,,,,33.8666666667,30.2,,150.533333333,,27.0666666667,25.2666666667
2019-02-20 10:00:00,39.7333333333,,38.1333333333,,38.1333333333,,,,30.6,24.4,,60.4666666667,,23.4,24.7333333333
2019-02-20 10:15:00,41.3333333333,,12.2666666667,,12.2666666667,,,,25.1333333333,22.7333333333,,55.3333333333,,20.7333333333,25.4666666667
2019-02-20 10:30:00,43.6666666667,,12.8666666667,,12.8666666667,,,,22.6666666667,22.8,,64.6666666667,,18.8,38.5333333333
2019-02-20 10:45:00,44.6,,22.2,,22.2,,,,23.5333333333,21.0,,70.2666666667,,16.8,32.9333333333
2019-02-20 11:00:00,45.2666666667,,18.2,,18.2,,,,20.5333333333,21.7333333333,,75.4,,21.8,32.6
2019-02-20 11:15:00,44.0,,17.2666666667,,17.2666666667,,,,21.0666666667,25.9333333333,,82.6666666667,,20.0,27.9333333333
2019-02-20 11:30:00,53.1333333333,,18.5333333333,,18.5333333333,,,,20.2,47.8,,75.3333333333,,23.1333333333,28.0666666667
2019-02-20 11:45:00,67.8666666667,,16.2,37.6666666667,16.2,,,,19.8,62.4666666667,,82.8,,20.2,29.4666666667
2019-02-20 12:00:00,72.2,,16.6666666667,32.5333333333,16.6666666667,,,,21.0666666667,35.4,,78.7333333333,,16.2666666667,26.4
2019-02-20 12:15:00,78.4666666667,,17.0,34.4666666667,17.0,,,,21.4666666667,29.2666666667,,75.4666666667,,15.9333333333,27.2666666667
2019-02-20 12:30:00,80.5333333333,,14.8666666667,40.4666666667,14.8666666667,,,,21.9333333333,32.4666666667,,81.8,,15.1333333333,26.1333333333
2019-02-20 12:45:00,79.9333333333,,15.6,43.4666666667,15.6,,,,24.4666666667,32.7333333333,,110.2,,16.7333333333,26.0
2019-02-20 13:00:00,79.4666666667,,15.0666666667,42.2,15.0666666667,,,,22.7333333333,36.5333333333,,151.266666667,,16.5333333333,20.8
2019-02-20 13:15:00,69.0666666667,,15.2,46.2666666667,15.2,,,,21.9333333333,30.6666666667,,139.6,,22.3333333333,20.1333333333
2019-02-20 13:30:00,59.2,,16.3333333333,37.9333333333,16.3333333333,,,,25.3333333333,26.3333333333,,143.533333333,,17.7333333333,21.8
2019-02-20 13:45:00,48.8666666667,,16.9333333333,37.2,16.9333333333,,,,25.4666666667,20.0,,108.2,,15.9333333333,19.1333333333
2019-02-20 14:00:00,38.5333333333,,16.6,41.6666666667,16.6,,,,24.0,18.3333333333,,103.266666667,,18.0666666667,23.4666666667
2019-02-20 14:15:00,70.0,,17.0666666667,42.1333333333,17.0666666667,,,,19.1333333333,19.1333333333,,113.066666667,,16.5333333333,27.4666666667
2019-02-20 14:30:00,71.3333333333,,17.2,46.8,17.2,,,,18.4666666667,28.7333333333,,88.2,,15.7333333333,36.2666666667
2019-02-20 14:45:00,53.2666666667,,19.4,59.4,19.4,,,,16.2,44.5333333333,,99.6,,20.1333333333,33.0666666667
2019-02-20 15:00:00,50.2,,28.2,55.2,28.2,,,,16.2666666667,34.4666666667,,111.0,,22.2,30.5333333333
2019-02-20 15:15:00,47.1333333333,,18.4,81.8,18.4,,,,17.0666666667,51.6,,124.133333333,,22.5333333333,26.0666666667
2019-02-20 15:30:00,33.4666666667,,19.1333333333,50.7333333333,19.1333333333,,,,15.5333333333,61.1333333333,,224.0,,29.0666666667,28.3333333333
2019-02-20 15:45:00,42.0,,37.8,69.9333333333,37.8,,,,16.0,63.0,,185.066666667,,30.1333333333,29.6666666667
2019-02-20 16:00:00,35.0666666667,,35.1333333333,56.6666666667,35.1333333333,,,,16.8666666667,46.4,,219.066666667,,31.7333333333,33.8
