Date/Time,1502_O_BLPK,1639_O_ELIB,2071_O_NOSD,2931_O_SQHL,4431_O_WBG,4915_O_ECON,5160_O_MOON,5202_O_SOSP,5571_O_BUFF,5624_O_BUFF,5816_O_SQHL,6227_O_ELIB,6399_O_GLEN,7543_O_MILL,8284_O_SWPK
2017-01-02 20:15:00,,8531.733333333334,888.4666666666667,786.7333333333332,985.1333333333333,1440.7333333333331,2196.933333333333,831.2,1997.666666666667,1997.666666666667,644.2666666666668,1252.9333333333334,1241.4,946.0,681.7333333333332
2017-01-02 20:30:00,,10830.2,848.3333333333335,732.0,1160.1333333333334,1453.0,2044.7333333333331,868.3333333333335,1783.8,1783.8,588.4,1446.8,1136.2,852.4,651.2666666666668
2017-01-02 20:45:00,,593.4666666666667,870.6666666666665,706.6666666666665,1051.9333333333334,1470.8666666666666,1821.6,908.6,2053.733333333333,2053.733333333333,596.0,1342.5333333333333,1047.3333333333333,790.9333333333333,647.4
2017-01-02 21:00:00,,3226.866666666667,858.0666666666667,679.0,1083.8666666666666,1374.0666666666666,1741.2,877.2666666666668,1942.9333333333332,1942.9333333333332,573.6666666666666,970.4666666666667,1108.4666666666667,761.3333333333335,617.9333333333333
2017-01-02 21:15:00,,1267.4666666666667,752.8,694.0666666666667,1325.1333333333334,1241.4666666666667,1579.1333333333334,888.4666666666667,1851.533333333333,1851.533333333333,549.5333333333333,874.2666666666668,1040.4,770.8666666666667,602.8666666666667
2017-01-02 21:30:00,,744.8,755.8666666666667,676.9333333333333,1398.8,1157.5333333333333,1471.2,841.1333333333333,1783.8,1783.8,532.2666666666668,796.9333333333333,868.8666666666667,706.8,581.9333333333333
2017-01-02 21:45:00,,607.8,736.2666666666668,652.9333333333333,1208.0,1064.2666666666667,1390.1333333333334,935.0666666666667,1836.0,1836.0,504.53333333333336,832.9333333333333,866.2666666666668,702.8666666666667,554.0666666666667
2017-01-02 22:00:00,,587.0666666666667,770.2666666666668,587.2666666666668,1100.4666666666667,975.2666666666668,1296.6,858.4666666666667,1890.2666666666669,1890.2666666666669,465.33333333333326,856.7333333333332,715.6,667.2,493.53333333333336
2017-01-02 22:15:00,,565.2666666666668,741.0,499.06666666666666,1204.3333333333333,920.2666666666668,1435.0,650.8666666666667,1909.4,1909.4,446.53333333333336,1354.8,608.8,651.8,440.66666666666674
2017-01-02 22:30:00,,541.7333333333332,682.8,514.8666666666667,1331.6666666666667,879.6,1427.2666666666669,524.2,1899.0666666666666,1899.0666666666666,470.4,986.4,521.4,690.1333333333333,456.06666666666666
2017-01-02 22:45:00,,539.2,741.3333333333335,710.4666666666667,1358.0666666666666,800.2666666666668,1331.8,510.0,1906.8666666666666,1906.8666666666666,467.86666666666673,1059.0666666666666,5697.4,740.2666666666668,504.4666666666666
2017-01-02 23:00:00,,580.6666666666666,724.9333333333333,690.2666666666668,1300.6666666666667,722.6,1277.6,527.4666666666667,1846.7333333333331,1846.7333333333331,495.9333333333333,734.8,403.06666666666666,737.5333333333333,539.5333333333333
2017-01-02 23:15:00,,591.6666666666666,684.4,719.0666666666667,1435.6,670.5333333333333,1244.6666666666667,591.2666666666668,1987.9333333333332,1987.9333333333332,512.6666666666666,729.2666666666668,370.0,809.8666666666667,545.6666666666666
2017-01-02 23:30:00,,562.7333333333332,715.8666666666667,651.0666666666667,1412.533333333333,649.0666666666667,1146.8666666666666,656.2666666666668,2045.2,2045.2,517.6666666666666,699.1333333333333,354.4,790.7333333333332,529.8666666666667
2017-01-02 23:45:00,,566.2666666666668,726.4666666666667,637.7333333333332,1512.7333333333331,597.5333333333333,1114.1333333333334,701.0666666666667,2139.6,2139.6,524.0666666666667,671.2,365.86666666666673,741.0,541.5333333333333
2017-01-03 00:00:00,,538.7333333333332,716.4666666666667,640.2666666666668,1374.3333333333333,559.8,1144.8666666666666,669.2,2190.2,2190.2,502.8,670.9333333333333,347.06666666666666,692.3333333333335,519.5333333333333
2017-01-03 00:15:00,,462.06666666666666,645.0,598.3333333333334,1423.533333333333,502.4666666666666,1168.0666666666666,605.0666666666667,2153.333333333333,2153.333333333333,458.9333333333333,688.9333333333333,341.1333333333333,679.8666666666667,481.4
2017-01-03 00:30:00,,439.2,653.8,502.06666666666666,1404.2666666666669,472.06666666666666,1156.9333333333334,582.9333333333333,2098.6,2098.6,411.6,730.4666666666667,372.8,677.5333333333333,441.2
2017-01-03 00:45:00,,432.53333333333336,585.8666666666667,488.2,1352.7333333333333,439.8,1185.0,573.1333333333333,2226.6,2226.6,405.0,824.3333333333335,366.66666666666674,708.1333333333333,413.26666666666665
