Date/Time,1130_O_MILL,1502_O_BLPK,2071_O_NOSD,2490_O_MILL,2535_O_RGSQ,3555_O_SCLL,3576_O_ETNA,4431_O_WBG,4860_O_SQHN,5571_O_BUFF,5679_O_BLOO,5882_O_Glenshaw,6582_O_OAKD,6765_O_XXXX,6923_O_MILL,7408_O_XXXX,7778_O_XXXX,8717_O_HMWD,8938_O_XXXX,8941_O_MTLE
2018-06-02 18:45:00,,,451.73333333333335,,,,,,,,462.73333333333335,,9154.333333333334,,,,,,,716.0666666666667
2018-06-02 19:00:00,,,455.73333333333335,,,,,,,,429.73333333333335,,9163.8,,,,,,,727.3333333333335
2018-06-02 19:15:00,,,479.4,,,,,,,,373.13333333333327,,9564.933333333332,,,,,,,692.3333333333335
2018-06-02 19:30:00,,,483.53333333333336,,,,,,,,390.86666666666673,,9787.0,,,,,,,681.4
2018-06-02 19:45:00,,,460.66666666666674,,,,,,,,415.33333333333326,,10071.6,,,,,,,714.6666666666665
2018-06-02 20:00:00,,,492.6,,,,,,,,440.13333333333327,,10004.2,,,,,,,727.3333333333335
2018-06-02 20:15:00,,,530.8,,,,,,,,543.4,,9973.066666666668,,,,,,,705.7333333333332
2018-06-02 20:30:00,,,554.4666666666667,,,,,,,,466.06666666666666,,10125.466666666667,,,,,,,708.8666666666667
2018-06-02 20:45:00,,,591.4,,,,,,,,514.8666666666667,,10456.8,,,,,,,753.4666666666667
2018-06-02 21:00:00,,,636.7333333333332,,,,,,,,512.4666666666667,,10367.466666666667,,,,,,,760.0
2018-06-02 21:15:00,,,805.7333333333332,,,,,,,,565.2,,10701.933333333332,,,,,,,781.1333333333333
2018-06-02 21:30:00,,,704.8,,,,,,,,586.4666666666667,,10950.2,,,,,,,832.5333333333333
2018-06-02 21:45:00,,,993.0,,,,,,,,548.2,,10929.466666666667,,,,,,,839.0
2018-06-02 22:00:00,,,1128.2,,,,,,,,598.8666666666667,,11163.4,,,,,,,758.8
2018-06-02 22:15:00,,,1047.9333333333334,,,,,,,,627.5333333333333,,11094.133333333333,,,,,,,719.7333333333332
2018-06-02 22:30:00,,,809.1333333333333,,,,,,,,558.0,,11244.533333333333,,,,,,,698.6666666666665
2018-06-02 22:45:00,,,727.4666666666667,,,,,,,,522.4666666666667,,11065.866666666667,,,,,,,676.0666666666667
2018-06-02 23:00:00,,,699.1333333333333,,,,,,,,516.1333333333333,,10817.733333333334,,,,,,,648.9333333333333
2018-06-02 23:15:00,,,709.2,,,,,,,,547.0666666666667,,11193.066666666668,,,,,,,620.2666666666668
2018-06-02 23:30:00,,,688.8,,,,,,,,600.8,,11278.533333333333,,,,,,,604.7333333333332
2018-06-02 23:45:00,,,678.8,,,,,,,,583.8,,11347.466666666667,,,,,,,574.5333333333333
2018-06-03 00:00:00,,,705.0,,,,,,,,581.7333333333332,,11261.666666666664,,,,,,,548.3333333333334
