Date/Time,8304_O_SQHS,7134_O_LWCV,8699_O_BLOO,8183_O_MILL,4530_O_CNTP,6809_O_SQHS,1404_O_TROY,7543_O_MILL,4431_O_WBG,3555_O_SCLL,5571_O_BUFF,8941_O_MTLE,5624_O_BUFF,8850_O_LWCV,3283_O_LEET,1282_O_BCVW,2071_O_NOSD,2319_O_DWNTN,8698_O_NOSD,6582_O_OAKD,2281_O_HiPK
2017-09-07 01:45:00,40.06666666666667,36.8,47.2,,,42.13333333333333,37.2,57.666666666666664,151.13333333333333,,51.333333333333336,31.333333333333332,51.333333333333336,48.733333333333334,50.6,39.266666666666666,48.13333333333333,,40.6,,38.333333333333336
2017-09-07 02:00:00,45.86666666666667,39.333333333333336,48.6,,,41.6,40.13333333333333,54.8,144.13333333333333,,49.53333333333333,28.866666666666667,49.53333333333333,52.266666666666666,49.4,41.266666666666666,53.333333333333336,,39.8,,36.733333333333334
2017-09-07 02:15:00,43.266666666666666,45.46666666666667,48.2,,,41.46666666666667,38.13333333333333,54.86666666666667,209.6,,54.46666666666667,28.2,54.46666666666667,50.8,49.06666666666667,38.733333333333334,56.4,,42.13333333333333,,37.266666666666666
2017-09-07 02:30:00,50.13333333333333,43.4,48.4,,,38.0,40.4,55.2,296.4,,48.13333333333333,27.066666666666666,48.13333333333333,49.06666666666667,51.13333333333333,37.4,59.266666666666666,,43.4,,37.2
2017-09-07 02:45:00,50.6,46.46666666666667,49.333333333333336,,,41.6,42.0,57.0,270.46666666666664,,48.333333333333336,28.2,48.333333333333336,47.86666666666667,50.8,36.6,59.6,,42.13333333333333,,38.06666666666667
2017-09-07 03:00:00,40.86666666666667,46.2,56.53333333333333,,,43.333333333333336,42.4,57.333333333333336,155.93333333333334,,48.13333333333333,28.733333333333334,48.13333333333333,52.06666666666667,54.13333333333333,36.8,56.666666666666664,,45.53333333333333,,43.13333333333333
2017-09-07 03:15:00,48.733333333333334,48.86666666666667,57.86666666666667,,,44.666666666666664,46.4,59.53333333333333,162.73333333333332,,48.8,31.266666666666666,48.8,52.666666666666664,52.06666666666667,38.46666666666667,59.8,,48.8,,41.13333333333333
2017-09-07 03:30:00,47.333333333333336,48.13333333333333,69.0,,,43.0,43.13333333333333,54.46666666666667,327.46666666666664,,47.53333333333333,30.4,47.53333333333333,52.93333333333333,51.53333333333333,38.13333333333333,60.46666666666667,,51.86666666666667,,39.86666666666667
2017-09-07 03:45:00,44.8,49.266666666666666,64.73333333333333,,,47.4,46.0,57.266666666666666,321.6,,48.93333333333333,30.066666666666666,48.93333333333333,49.0,52.266666666666666,38.4,56.666666666666664,,48.8,,43.266666666666666
2017-09-07 04:00:00,42.86666666666667,50.13333333333333,64.93333333333334,,,46.2,45.733333333333334,55.2,276.93333333333334,,46.93333333333333,29.666666666666668,46.93333333333333,46.13333333333333,52.2,37.13333333333333,61.13333333333333,,50.06666666666667,,42.8
