Date/Time,6189_O_LARM,2071_O_NOSD,5624_O_BUFF,5571_O_BUFF,6227_O_ELIB,8185_O_SWPK,7568_O_GIBS,7220_O_SHADY,2427_O_ELIB,2281_O_HiPK,4841_O_STDT
2016-09-10 23:45:00,,39.0,58.666666666666664,58.666666666666664,37.8,39.0,,22.133333333333333,0.0,,
2016-09-11 00:00:00,,38.6,52.53333333333333,52.53333333333333,36.666666666666664,36.333333333333336,,23.533333333333335,0.0,,
2016-09-11 00:15:00,,34.86666666666667,47.666666666666664,47.666666666666664,32.8,39.6,,24.2,0.0,,
2016-09-11 00:30:00,,32.2,63.86666666666667,63.86666666666667,33.93333333333333,45.13333333333333,,22.866666666666667,0.0,,
2016-09-11 00:45:00,,34.86666666666667,58.06666666666667,58.06666666666667,27.933333333333334,76.6,,20.466666666666665,0.0,,
2016-09-11 01:00:00,,35.13333333333333,49.93333333333333,49.93333333333333,31.8,66.06666666666666,,23.733333333333334,0.0,,
2016-09-11 01:15:00,,47.53333333333333,54.2,54.2,28.333333333333332,144.06666666666666,,23.266666666666666,0.0,,
2016-09-11 01:30:00,,39.06666666666667,51.2,51.2,32.46666666666667,137.33333333333334,,24.066666666666666,0.0,,
2016-09-11 01:45:00,,37.8,54.666666666666664,54.666666666666664,34.86666666666667,153.0,,27.066666666666666,0.0,,
2016-09-11 02:00:00,,43.13333333333333,59.8,59.8,37.0,119.06666666666666,,25.333333333333332,0.0,,
2016-09-11 02:15:00,,52.86666666666667,63.266666666666666,63.266666666666666,44.06666666666667,103.6,,30.4,0.0,,
2016-09-11 02:30:00,,56.06666666666667,67.4,67.4,46.2,113.2,,36.4,0.0,,
2016-09-11 02:45:00,,59.46666666666667,73.66666666666667,73.66666666666667,48.6,120.46666666666667,,36.8,0.0,,
2016-09-11 03:00:00,,58.8,79.6,79.6,49.333333333333336,175.33333333333334,,41.733333333333334,0.0,,
2016-09-11 03:15:00,,56.666666666666664,80.4,80.4,49.333333333333336,110.86666666666666,,40.733333333333334,0.0,,
2016-09-11 03:30:00,,52.733333333333334,79.8,79.8,47.6,110.86666666666666,,38.4,0.0,,
2016-09-11 03:45:00,,60.0,98.73333333333333,98.73333333333333,52.333333333333336,109.73333333333333,,41.8,0.0,,
2016-09-11 04:00:00,,75.0,107.33333333333333,107.33333333333333,52.4,114.53333333333333,,44.53333333333333,0.0,,
2016-09-11 04:15:00,,76.33333333333333,107.26666666666667,107.26666666666667,52.2,119.93333333333334,,45.6,0.0,,
2016-09-11 04:30:00,,80.4,106.26666666666667,106.26666666666667,58.06666666666667,113.53333333333333,,54.53333333333333,0.0,,
2016-09-11 04:45:00,,76.33333333333333,113.86666666666666,113.86666666666666,62.46666666666667,126.13333333333334,,53.8,0.0,,
2016-09-11 05:00:00,,73.13333333333334,111.73333333333333,111.73333333333333,65.06666666666666,125.53333333333333,,55.333333333333336,0.0,,
2016-09-11 05:15:00,,68.2,107.0,107.0,65.86666666666666,120.4,,53.46666666666667,0.0,,
2016-09-11 05:30:00,,74.4,122.86666666666666,122.86666666666666,64.13333333333334,126.46666666666667,,53.06666666666667,0.0,,
2016-09-11 05:45:00,,76.6,111.2,111.2,62.8,127.73333333333333,,55.06666666666667,0.0,,
2016-09-11 06:00:00,,73.66666666666667,109.06666666666666,109.06666666666666,67.33333333333333,126.6,,53.666666666666664,0.0,,
2016-09-11 06:15:00,,73.06666666666666,101.53333333333333,101.53333333333333,66.26666666666667,132.33333333333334,,51.666666666666664,0.0,,
2016-09-11 06:30:00,,85.8,108.33333333333333,108.33333333333333,65.6,126.2,,54.86666666666667,0.0,,
2016-09-11 06:45:00,,92.26666666666667,105.66666666666667,105.66666666666667,66.86666666666666,125.73333333333333,,61.8,0.0,,
2016-09-11 07:00:00,,91.66666666666667,99.8,99.8,70.2,132.06666666666666,,61.13333333333333,0.0,,
2016-09-11 07:15:00,,92.46666666666667,112.53333333333333,112.53333333333333,74.0,129.66666666666666,,67.46666666666667,0.0,,
2016-09-11 07:30:00,,91.4,165.93333333333334,165.93333333333334,77.33333333333333,116.8,,67.8,0.0,,
2016-09-11 07:45:00,,94.8,136.4,136.4,79.8,117.53333333333333,,72.2,0.0,,
2016-09-11 08:00:00,,93.13333333333334,124.33333333333333,124.33333333333333,81.06666666666666,117.53333333333333,,67.73333333333333,0.0,,
2016-09-11 08:15:00,,93.6,108.13333333333334,108.13333333333334,78.13333333333334,120.4,,66.13333333333334,0.0,,
2016-09-11 08:30:00,,91.93333333333334,70.6,70.6,71.13333333333334,105.86666666666666,,64.86666666666666,0.0,,
2016-09-11 08:45:00,,88.46666666666667,64.2,64.2,67.2,91.73333333333333,,65.26666666666667,0.0,,
2016-09-11 09:00:00,,82.8,58.13333333333333,58.13333333333333,65.8,93.13333333333334,,58.6,0.0,,
2016-09-11 09:15:00,,73.06666666666666,51.46666666666667,51.46666666666667,58.266666666666666,86.66666666666667,,57.06666666666667,0.0,,
2016-09-11 09:30:00,,66.33333333333333,53.46666666666667,53.46666666666667,60.733333333333334,77.4,,52.53333333333333,0.0,,
2016-09-11 09:45:00,,63.6,51.06666666666667,51.06666666666667,55.733333333333334,72.2,,46.2,0.0,,
2016-09-11 10:00:00,,56.06666666666667,50.666666666666664,50.666666666666664,46.733333333333334,70.73333333333333,,42.8,0.0,,
2016-09-11 10:15:00,,49.06666666666667,45.0,45.0,41.53333333333333,60.8,,38.6,0.0,,
2016-09-11 10:30:00,,43.53333333333333,40.2,40.2,36.13333333333333,51.86666666666667,,29.466666666666665,0.0,,
2016-09-11 10:45:00,,40.733333333333334,37.93333333333333,37.93333333333333,33.8,46.53333333333333,,24.266666666666666,0.0,,
2016-09-11 11:00:00,,32.53333333333333,37.2,37.2,28.666666666666668,39.266666666666666,,26.533333333333335,0.0,,
2016-09-11 11:15:00,,30.066666666666666,32.0,32.0,27.2,36.46666666666667,,23.466666666666665,0.0,,
2016-09-11 11:30:00,,32.13333333333333,30.933333333333334,30.933333333333334,24.533333333333335,31.6,,22.533333333333335,0.0,,
2016-09-11 11:45:00,,31.266666666666666,25.533333333333335,25.533333333333335,22.733333333333334,37.333333333333336,,21.666666666666668,0.0,,
2016-09-11 12:00:00,,29.466666666666665,25.0,25.0,23.0,38.6,,21.8,0.0,,
2016-09-11 12:15:00,,28.133333333333333,23.533333333333335,23.533333333333335,19.8,32.333333333333336,,18.866666666666667,0.0,,
2016-09-11 12:30:00,,24.8,21.333333333333332,21.333333333333332,19.866666666666667,30.4,,17.666666666666668,0.0,,
2016-09-11 12:45:00,,21.333333333333332,23.2,23.2,20.266666666666666,34.666666666666664,,20.0,0.0,,
2016-09-11 13:00:00,,22.4,22.8,22.8,19.933333333333334,32.2,,23.8,0.0,,
2016-09-11 13:15:00,,20.8,19.866666666666667,19.866666666666667,17.733333333333334,28.333333333333332,,20.333333333333332,0.0,,
2016-09-11 13:30:00,,19.4,19.0,19.0,18.933333333333334,25.866666666666667,,18.133333333333333,0.0,,
2016-09-11 13:45:00,,20.0,20.8,20.8,16.266666666666666,20.466666666666665,,16.533333333333335,0.0,,
2016-09-11 14:00:00,,18.266666666666666,24.666666666666668,24.666666666666668,15.666666666666666,24.2,,16.266666666666666,0.0,,
2016-09-11 14:15:00,,16.6,,,15.4,23.0,,16.666666666666668,0.0,,
2016-09-11 14:30:00,,16.466666666666665,,,15.8,36.266666666666666,,17.0,0.0,,
2016-09-11 14:45:00,,16.6,,,14.133333333333333,32.46666666666667,,14.533333333333333,0.0,,
2016-09-11 15:00:00,,16.133333333333333,,,13.666666666666666,26.733333333333334,,12.466666666666667,0.0,,
2016-09-11 15:15:00,,13.8,,,13.8,17.333333333333332,,11.466666666666667,0.0,,
2016-09-11 15:30:00,,15.733333333333333,,,12.266666666666667,16.666666666666668,,14.6,0.0,,
2016-09-11 15:45:00,,14.533333333333333,,,11.6,18.4,,13.466666666666667,0.0,,
2016-09-11 16:00:00,,13.933333333333334,,,11.333333333333334,15.2,,12.333333333333334,0.0,,
2016-09-11 16:15:00,,12.0,35.0,35.0,10.6,16.266666666666666,,11.466666666666667,0.0,,
2016-09-11 16:30:00,,11.0,17.333333333333332,17.333333333333332,12.266666666666667,17.466666666666665,,11.066666666666666,0.0,,
2016-09-11 16:45:00,,12.266666666666667,15.8,15.8,12.733333333333333,17.066666666666666,,9.066666666666666,0.0,,
2016-09-11 17:00:00,,10.8,19.733333333333334,19.733333333333334,9.2,22.533333333333335,,10.8,0.0,,
2016-09-11 17:15:00,,10.666666666666666,15.6,15.6,10.8,33.46666666666667,,11.4,0.0,,
2016-09-11 17:30:00,,10.2,17.133333333333333,17.133333333333333,10.133333333333333,37.666666666666664,10.571428571428571,12.133333333333333,0.0,,
2016-09-11 17:45:00,,11.266666666666667,15.8,15.8,10.133333333333333,37.86666666666667,10.466666666666667,9.8,0.0,,
2016-09-11 18:00:00,,11.6,14.066666666666666,14.066666666666666,22.933333333333334,47.6,8.533333333333333,10.866666666666667,0.0,,
2016-09-11 18:15:00,,11.133333333333333,16.333333333333332,16.333333333333332,10.2,51.333333333333336,8.266666666666667,9.333333333333334,0.0,,
2016-09-11 18:30:00,,14.933333333333334,17.2,17.2,11.866666666666667,79.93333333333334,9.333333333333334,9.133333333333333,0.0,,
2016-09-11 18:45:00,,19.6,23.666666666666668,23.666666666666668,228.2,109.46666666666667,10.933333333333334,9.6,0.0,,
2016-09-11 19:00:00,,12.4,18.333333333333332,18.333333333333332,71.6,99.4,13.266666666666667,9.6,0.0,,
2016-09-11 19:15:00,,12.2,174.2,174.2,146.13333333333333,91.06666666666666,16.4,11.133333333333333,0.0,,
2016-09-11 19:30:00,,14.466666666666667,322.06666666666666,322.06666666666666,14.666666666666666,86.46666666666667,20.133333333333333,13.8,0.0,,
2016-09-11 19:45:00,,16.8,465.4,465.4,17.866666666666667,86.53333333333333,25.0,15.933333333333334,0.0,,
2016-09-11 20:00:00,,17.6,537.8666666666667,537.8666666666667,19.866666666666667,82.46666666666667,26.266666666666666,14.533333333333333,0.0,,
2016-09-11 20:15:00,,15.333333333333334,80.6,80.6,26.866666666666667,80.2,24.8,25.333333333333332,0.0,,
2016-09-11 20:30:00,,15.666666666666666,62.4,62.4,49.333333333333336,73.13333333333334,22.466666666666665,16.866666666666667,0.0,,
2016-09-11 20:45:00,,15.533333333333333,127.33333333333333,127.33333333333333,118.6,85.13333333333334,21.6,17.133333333333333,0.0,,
2016-09-11 21:00:00,,16.0,240.86666666666667,240.86666666666667,39.86666666666667,80.2,27.466666666666665,15.266666666666667,0.0,,
2016-09-11 21:15:00,,17.933333333333334,83.06666666666666,83.06666666666666,24.133333333333333,87.26666666666667,22.933333333333334,16.733333333333334,0.0,,
2016-09-11 21:30:00,,20.533333333333335,148.86666666666667,148.86666666666667,98.8,86.73333333333333,27.466666666666665,17.133333333333333,0.0,,
2016-09-11 21:45:00,,23.533333333333335,321.46666666666664,321.46666666666664,29.8,95.73333333333333,28.6,16.6,0.0,,
2016-09-11 22:00:00,,27.666666666666668,260.2,260.2,36.06666666666667,96.66666666666667,31.933333333333334,17.2,0.0,,
2016-09-11 22:15:00,,28.933333333333334,411.6,411.6,61.06666666666667,92.33333333333333,27.8,18.733333333333334,0.0,,
2016-09-11 22:30:00,,24.866666666666667,161.13333333333333,161.13333333333333,172.66666666666666,95.26666666666667,29.733333333333334,18.133333333333333,39.4,,
