Date/Time,1282_O_BCVW,1404_O_TROY,1502_O_BLPK,1639_O_ELIB,2071_O_NOSD,4386_O_MTLE,4431_O_WBG,4576_O_EMSW,5008_O_HWD,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6227_O_ELIB,6582_O_OAKD,6809_O_SQHS,7543_O_MILL,8183_O_MILL,8941_O_MTLE
2017-05-22 11:15:00,588.0,730.4,,,,504.9333333333332,350.46666666666664,,148.26666666666668,,,395.8,587.4,,450.86666666666673,8860.6,714.5333333333333,
2017-05-22 11:30:00,541.8,715.8666666666667,,,,628.5333333333333,541.3333333333334,,154.46666666666667,,,568.9333333333333,973.8666666666667,,745.0666666666667,8600.2,597.8666666666667,
2017-05-22 11:45:00,637.5333333333333,713.4666666666667,,,,640.8666666666667,375.4666666666666,,139.73333333333332,,,688.7333333333332,881.2666666666668,,739.2666666666668,8258.2,465.86666666666673,
2017-05-22 12:00:00,353.8,564.7333333333332,,,,428.5,303.26666666666665,,149.33333333333334,,,444.86666666666673,637.6666666666666,,816.8666666666667,9990.8,273.06666666666666,
2017-05-22 12:15:00,276.8666666666667,317.6666666666667,,,,,334.0,,188.26666666666668,,,254.53333333333333,347.66666666666674,,507.73333333333335,8541.933333333332,210.7333333333333,
2017-05-22 12:30:00,270.0,449.86666666666673,,,,,270.46666666666664,,147.2,,,230.13333333333333,318.53333333333336,,389.13333333333327,8558.466666666667,231.0,
2017-05-22 12:45:00,251.7333333333333,269.6,,,,,212.33333333333331,,137.6,,,209.9333333333333,336.73333333333335,,315.6,7944.8,220.7333333333333,
2017-05-22 13:00:00,212.0,264.93333333333334,,,,,216.33333333333331,,133.46666666666667,,,222.0,280.8,,299.6,7500.733333333334,194.13333333333333,
2017-05-22 13:15:00,207.7333333333333,216.13333333333333,,,,,237.26666666666668,,123.0,,,217.06666666666663,290.6,,255.7333333333333,6964.9333333333325,196.7333333333333,
2017-05-22 13:30:00,184.53333333333333,305.2,,,,,247.26666666666668,,241.0,,,201.26666666666668,236.4,,271.6,6744.333333333332,201.6,
2017-05-22 13:45:00,164.26666666666668,224.86666666666667,,,,,225.4,,175.73333333333332,,,198.66666666666663,251.4,,245.26666666666668,6456.666666666668,169.2,
2017-05-22 14:00:00,156.6,253.0,,,,,215.26666666666668,,216.6,,,168.46666666666667,213.9333333333333,,195.26666666666668,7063.4,197.66666666666663,
2017-05-22 14:15:00,155.4,219.7333333333333,,,,,269.26666666666665,,128.26666666666668,,,164.86666666666667,194.33333333333331,,185.33333333333331,7319.8,148.73333333333332,
2017-05-22 14:30:00,139.86666666666667,184.7333333333333,,,,,193.06666666666663,,122.0,,,149.93333333333334,206.7333333333333,,188.26666666666668,7394.666666666668,148.26666666666668,
2017-05-22 14:45:00,141.33333333333334,162.33333333333334,,,,,187.66666666666663,,117.13333333333334,,,158.46666666666667,178.93333333333337,,193.2,7656.866666666668,137.4,
2017-05-22 15:00:00,145.26666666666668,171.26666666666668,,,,,191.46666666666667,,113.2,,,163.33333333333334,164.66666666666666,,177.46666666666667,8343.933333333332,299.26666666666665,
2017-05-22 15:15:00,133.46666666666667,147.0,,,,,186.33333333333331,,114.33333333333331,,,151.06666666666666,163.2,,192.53333333333333,8597.8,171.53333333333333,
2017-05-22 15:30:00,127.6,189.46666666666667,,,,,170.4,,110.66666666666669,,,152.93333333333334,173.53333333333333,,171.33333333333334,8489.933333333332,140.93333333333334,
2017-05-22 15:45:00,136.86666666666667,165.46666666666667,,,,,162.26666666666668,,112.4,,,144.53333333333333,186.06666666666663,,154.73333333333332,8588.2,135.66666666666666,
