Date/Time,2963_O_LWCV,5938_O_SOSD,2427_O_ELIB,1955_O_PETE,7543_O_MILL,4645_O_SOSD,6227_O_ELIB,5624_O_BUFF,5571_O_BUFF,4431_O_WBG,8185_O_SWPK,8581_O_SOSD
2016-08-24 04:15:00,,72.06666666666666,,,66.6,129.4,106.33333333333333,,,,102.86666666666666,153.33333333333334
2016-08-24 04:30:00,,66.66666666666667,,,71.6,123.4,102.8,,,,102.6,133.86666666666667
2016-08-24 04:45:00,,64.86666666666666,,,69.66666666666667,107.66666666666667,104.73333333333333,,,,112.86666666666666,123.13333333333334
2016-08-24 05:00:00,,65.8,,,71.73333333333333,114.93333333333334,107.26666666666667,,,,101.66666666666667,123.73333333333333
2016-08-24 05:15:00,,73.66666666666667,,,74.86666666666666,105.33333333333333,106.73333333333333,,,,100.66666666666667,109.6
2016-08-24 05:30:00,,65.2,,,74.33333333333333,96.73333333333333,107.6,,,,105.93333333333334,104.53333333333333
2016-08-24 05:45:00,,63.0,,,72.2,95.2,111.2,,,,110.53333333333333,109.53333333333333
2016-08-24 06:00:00,,66.13333333333334,,,68.4,94.73333333333333,109.33333333333333,,,,110.6,104.6
2016-08-24 06:15:00,,69.86666666666666,,,74.8,82.26666666666667,109.4,,,,111.33333333333333,86.46666666666667
2016-08-24 06:30:00,,64.93333333333334,,,74.53333333333333,74.33333333333333,108.8,,,,142.0,82.8
2016-08-24 06:45:00,,61.266666666666666,,,74.13333333333334,79.26666666666667,111.4,,,,207.53333333333333,91.0
2016-08-24 07:00:00,,67.06666666666666,,,85.46666666666667,90.8,109.33333333333333,,,,159.06666666666666,104.6
2016-08-24 07:15:00,,74.13333333333334,,,87.13333333333334,97.13333333333334,109.06666666666666,,,,133.73333333333332,110.86666666666666
2016-08-24 07:30:00,,65.73333333333333,,,90.2,101.86666666666666,110.93333333333334,,,,161.2,114.2
2016-08-24 07:45:00,,63.733333333333334,,,96.46666666666667,100.2,105.06666666666666,,,,220.13333333333333,120.73333333333333
2016-08-24 08:00:00,,66.6,,,104.2,103.33333333333333,121.73333333333333,,,,162.46666666666667,122.46666666666667
2016-08-24 08:15:00,,320.73333333333335,,,116.33333333333333,118.6,106.2,,,,131.46666666666667,147.33333333333334
2016-08-24 08:30:00,,53.93333333333333,,,118.86666666666666,114.86666666666666,104.06666666666666,,,,103.46666666666667,123.53333333333333
2016-08-24 08:45:00,,51.0,,,118.53333333333333,127.13333333333334,100.86666666666666,,,,93.4,128.2
2016-08-24 09:00:00,,51.266666666666666,,,139.73333333333332,128.26666666666668,93.6,,,,75.46666666666667,147.73333333333332
2016-08-24 09:15:00,,57.86666666666667,,,155.06666666666666,96.86666666666666,97.46666666666667,,,,60.13333333333333,98.26666666666667
2016-08-24 09:30:00,,59.4,,,125.66666666666667,57.2,90.6,,,,54.2,64.4
2016-08-24 09:45:00,,61.06666666666667,,,107.2,45.6,67.8,,,,51.13333333333333,50.8
2016-08-24 10:00:00,,233.93333333333334,,,104.33333333333333,45.13333333333333,65.26666666666667,,,,50.53333333333333,51.266666666666666
2016-08-24 10:15:00,,57.53333333333333,,,89.46666666666667,40.2,65.26666666666667,,,,49.733333333333334,45.2
2016-08-24 10:30:00,,55.46666666666667,,,76.13333333333334,39.333333333333336,57.733333333333334,,,,49.53333333333333,49.2
2016-08-24 10:45:00,,56.06666666666667,,,69.53333333333333,33.13333333333333,50.8,,,,51.266666666666666,45.666666666666664
2016-08-24 11:00:00,,57.6,,,61.13333333333333,29.266666666666666,52.333333333333336,,,,52.86666666666667,43.4
