Date/Time,3992_O_CABK_CA,1924_O_WABH_CA,3396_O_TRAF,7808_O_SQHS,2404_O_CLRN ,6007_O_BRHT,1222_O_RGSQ,5874_O_MTLE,4611_O_SHLR ,8195_O_KSOP_KS,7603_O_DORM,7185_O_LWCV,3709_O_MEPL_ME,6704_O_PERN,6530_O_CASC,6352_O_TRTM
2020-11-05 15:00:00,,,,,,,,,53.0,,,,,57.285714285714285,126.42857142857143,
2020-11-05 15:15:00,,,,,,,,,51.333333333333336,,,,,53.53333333333333,173.46666666666667,
2020-11-05 15:30:00,,,,,,,,,50.46666666666667,,,,,61.266666666666666,161.4,
2020-11-05 15:45:00,,,,,,,,,55.0,,,,,52.93333333333333,159.86666666666667,
2020-11-05 16:00:00,,,,,,,,,55.733333333333334,,,,,54.666666666666664,205.86666666666667,
2020-11-05 16:15:00,,,,,,,,,54.2,,,,,62.6,197.93333333333334,
2020-11-05 16:30:00,,,,,,,,,53.46666666666667,,,,,65.0,164.06666666666666,
2020-11-05 16:45:00,,,,,,,,,54.06666666666667,,,,,63.733333333333334,220.4,
2020-11-05 17:00:00,,,,,,,,,56.2,,,,,63.4,198.0,
2020-11-05 17:15:00,,,,,,,,,56.06666666666667,,,,,60.0,236.6,
2020-11-05 17:30:00,,,,,,,,,58.8,,,,,60.333333333333336,324.8,
2020-11-05 17:45:00,,,,,,,,,59.2,,,,,63.13333333333333,400.3333333333333,
2020-11-05 18:00:00,,,,,,,,,64.93333333333334,,,,,64.06666666666666,383.0,
2020-11-05 18:15:00,,,,,,,,,62.333333333333336,,,,,64.73333333333333,278.46666666666664,
2020-11-05 18:30:00,,,,,,,,,64.66666666666667,,,,,66.06666666666666,283.8666666666667,
2020-11-05 18:45:00,,,,,,,,,65.0,,,,,75.86666666666666,274.93333333333334,
2020-11-05 19:00:00,,,,,,,,,63.733333333333334,,,,,82.0,275.6666666666667,
2020-11-05 19:15:00,,,,,,,,,65.13333333333334,,,,,80.26666666666667,302.53333333333336,
2020-11-05 19:30:00,,,,,,,,,65.4,,,,,95.66666666666667,319.8666666666667,
2020-11-05 19:45:00,,,,,,,,,72.73333333333333,163.0,,,,99.0,315.8,
2020-11-05 20:00:00,,,,,,,,,69.8,113.26666666666667,,,,97.33333333333333,307.6666666666667,
2020-11-05 20:15:00,,,,,,,,,71.26666666666667,111.93333333333334,,,,105.0,290.3333333333333,
2020-11-05 20:30:00,,,,,,,,,74.86666666666666,115.26666666666667,,,,104.26666666666667,287.6,
2020-11-05 20:45:00,,,,,,,,,73.66666666666667,116.8,,,,99.8,281.8,
2020-11-05 21:00:00,,,,,,,,,71.33333333333333,122.4,,,,103.06666666666666,277.06666666666666,
2020-11-05 21:15:00,,,,,,,,,69.6,126.66666666666667,,,,102.26666666666667,361.46666666666664,
2020-11-05 21:30:00,,,,,,,,,69.06666666666666,125.66666666666667,,,,89.86666666666666,519.6666666666666,
2020-11-05 21:45:00,,,,,,,,,69.8,126.4,,,,85.66666666666667,450.0,
2020-11-05 22:00:00,,,,,,,,,81.26666666666667,126.0,,,,78.46666666666667,429.06666666666666,
2020-11-05 22:15:00,,,,,,,,,81.86666666666666,114.66666666666667,,,,82.4,406.26666666666665,
2020-11-05 22:30:00,,,,,,,,,76.53333333333333,106.26666666666667,,,,77.06666666666666,381.1333333333333,
2020-11-05 22:45:00,,,,,,,,,79.6,97.93333333333334,,,,78.06666666666666,374.4,
2020-11-05 23:00:00,,,,,,,,,80.06666666666666,99.6,,,,74.26666666666667,438.6666666666667,
2020-11-05 23:15:00,,,,,,,,,72.0,96.26666666666667,,,,66.66666666666667,415.3333333333333,
2020-11-05 23:30:00,,,,,,,,,68.86666666666666,93.33333333333333,,,,66.6,393.8,
2020-11-05 23:45:00,,,,,,,,,61.8,98.8,,,,76.8,402.3333333333333,
2020-11-06 00:00:00,,,,,,,,,58.2,99.66666666666667,,,,83.93333333333334,524.5333333333333,
2020-11-06 00:15:00,,,,,,,,,62.86666666666667,107.73333333333333,,,,84.8,406.3333333333333,
2020-11-06 00:30:00,,,,,,,,,63.46666666666667,110.73333333333333,,,,85.8,338.3333333333333,
2020-11-06 00:45:00,,,,,,,,,65.33333333333333,108.86666666666666,,,,88.33333333333333,332.73333333333335,
2020-11-06 01:00:00,,,,,,,,,67.2,116.6,,,,92.2,486.8,
2020-11-06 01:15:00,,,,,,,,,67.93333333333334,114.53333333333333,,,,94.26666666666667,721.2,
2020-11-06 01:30:00,,,,,,,,,75.73333333333333,111.33333333333333,,,,106.2,669.7333333333333,
2020-11-06 01:45:00,,,,,,,,,73.13333333333334,107.53333333333333,,,,106.46666666666667,547.8666666666667,
2020-11-06 02:00:00,,,,,,,,,77.93333333333334,101.2,,,,104.66666666666667,184.13333333333333,
2020-11-06 02:15:00,,,,,,,,,79.53333333333333,100.46666666666667,,,,107.93333333333334,135.8,
2020-11-06 02:30:00,,,,,,,,,87.66666666666667,94.46666666666667,,,,106.6,156.26666666666668,
2020-11-06 02:45:00,,,,,,,,,84.86666666666666,99.73333333333333,,,,106.6,207.93333333333334,
2020-11-06 03:00:00,,,,,,,,,88.86666666666666,100.73333333333333,,,,98.53333333333333,178.0,
2020-11-06 03:15:00,,,,,,,,,93.73333333333333,103.06666666666666,,,,98.8,207.4,
2020-11-06 03:30:00,,,,,,,,,97.66666666666667,95.8,,,,93.26666666666667,341.3333333333333,
2020-11-06 03:45:00,,,,,,,,,104.0,96.86666666666666,,,,84.26666666666667,708.3333333333334,
