Date/Time,2693_O_BRKN,4431_O_WBG,2508_O_DOWN,6132_O_PTBR,3532_O_MONG,8508_O_OHCU_OH,2039_O_MNSP_MN,6416_O_CLRN,4661_O_ALPK,6389_O_MTLE,5175_O_MTLE,4041_O_BRHT,7210_O_MTLE,7295_O_WIJK_WI,8309_O_MEPL_ME,6771_O_MUNH,2020_O_XXXX
2021-04-10 15:00:00,95.5,,11.714285714285714,,89.78571428571429,,7.714285714285714,66.0,,100.57142857142857,,154.14285714285714,83.42857142857143,5.142857142857143,,131.92857142857142,82.21428571428571
2021-04-10 15:15:00,95.86666666666666,,8.466666666666667,,74.46666666666667,,9.333333333333334,58.333333333333336,,77.6,,103.53333333333333,77.93333333333334,7.466666666666667,,126.26666666666667,71.93333333333334
2021-04-10 15:30:00,105.33333333333333,,9.466666666666667,,77.66666666666667,,9.866666666666667,60.733333333333334,,91.66666666666667,,130.13333333333333,75.46666666666667,7.866666666666666,,126.86666666666666,72.13333333333334
2021-04-10 15:45:00,85.66666666666667,,11.066666666666666,,78.33333333333333,,7.933333333333334,68.46666666666667,,147.5,,116.13333333333334,74.46666666666667,7.4,,172.6,65.2
2021-04-10 16:00:00,71.46666666666667,,3.0,,75.6,,5.866666666666666,62.46666666666667,,,,182.93333333333334,69.73333333333333,8.666666666666666,,153.2,65.26666666666667
2021-04-10 16:15:00,76.46666666666667,,1.2,,72.6,,5.066666666666666,62.266666666666666,,,61.46666666666667,82.93333333333334,68.93333333333334,7.333333333333333,,221.93333333333334,65.6
2021-04-10 16:30:00,68.13333333333334,,0.6,,81.73333333333333,,5.2,57.53333333333333,,,58.8,99.53333333333333,68.13333333333334,7.933333333333334,,150.06666666666666,65.33333333333333
2021-04-10 16:45:00,64.73333333333333,,3.2,,69.26666666666667,,7.333333333333333,48.4,,,56.93333333333333,80.86666666666666,67.53333333333333,7.333333333333333,,145.26666666666668,59.53333333333333
2021-04-10 17:00:00,71.26666666666667,,2.466666666666667,,67.06666666666666,,5.933333333333334,46.6,,,53.8,90.13333333333334,67.6,8.4,,134.4,55.733333333333334
2021-04-10 17:15:00,68.33333333333333,,4.533333333333333,,70.46666666666667,,5.2,44.666666666666664,,,50.733333333333334,92.33333333333333,65.66666666666667,16.066666666666666,,208.4,55.6
