Date/Time,2348_O_HILL,7324_O_NSHR,8485_O_FRSP,2759_O_BRHT,6959_O_ELIB,8609_O_DOWN,6582_O_OAKD,2533_O_ALTN,5575_O_ETNA
2018-08-19 09:00:00,57.6,54.8,,94.33333333333333,52.06666666666667,,,87.93333333333334,
2018-08-19 09:15:00,54.333333333333336,53.93333333333333,,91.2,49.06666666666667,,,94.8,
2018-08-19 09:30:00,52.13333333333333,45.733333333333334,,79.4,45.06666666666667,,,69.6,
2018-08-19 09:45:00,47.733333333333334,47.4,,68.86666666666666,46.4,,,69.26666666666667,
2018-08-19 10:00:00,44.2,45.46666666666667,,62.8,42.2,,,66.53333333333333,
2018-08-19 10:15:00,42.6,45.13333333333333,,57.86666666666667,46.93333333333333,,,61.8,
2018-08-19 10:30:00,39.0,40.86666666666667,,52.2,37.53333333333333,,,58.2,
2018-08-19 10:45:00,37.2,37.4,60.22222222222222,52.13333333333333,37.266666666666666,,,55.266666666666666,
2018-08-19 11:00:00,33.733333333333334,37.733333333333334,48.8,46.6,33.06666666666667,,,53.8,
2018-08-19 11:15:00,29.933333333333334,35.8,46.13333333333333,43.8,29.133333333333333,,,51.6,
2018-08-19 11:30:00,26.733333333333334,32.06666666666667,39.0,44.46666666666667,26.2,,,54.4,
2018-08-19 11:45:00,24.866666666666667,28.4,42.46666666666667,38.6,28.533333333333335,,,45.86666666666667,
2018-08-19 12:00:00,24.333333333333332,27.733333333333334,32.0,29.666666666666668,22.466666666666665,,,41.46666666666667,
2018-08-19 12:15:00,21.4,26.0,27.8,33.86666666666667,19.333333333333332,,,39.13333333333333,
2018-08-19 12:30:00,24.866666666666667,25.333333333333332,33.8,30.4,21.066666666666666,,,37.333333333333336,
2018-08-19 12:45:00,29.2,27.733333333333334,33.13333333333333,35.266666666666666,18.666666666666668,,,34.333333333333336,
2018-08-19 13:00:00,28.266666666666666,24.466666666666665,30.666666666666668,29.933333333333334,25.4,,,33.333333333333336,
2018-08-19 13:15:00,21.4,24.933333333333334,26.866666666666667,29.6,30.066666666666666,,,30.133333333333333,
2018-08-19 13:30:00,24.666666666666668,25.533333333333335,31.333333333333332,30.133333333333333,26.2,,,30.666666666666668,
2018-08-19 13:45:00,19.933333333333334,23.333333333333332,29.666666666666668,31.266666666666666,21.733333333333334,,,29.2,
2018-08-19 14:00:00,18.733333333333334,23.533333333333335,28.8,33.266666666666666,17.933333333333334,,,30.066666666666666,
2018-08-19 14:15:00,18.333333333333332,23.733333333333334,30.666666666666668,32.266666666666666,40.733333333333334,,,27.733333333333334,
2018-08-19 14:30:00,18.0,23.4,29.666666666666668,30.066666666666666,23.933333333333334,,,28.533333333333335,
2018-08-19 14:45:00,17.333333333333332,21.8,30.6,27.466666666666665,20.2,,,27.733333333333334,
2018-08-19 15:00:00,17.8,22.133333333333333,27.733333333333334,31.333333333333332,16.933333333333334,,,32.266666666666666,
2018-08-19 15:15:00,17.866666666666667,21.533333333333335,25.6,34.6,14.666666666666666,,,30.933333333333334,
2018-08-19 15:30:00,16.0,20.933333333333334,24.6,29.133333333333333,13.066666666666666,,,33.4,
2018-08-19 15:45:00,16.533333333333335,21.533333333333335,25.533333333333335,27.4,20.4,,,27.066666666666666,
2018-08-19 16:00:00,16.933333333333334,21.266666666666666,24.6,27.666666666666668,14.133333333333333,,,40.666666666666664,
2018-08-19 16:15:00,19.2,22.0,24.6,30.533333333333335,13.866666666666667,,,33.46666666666667,
2018-08-19 16:30:00,19.733333333333334,21.0,27.733333333333334,28.733333333333334,14.0,,,37.93333333333333,
2018-08-19 16:45:00,19.333333333333332,21.866666666666667,27.733333333333334,28.466666666666665,14.666666666666666,,,47.666666666666664,
2018-08-19 17:00:00,21.066666666666666,21.333333333333332,26.466666666666665,30.266666666666666,15.2,,,57.733333333333334,
2018-08-19 17:15:00,20.666666666666668,21.733333333333334,27.6,31.333333333333332,15.8,,,82.2,
2018-08-19 17:30:00,22.333333333333332,26.066666666666666,27.133333333333333,28.666666666666668,15.733333333333333,,,42.733333333333334,
2018-08-19 17:45:00,20.666666666666668,25.8,27.8,31.666666666666668,16.6,,,32.6,
2018-08-19 18:00:00,19.333333333333332,23.733333333333334,28.6,34.733333333333334,14.4,,,33.13333333333333,
2018-08-19 18:15:00,19.4,23.533333333333335,27.933333333333334,38.8,15.933333333333334,,,40.4,
2018-08-19 18:30:00,18.466666666666665,23.533333333333335,28.8,38.666666666666664,16.866666666666667,,,37.8,
2018-08-19 18:45:00,22.866666666666667,24.666666666666668,39.2,43.333333333333336,16.6,,,34.266666666666666,
2018-08-19 19:00:00,25.533333333333335,26.466666666666665,31.133333333333333,39.46666666666667,18.8,,,47.0,
