Date/Time,1441_O_CARN,1502_O_BLPK,1712_O_SQHS,2071_O_NOSD,3037_O_BLPK,4431_O_WBG,4530_O_CNTP,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6582_O_OAKD,7075_O_BLOO,8941_O_MTLE
2018-02-25 16:30:00,188.33333333333331,,,296.2,,,186.06666666666663,188.6,188.6,164.8,,,301.6666666666667
2018-02-25 16:45:00,201.7333333333333,,,255.4,,,183.0,191.4,191.4,186.9333333333333,,,261.46666666666664
2018-02-25 17:00:00,204.0,,,266.73333333333335,,,190.66666666666663,215.06666666666663,215.06666666666663,209.6,,,258.6
2018-02-25 17:15:00,225.6,,,283.53333333333336,,,181.66666666666663,223.4,223.4,208.6,,,265.26666666666665
2018-02-25 17:30:00,231.86666666666667,,,334.2,,,195.46666666666667,259.2,259.2,200.13333333333333,,,280.2
2018-02-25 17:45:00,239.06666666666663,,,385.0,,,200.46666666666667,241.26666666666668,241.26666666666668,202.4,,,275.0
2018-02-25 18:00:00,233.66666666666663,,,319.93333333333334,,,205.53333333333333,304.2,304.2,211.86666666666667,,,370.73333333333335
2018-02-25 18:15:00,262.2,,,332.26666666666665,,,202.86666666666667,490.33333333333326,490.33333333333326,224.33333333333331,,,414.86666666666673
2018-02-25 18:30:00,269.4,,,370.33333333333326,,,212.63636363636363,780.0,780.0,232.13333333333333,,,350.26666666666665
2018-02-25 18:45:00,248.66666666666663,,,542.4,,,,1082.2666666666667,1082.2666666666667,306.8,,,353.2
2018-02-25 19:00:00,249.2,,,395.4,,,,1222.1333333333334,1222.1333333333334,296.8666666666667,,,445.13333333333327
2018-02-25 19:15:00,253.7333333333333,,,360.06666666666666,,,,600.3333333333334,600.3333333333334,254.7333333333333,,,428.9333333333333
2018-02-25 19:30:00,266.6666666666667,,,395.06666666666666,,,,308.93333333333334,308.93333333333334,303.1333333333333,,,490.86666666666673
2018-02-25 19:45:00,297.3333333333333,,,416.33333333333326,,,,331.73333333333335,331.73333333333335,279.53333333333336,,,475.4666666666666
2018-02-25 20:00:00,328.73333333333335,,,455.06666666666666,,,,363.8,363.8,310.2,,,520.7333333333332
