Date/Time,5907_O_EDWD,4634_O_NOSD,1272_O_SQHL,7984_O_PLHL,5093_O_MCCA,2467_O_BAVN,1124_O_PLUM,4924_O_WOAK,2748_O_ALPK,5166_O_AMBR,7896_O_PTBZ,4431_O_WBG,7872_O_SPHL
2026-02-14 15:15:00,,,,,75,48.2,,,,,54.13333333,,
2026-02-14 15:30:00,65,47.42857143,,,75.86666667,47.66666667,,,,,56.13333333,,
2026-02-14 15:45:00,62.73333333,37.4,,,72.73333333,45,,,,,54.66666667,,
2026-02-14 16:00:00,61.6,38.06666667,,,74.26666667,50,,,,,56.66666667,,
2026-02-14 16:15:00,67.06666667,41.6,,,83,48,,,,,57.26666667,,
2026-02-14 16:30:00,65.93333333,41.4,,,84.86666667,46.06666667,,,,,52.66666667,,
2026-02-14 16:45:00,107.7333333,47.46666667,,,91.93333333,52,74,,,,56.8,,
2026-02-14 17:00:00,83.66666667,49.53333333,,,90,48.86666667,93.66666667,,,,59.4,,
2026-02-14 17:15:00,81.93333333,52.93333333,,,90.53333333,54.46666667,94.86666667,,,,61.13333333,,
2026-02-14 17:30:00,81.6,72.53333333,,,103.6,58.53333333,104.2666667,,,,68.06666667,,
2026-02-14 17:45:00,80,161.6666667,,,107.8,66.46666667,111.0666667,,,,69.86666667,,
2026-02-14 18:00:00,86.73333333,124.8,,,111.4666667,62.53333333,125.8,,,,74.93333333,,
2026-02-14 18:15:00,123.6666667,115.8666667,,,119.6666667,67.86666667,140.8666667,,,,81.13333333,,
2026-02-14 18:30:00,217.5333333,93.26666667,,55.61538462,125,84.8,138.6666667,,,,80.86666667,,
2026-02-14 18:45:00,222.2666667,95.26666667,,57.26666667,157.4,83.86666667,138.8666667,,,,87.93333333,,
2026-02-14 19:00:00,226.4,137.3333333,,78.33333333,180.9333333,86.8,133.8666667,,,,82.86666667,,
2026-02-14 19:15:00,256.4666667,130.9333333,,82.86666667,194.2666667,77.73333333,123.8666667,,,,70,,
2026-02-14 19:30:00,254.3333333,125,,77.46666667,208.5333333,75.13333333,111.8,,,,62.4,,
2026-02-14 19:45:00,258.2666667,125.4666667,,93.06666667,217,72.53333333,114,,,,62.06666667,,
2026-02-14 20:00:00,291,116.9333333,,107.2,231.9333333,73.93333333,119.4666667,,,,62.26666667,,
2026-02-14 20:15:00,279.4,121.6666667,,104.1333333,228.8666667,97.33333333,138.2666667,,,,76.4,,
2026-02-14 20:30:00,291.2666667,144.7333333,,99.2,223.8,104.2666667,128.6,,,,113.6666667,,
2026-02-14 20:45:00,337.6666667,126.6666667,,88.4,253.2,105.0666667,118.1333333,,,,132.9333333,,
2026-02-14 21:00:00,348.6666667,110.6,,87.26666667,260.6,104.4666667,141,,,,181.1333333,,
2026-02-14 21:15:00,321.0666667,123.5333333,,93.33333333,300.7333333,101.6666667,138.8,,,,175.6666667,,
2026-02-14 21:30:00,331.0666667,119.7333333,,83.73333333,340.2666667,107.8666667,133.8,,,,145.7333333,,
2026-02-14 21:45:00,354.4666667,164.8,,104.4666667,297.2,115.6,130.2666667,,,,181.5333333,,
2026-02-14 22:00:00,337.2,181.1333333,,88.73333333,286.6666667,103.9333333,144.5333333,,,,199.6666667,,
2026-02-14 22:15:00,353.1333333,203.7333333,,85.46666667,288.8666667,117.2666667,149.8666667,,,,222.8,,
2026-02-14 22:30:00,336.9333333,204.5333333,,86.13333333,283.0666667,114.2666667,142.9333333,,,,278.6,,
2026-02-14 22:45:00,343.0666667,186.9333333,,80.46666667,286.2,123.1333333,149.6,,,,339,,
2026-02-14 23:00:00,369.4666667,231.1333333,,79.2,271.6666667,118.9333333,151.2,,,,283.9333333,,
2026-02-14 23:15:00,344.2,215.1333333,,74.73333333,276.7333333,108.4,161.6666667,,,,297.8,,
2026-02-14 23:30:00,320.8,216.7333333,,75.53333333,262.4666667,121.6,157.1333333,,,,300.7333333,,
2026-02-14 23:45:00,318.3333333,206.9333333,,77.13333333,291.9333333,113.3333333,164.5333333,,,,330.7333333,,
2026-02-15 0:00:00,312.6666667,213.2,,81.53333333,287.4666667,117.8666667,166.4,,,,335,,
2026-02-15 0:15:00,307,198,,87.13333333,268.3333333,115.4666667,158.0666667,,,,253.7333333,,
2026-02-15 0:30:00,318.9333333,189.0666667,,79.93333333,261.5333333,122.9333333,134.2666667,,,,196.6666667,,
2026-02-15 0:45:00,322.4666667,197,,79.66666667,260.1333333,120.6,105.4,,,,215.4,,
2026-02-15 1:00:00,306.4666667,177.0666667,,87.4,235.3333333,114.2,92,,,,200.8,,
2026-02-15 1:15:00,308.0666667,173.4,,87.26666667,238.3333333,121.7333333,89.6,,,,233.0666667,,
2026-02-15 1:30:00,316.5333333,163.0666667,,84.06666667,232.5333333,111.8666667,84.33333333,,,,200.2666667,,
2026-02-15 1:45:00,299.2,167.4666667,,84.4,237.1333333,118.2,78.66666667,,,,208.2,,
2026-02-15 2:00:00,276.6,164.0666667,,84.2,234.7333333,122.8,78.53333333,,,,225.9333333,,
2026-02-15 2:15:00,302.6,185.4666667,,83.33333333,223.0666667,132.7333333,68.86666667,,,,269.9333333,,
2026-02-15 2:30:00,292.1333333,176.5333333,,80.06666667,211,136.8,68.6,,,,268.2,,
2026-02-15 2:45:00,325.3333333,175.1333333,,76.8,207.3333333,141.3333333,64,,,,202.2666667,,
2026-02-15 3:00:00,321.9333333,167.3333333,,72.33333333,216.6666667,143.5333333,64.13333333,,,,230.8,,
2026-02-15 3:15:00,295.3333333,166.0666667,,81.93333333,202.9333333,153.5333333,64.6,,,,246.2,,
2026-02-15 3:30:00,286.2,158.7333333,,78.4,205.7333333,161.9333333,59.8,,,,254.5333333,,
2026-02-15 3:45:00,293.2666667,152.2666667,,71.8,197.3333333,167.6,60.66666667,,,,254.1333333,,
2026-02-15 4:00:00,309.7333333,151.6,,73,208.1333333,175.6,60.6,,,,260.8,,
2026-02-15 4:15:00,305.0666667,145.3333333,,73.06666667,204.7333333,183.0666667,57.66666667,,,,243.2666667,,
2026-02-15 4:30:00,309.4666667,138.0666667,,74.8,198.6,184.8666667,59.8,,,,240.8666667,,
2026-02-15 4:45:00,283.3333333,129.9333333,,79.53333333,208.4666667,184.4,58.8,,,,245.0666667,,
2026-02-15 5:00:00,278.5333333,132.4666667,,75.13333333,207.4666667,186.0666667,61,,,,245.3333333,,
2026-02-15 5:15:00,286,133.8666667,,74.06666667,209.5333333,186.6666667,60.2,,,,232.6,,
2026-02-15 5:30:00,310.0666667,129,,71.26666667,202.4,186.8666667,58.2,,,,200.6666667,,
