Date/Time,1342_O_CLRN,7218_O_ETNA,8029_O_ETNA,2384_O_MILL,5571_O_BUFF,5624_O_BUFF,4880_O_DOWN,5651_O_SHRP,4365_O_ETNA,2071_O_NOSD,4431_O_WBG,6959_O_BRHT,5106_O_ETNA,8119_O_SHRP,4135_O_SHRP,1754_O_SHRP,8457_O_NSEW,8749_O_CNTP
2019-07-27 15:00:00,,,,31.0,655.9333333333333,655.9333333333333,440.0,516.5333333333333,,,,754.9333333333333,,355.93333333333334,355.93333333333334,,,
2019-07-27 15:15:00,,,,,637.4,637.4,442.53333333333336,473.06666666666666,,,,738.5333333333333,,274.93333333333334,274.93333333333334,,,
2019-07-27 15:30:00,,,,69.75,718.3333333333334,718.3333333333334,446.4,440.53333333333336,,,,751.2666666666667,,214.66666666666666,214.66666666666666,,,
2019-07-27 15:45:00,,,,,650.6,650.6,437.2,424.8666666666667,,,,763.6,,210.33333333333334,210.33333333333334,,,
2019-07-27 16:00:00,,,,52.25,651.9333333333333,651.9333333333333,452.06666666666666,412.73333333333335,,,,726.8,,207.66666666666666,207.66666666666666,,,
2019-07-27 16:15:00,,,,,661.4666666666667,661.4666666666667,448.46666666666664,450.6,,,,732.1333333333333,,243.66666666666666,243.66666666666666,,,
2019-07-27 16:30:00,,,,,693.0666666666667,693.0666666666667,431.8666666666667,422.3333333333333,,,,721.8666666666667,,208.13333333333333,208.13333333333333,,,
2019-07-27 16:45:00,,,,13.777777777777779,637.1333333333333,637.1333333333333,435.6,437.2,,,,709.1333333333333,,210.4,210.4,,,
2019-07-27 17:00:00,,,,,784.4,784.4,457.73333333333335,415.93333333333334,,,,729.0666666666667,,265.6666666666667,265.6666666666667,,,
2019-07-27 17:15:00,,,,,655.9333333333333,655.9333333333333,450.2,440.8,,,,730.9333333333333,,244.46666666666667,244.46666666666667,,,
2019-07-27 17:30:00,,,,243.0,674.4,674.4,440.2,408.2,,,,712.3333333333334,,280.2,280.2,,,
2019-07-27 17:45:00,,,,0.0,628.8,628.8,425.2,410.0,,,,732.0666666666667,,307.93333333333334,307.93333333333334,,,
2019-07-27 18:00:00,,,,2.0,666.0,666.0,340.8,424.53333333333336,,,,705.2666666666667,,354.3333333333333,354.3333333333333,,,
2019-07-27 18:15:00,,,,,821.2666666666667,821.2666666666667,300.8666666666667,433.1333333333333,,,,696.2,,373.06666666666666,373.06666666666666,,,
2019-07-27 18:30:00,,,,76.5,690.6666666666666,690.6666666666666,318.93333333333334,423.53333333333336,,,,667.5333333333333,,402.46666666666664,402.46666666666664,,,
2019-07-27 18:45:00,,,,,705.1333333333333,705.1333333333333,400.8666666666667,418.8,,,,646.3333333333334,,390.8666666666667,390.8666666666667,,,
2019-07-27 19:00:00,,,,2.0,737.5333333333333,737.5333333333333,462.6666666666667,434.46666666666664,,,,666.2666666666667,,376.0,376.0,,,
2019-07-27 19:15:00,,,,,762.6,762.6,442.4,424.26666666666665,,,,684.6666666666666,,404.1333333333333,404.1333333333333,,,
2019-07-27 19:30:00,,,,,778.9333333333333,778.9333333333333,472.06666666666666,466.53333333333336,,,,688.9333333333333,,409.26666666666665,409.26666666666665,,,
2019-07-27 19:45:00,,,,37.75,818.6,818.6,474.0,548.4666666666667,,,,724.6666666666666,,415.1333333333333,415.1333333333333,,,
2019-07-27 20:00:00,,,,0.0,943.2666666666667,943.2666666666667,528.5333333333333,598.4666666666667,,,,750.5333333333333,,445.3333333333333,445.3333333333333,,,
2019-07-27 20:15:00,,,,,912.2,912.2,544.8,583.0,,,,812.4,,509.3333333333333,509.3333333333333,,,
2019-07-27 20:30:00,,,,322.0,998.0,998.0,546.8,581.4,,,,824.2,,584.4666666666667,584.4666666666667,,,
