Date/Time,6312_O_SQHS,5444_O_HMSD,3127_O_PTBZ,3914_O_SOSD,6018_O_PTBZ,6017_O_BRHT,2676_O_ESLG,3555_O_SCLL,4431_O_WBG,5571_O_BUFF,6582_O_OAKD,1502_O_BLPK,8941_O_MTLE,5179_O_SHRP,2071_O_NOSD,8356_O_OHRA,4530_O_CNTP,4387_O_EDWD,5878_O_BLOO,5679_O_BLOO,5624_O_BUFF
2017-12-10 17:45:00,20.2,49.86666666666667,22.6,26.466666666666665,,23.0,,15.533333333333333,,22.333333333333332,25.333333333333332,,35.86666666666667,,34.733333333333334,25.8,,31.8,,26.0,
2017-12-10 18:00:00,121.06666666666666,29.533333333333335,22.866666666666667,25.533333333333335,,23.066666666666666,,15.2,,20.4,24.266666666666666,,34.333333333333336,,35.06666666666667,26.733333333333334,,31.666666666666668,,26.133333333333333,
2017-12-10 18:15:00,26.066666666666666,61.8,23.066666666666666,27.2,,20.6,,15.066666666666666,17.307692307692307,24.6,24.8,,41.06666666666667,,33.13333333333333,25.333333333333332,,34.06666666666667,,27.2,
2017-12-10 18:30:00,19.933333333333334,52.266666666666666,23.4,27.0,,22.333333333333332,,15.0,17.4,22.333333333333332,24.133333333333333,,51.4,,30.333333333333332,29.733333333333334,,32.0,,29.2,
2017-12-10 18:45:00,24.733333333333334,43.06666666666667,24.866666666666667,31.4,,23.666666666666668,,15.6,17.0,22.4,23.266666666666666,,37.666666666666664,,28.933333333333334,33.733333333333334,,31.133333333333333,,27.733333333333334,
2017-12-10 19:00:00,27.933333333333334,26.533333333333335,23.0,29.866666666666667,,21.933333333333334,,16.0,18.266666666666666,24.2,23.6,,44.2,,28.666666666666668,27.8,,33.266666666666666,,29.266666666666666,
2017-12-10 19:15:00,71.53333333333333,31.533333333333335,24.866666666666667,33.4,,21.733333333333334,,16.066666666666666,18.866666666666667,23.066666666666666,22.333333333333332,,42.266666666666666,,29.466666666666665,28.0,,35.733333333333334,,28.533333333333335,
2017-12-10 19:30:00,26.133333333333333,28.133333333333333,25.666666666666668,33.93333333333333,,22.733333333333334,,15.0,18.4,23.733333333333334,21.6,,34.13333333333333,,27.066666666666666,29.533333333333335,,33.4,,32.46666666666667,
2017-12-10 19:45:00,25.6,26.466666666666665,26.066666666666666,30.066666666666666,,24.8,,18.266666666666666,19.8,22.4,21.533333333333335,,32.333333333333336,,26.733333333333334,29.666666666666668,,36.4,,25.4,
2017-12-10 20:00:00,25.4,28.2,26.0,32.333333333333336,,29.6,,18.733333333333334,20.466666666666665,32.2,26.6,,30.466666666666665,,26.666666666666668,28.533333333333335,,34.733333333333334,,25.066666666666666,
2017-12-10 20:15:00,22.333333333333332,25.266666666666666,24.533333333333335,29.333333333333332,,26.0,,17.133333333333333,18.733333333333334,24.733333333333334,25.466666666666665,,42.0,,28.333333333333332,27.333333333333332,,35.46666666666667,,29.866666666666667,
2017-12-10 20:30:00,22.0,27.666666666666668,25.333333333333332,27.066666666666666,,22.466666666666665,,17.533333333333335,19.466666666666665,27.0,25.266666666666666,,38.53333333333333,,31.666666666666668,25.666666666666668,,33.733333333333334,,26.8,
2017-12-10 20:45:00,21.6,34.4,27.466666666666665,31.8,,25.6,,14.866666666666667,17.866666666666667,25.2,24.333333333333332,,35.733333333333334,,29.4,23.933333333333334,,35.266666666666666,,26.2,
2017-12-10 21:00:00,21.8,44.6,28.6,28.8,,23.8,,16.933333333333334,18.2,24.2,24.4,,35.86666666666667,,29.333333333333332,26.466666666666665,,33.13333333333333,,28.0,
2017-12-10 21:15:00,22.6,34.13333333333333,27.066666666666666,30.066666666666666,,26.466666666666665,,16.4,18.066666666666666,26.0,24.666666666666668,,39.0,,31.933333333333334,27.466666666666665,,33.2,,29.533333333333335,
2017-12-10 21:30:00,23.2,44.53333333333333,24.133333333333333,29.933333333333334,,26.0,,17.533333333333335,18.533333333333335,26.333333333333332,26.266666666666666,,34.2,,31.133333333333333,23.6,,35.53333333333333,,29.333333333333332,
2017-12-10 21:45:00,21.6,29.4,25.4,27.866666666666667,,27.066666666666666,,16.333333333333332,16.733333333333334,28.0,27.0,,35.93333333333333,,33.2,28.266666666666666,,34.666666666666664,,29.866666666666667,
2017-12-10 22:00:00,23.266666666666666,27.666666666666668,24.133333333333333,27.266666666666666,,27.533333333333335,,14.933333333333334,16.933333333333334,29.866666666666667,25.2,,31.4,,35.266666666666666,25.066666666666666,,31.133333333333333,,28.4,
2017-12-10 22:15:00,21.4,26.6,25.666666666666668,27.2,,27.2,,15.066666666666666,18.6,29.2,27.4,,46.333333333333336,,33.666666666666664,24.2,,33.666666666666664,,25.733333333333334,
2017-12-10 22:30:00,22.6,24.933333333333334,25.4,26.933333333333334,,27.466666666666665,,14.733333333333333,20.933333333333334,27.8,29.266666666666666,,46.733333333333334,,34.0,24.133333333333333,,33.333333333333336,,23.266666666666666,
2017-12-10 22:45:00,22.2,27.0,26.066666666666666,26.6,,30.266666666666666,,15.866666666666667,23.2,26.466666666666665,28.0,,33.4,,33.4,24.733333333333334,,35.0,,25.133333333333333,
2017-12-10 23:00:00,23.6,29.066666666666666,26.533333333333335,27.333333333333332,,28.133333333333333,,17.066666666666666,21.866666666666667,27.866666666666667,29.2,,26.266666666666666,,33.8,25.2,,33.733333333333334,,25.266666666666666,
2017-12-10 23:15:00,25.933333333333334,27.4,28.133333333333333,30.466666666666665,,27.533333333333335,,19.2,22.133333333333333,28.333333333333332,28.666666666666668,,27.4,,35.06666666666667,26.133333333333333,,35.333333333333336,,24.4,
2017-12-10 23:30:00,24.533333333333335,28.133333333333333,30.133333333333333,28.733333333333334,,29.933333333333334,,17.6,20.533333333333335,29.2,29.333333333333332,,26.8,,36.13333333333333,26.466666666666665,,34.53333333333333,,26.266666666666666,
2017-12-10 23:45:00,26.0,29.933333333333334,32.53333333333333,33.86666666666667,,30.2,,19.733333333333334,22.066666666666666,28.466666666666665,32.266666666666666,,27.866666666666667,,37.4,25.666666666666668,,35.46666666666667,,26.2,
2017-12-11 00:00:00,26.666666666666668,26.933333333333334,33.333333333333336,31.066666666666666,,30.466666666666665,,19.0,24.2,29.0,32.13333333333333,,30.0,,41.2,27.866666666666667,,35.93333333333333,,27.533333333333335,
2017-12-11 00:15:00,27.8,30.533333333333335,32.666666666666664,33.6,,30.733333333333334,,18.666666666666668,24.266666666666666,29.266666666666666,31.4,,29.866666666666667,,39.53333333333333,28.466666666666665,,37.666666666666664,,28.466666666666665,
2017-12-11 00:30:00,27.533333333333335,29.333333333333332,34.13333333333333,32.266666666666666,,31.333333333333332,,18.733333333333334,26.0,32.46666666666667,31.933333333333334,,30.0,,43.13333333333333,30.6,,38.333333333333336,,29.933333333333334,
2017-12-11 00:45:00,29.0,30.466666666666665,36.4,37.266666666666666,,31.866666666666667,,17.933333333333334,26.066666666666666,31.2,34.2,,31.6,,39.6,28.0,,40.4,,30.466666666666665,
2017-12-11 01:00:00,28.866666666666667,30.0,35.2,34.93333333333333,,31.0,,20.933333333333334,26.066666666666666,32.666666666666664,33.266666666666666,,33.13333333333333,,41.93333333333333,30.866666666666667,,40.333333333333336,,32.53333333333333,
2017-12-11 01:15:00,31.133333333333333,30.133333333333333,35.666666666666664,38.13333333333333,,34.733333333333334,,20.266666666666666,27.0,33.266666666666666,35.86666666666667,,36.0,,42.8,31.533333333333335,,41.06666666666667,,34.266666666666666,
2017-12-11 01:30:00,27.666666666666668,30.666666666666668,35.333333333333336,35.4,,35.53333333333333,,22.0,29.0,35.06666666666667,37.333333333333336,,34.8,,42.333333333333336,32.53333333333333,,43.93333333333333,,32.333333333333336,
2017-12-11 01:45:00,29.533333333333335,39.8,37.86666666666667,35.46666666666667,,33.53333333333333,,23.733333333333334,28.533333333333335,37.333333333333336,39.666666666666664,,37.06666666666667,,43.666666666666664,32.4,,43.06666666666667,,33.333333333333336,
2017-12-11 02:00:00,30.733333333333334,33.266666666666666,36.86666666666667,38.333333333333336,,33.333333333333336,,22.8,27.8,38.13333333333333,40.8,,39.333333333333336,,47.0,33.46666666666667,,43.6,,35.4,
2017-12-11 02:15:00,30.666666666666668,33.6,38.8,39.333333333333336,,33.666666666666664,,24.933333333333334,29.0,38.733333333333334,43.93333333333333,,40.46666666666667,,49.93333333333333,34.4,,46.333333333333336,,34.86666666666667,
2017-12-11 02:30:00,32.4,33.266666666666666,39.0,37.733333333333334,,37.8,,28.666666666666668,29.2,37.733333333333334,43.13333333333333,,40.8,,46.666666666666664,35.86666666666667,,47.86666666666667,,37.8,
2017-12-11 02:45:00,31.466666666666665,34.6,40.13333333333333,40.86666666666667,,36.2,,23.2,31.533333333333335,39.06666666666667,42.46666666666667,,41.266666666666666,,47.333333333333336,37.666666666666664,,46.86666666666667,,40.53333333333333,
2017-12-11 03:00:00,32.93333333333333,37.6,42.53333333333333,39.2,,34.93333333333333,,23.8,31.733333333333334,40.13333333333333,39.6,,42.2,,48.6,36.06666666666667,,46.86666666666667,,39.06666666666667,
2017-12-11 03:15:00,33.6,39.13333333333333,42.53333333333333,41.53333333333333,,36.06666666666667,,22.466666666666665,36.266666666666666,42.06666666666667,43.333333333333336,,43.86666666666667,,46.53333333333333,35.266666666666666,,46.86666666666667,,39.2,
2017-12-11 03:30:00,35.666666666666664,49.333333333333336,43.266666666666666,40.13333333333333,,44.06666666666667,,25.4,35.8,43.2,43.0,,44.13333333333333,,50.2,38.8,,48.4,,41.733333333333334,
2017-12-11 03:45:00,36.2,42.266666666666666,46.0,40.53333333333333,,53.666666666666664,,26.133333333333333,38.2,43.86666666666667,41.666666666666664,,46.06666666666667,,49.4,40.2,,51.53333333333333,,44.46666666666667,
2017-12-11 04:00:00,38.666666666666664,38.2,44.86666666666667,43.06666666666667,,56.266666666666666,,26.933333333333334,41.266666666666666,48.93333333333333,41.6,,46.266666666666666,,53.266666666666666,39.2,,51.13333333333333,,44.733333333333334,
2017-12-11 04:15:00,39.2,48.4,48.86666666666667,42.666666666666664,,51.46666666666667,,26.666666666666668,41.6,49.06666666666667,44.53333333333333,56.0,44.13333333333333,,56.93333333333333,40.06666666666667,,54.06666666666667,,44.666666666666664,
2017-12-11 04:30:00,43.0,46.13333333333333,52.266666666666666,44.86666666666667,,50.333333333333336,,27.066666666666666,42.333333333333336,52.6,46.333333333333336,57.266666666666666,44.06666666666667,,62.2,41.46666666666667,,54.4,,43.0,
2017-12-11 04:45:00,44.266666666666666,45.13333333333333,52.266666666666666,47.13333333333333,,45.266666666666666,,26.933333333333334,45.06666666666667,56.6,49.06666666666667,58.6,45.46666666666667,,61.2,41.86666666666667,,53.53333333333333,,43.8,
2017-12-11 05:00:00,45.6,51.53333333333333,57.266666666666666,49.53333333333333,,47.0,,28.8,43.8,57.2,51.53333333333333,61.733333333333334,46.266666666666666,,64.66666666666667,44.53333333333333,,54.0,,44.93333333333333,
2017-12-11 05:15:00,46.666666666666664,59.666666666666664,58.86666666666667,52.8,,47.333333333333336,,30.0,42.333333333333336,58.4,55.8,63.0,46.0,,72.73333333333333,45.0,,60.0,,47.666666666666664,
2017-12-11 05:30:00,49.93333333333333,53.266666666666666,66.8,55.46666666666667,,47.2,,28.866666666666667,43.666666666666664,60.333333333333336,56.333333333333336,63.93333333333333,50.333333333333336,,67.33333333333333,51.266666666666666,,63.0,,50.266666666666666,
2017-12-11 05:45:00,50.333333333333336,58.6,64.26666666666667,57.333333333333336,,51.13333333333333,,32.8,47.06666666666667,58.13333333333333,58.2,62.4,50.86666666666667,,69.73333333333333,55.4,,65.06666666666666,,54.86666666666667,
2017-12-11 06:00:00,48.266666666666666,85.53333333333333,60.53333333333333,57.6,,51.46666666666667,,33.46666666666667,46.666666666666664,59.46666666666667,64.2,58.13333333333333,54.8,,66.6,57.46666666666667,,67.13333333333334,,54.6,
2017-12-11 06:15:00,52.53333333333333,61.4,58.8,60.8,,53.266666666666666,,34.266666666666666,47.6,59.46666666666667,70.33333333333333,60.6,58.06666666666667,,64.06666666666666,60.733333333333334,,67.8,,58.06666666666667,
2017-12-11 06:30:00,53.86666666666667,132.26666666666668,58.46666666666667,63.86666666666667,,65.0,,35.46666666666667,48.333333333333336,59.6,67.6,61.666666666666664,63.6,,70.46666666666667,59.666666666666664,,66.33333333333333,,61.06666666666667,
2017-12-11 06:45:00,54.06666666666667,62.666666666666664,60.666666666666664,61.6,,77.2,,36.53333333333333,49.0,61.266666666666666,63.0,64.73333333333333,66.0,,76.6,57.46666666666667,,71.2,,59.6,
2017-12-11 07:00:00,52.266666666666666,120.33333333333333,62.666666666666664,63.93333333333333,,63.4,,37.6,47.2,64.8,63.0,68.6,82.0,,77.4,60.86666666666667,,70.73333333333333,,59.86666666666667,
2017-12-11 07:15:00,51.666666666666664,73.26666666666667,62.2,71.0,,54.93333333333333,,41.2,54.13333333333333,78.53333333333333,64.46666666666667,68.26666666666667,66.06666666666666,,72.0,63.333333333333336,,72.4,,60.13333333333333,
2017-12-11 07:30:00,58.6,60.6,60.53333333333333,74.73333333333333,,48.46666666666667,,44.6,57.46666666666667,74.0,63.13333333333333,73.06666666666666,101.0,,79.0,65.86666666666666,,73.46666666666667,,60.333333333333336,
2017-12-11 07:45:00,59.266666666666666,65.4,54.666666666666664,77.26666666666667,,70.13333333333334,,42.46666666666667,57.666666666666664,69.53333333333333,62.666666666666664,75.0,129.0,,64.26666666666667,66.26666666666667,,75.53333333333333,,62.93333333333333,
2017-12-11 08:00:00,54.2,66.46666666666667,51.733333333333334,71.86666666666666,,71.4,,42.93333333333333,67.93333333333334,63.266666666666666,58.06666666666667,68.86666666666666,104.4,,61.6,68.93333333333334,,73.0,,66.86666666666666,
2017-12-11 08:15:00,45.86666666666667,77.6,48.13333333333333,65.13333333333334,,74.06666666666666,,47.13333333333333,52.6,64.6,54.53333333333333,73.33333333333333,96.8,,62.46666666666667,68.26666666666667,,76.13333333333334,,64.93333333333334,
2017-12-11 08:30:00,43.53333333333333,164.93333333333334,45.2,66.06666666666666,,42.4,,45.53333333333333,52.53333333333333,65.86666666666666,54.266666666666666,74.73333333333333,145.8,,60.666666666666664,69.53333333333333,,74.0,,60.86666666666667,
2017-12-11 08:45:00,46.8,443.6666666666667,50.13333333333333,63.4,,49.0,,47.666666666666664,53.53333333333333,62.333333333333336,57.93333333333333,105.66666666666667,96.46666666666667,,83.6,63.6,,70.73333333333333,,57.53333333333333,
2017-12-11 09:00:00,46.666666666666664,91.33333333333333,52.4,60.93333333333333,,56.266666666666666,,44.6,50.06666666666667,63.53333333333333,54.2,99.13333333333334,76.6,,66.0,48.93333333333333,,57.06666666666667,,48.733333333333334,
2017-12-11 09:15:00,48.93333333333333,74.46666666666667,53.4,106.0,,60.2,,43.86666666666667,45.46666666666667,63.0,51.2,70.6,78.66666666666667,,74.53333333333333,44.666666666666664,,56.86666666666667,,48.46666666666667,
2017-12-11 09:30:00,46.93333333333333,165.53333333333333,53.86666666666667,90.66666666666667,,69.06666666666666,,49.6,49.733333333333334,61.4,50.333333333333336,71.06666666666666,77.0,,69.46666666666667,41.86666666666667,,48.86666666666667,,46.266666666666666,
2017-12-11 09:45:00,44.8,209.73333333333332,55.4,56.266666666666666,,52.666666666666664,,44.666666666666664,50.333333333333336,54.46666666666667,51.93333333333333,67.93333333333334,93.6,,69.0,38.86666666666667,,48.733333333333334,,45.53333333333333,
2017-12-11 10:00:00,49.266666666666666,233.13333333333333,59.2,63.266666666666666,,61.53333333333333,,43.6,47.266666666666666,57.8,52.86666666666667,69.2,100.2,,65.13333333333334,42.86666666666667,,60.6,,47.13333333333333,
2017-12-11 10:15:00,50.266666666666666,152.66666666666666,58.46666666666667,60.8,,49.86666666666667,,38.333333333333336,47.86666666666667,50.266666666666666,56.666666666666664,70.93333333333334,244.73333333333332,,68.8,49.4,,62.06666666666667,,59.666666666666664,
2017-12-11 10:30:00,52.2,101.33333333333333,64.8,59.53333333333333,,53.266666666666666,,35.86666666666667,49.13333333333333,48.06666666666667,56.53333333333333,72.33333333333333,73.0,,78.8,50.666666666666664,,69.26666666666667,,62.86666666666667,
2017-12-11 10:45:00,49.333333333333336,74.53333333333333,59.86666666666667,59.46666666666667,,47.666666666666664,,37.8,63.733333333333334,44.53333333333333,55.666666666666664,71.46666666666667,78.33333333333333,,70.86666666666666,54.8,,70.66666666666667,,51.53333333333333,
2017-12-11 11:00:00,50.0,97.33333333333333,59.06666666666667,59.733333333333334,,49.666666666666664,,35.53333333333333,47.53333333333333,44.733333333333334,52.6,77.06666666666666,75.6,,73.93333333333334,55.0,,67.73333333333333,,55.666666666666664,
2017-12-11 11:15:00,52.733333333333334,122.73333333333333,62.93333333333333,51.333333333333336,,51.93333333333333,,30.866666666666667,49.8,45.4,50.266666666666666,72.6,76.93333333333334,,85.4,53.4,,68.86666666666666,,57.266666666666666,
2017-12-11 11:30:00,54.53333333333333,128.6,62.8,51.13333333333333,,56.13333333333333,,29.4,59.266666666666666,50.6,50.0,69.8,75.86666666666666,,73.86666666666666,53.13333333333333,,80.33333333333333,,58.8,
2017-12-11 11:45:00,56.4,85.0,63.46666666666667,54.733333333333334,,63.06666666666667,,32.13333333333333,46.666666666666664,61.93333333333333,56.86666666666667,61.86666666666667,92.4,,77.53333333333333,55.4,,128.26666666666668,,55.2,
2017-12-11 12:00:00,67.26666666666667,78.93333333333334,66.8,59.733333333333334,,60.666666666666664,,33.733333333333334,45.266666666666666,56.46666666666667,52.53333333333333,64.73333333333333,103.73333333333333,,77.53333333333333,54.93333333333333,,171.26666666666668,,49.4,
2017-12-11 12:15:00,55.2,89.2,66.13333333333334,80.8,,53.13333333333333,,33.733333333333334,45.333333333333336,59.86666666666667,55.4,65.26666666666667,91.33333333333333,,76.2,58.266666666666666,,96.4,,55.46666666666667,
2017-12-11 12:30:00,53.93333333333333,72.33333333333333,64.66666666666667,63.93333333333333,,53.266666666666666,,30.8,47.6,63.46666666666667,51.93333333333333,61.93333333333333,92.13333333333334,,70.0,60.333333333333336,,99.53333333333333,,65.8,
2017-12-11 12:45:00,51.46666666666667,49.86666666666667,61.53333333333333,57.93333333333333,,62.4,,32.93333333333333,53.733333333333334,69.0,51.13333333333333,60.4,117.53333333333333,,73.66666666666667,61.6,,82.8,,50.46666666666667,
2017-12-11 13:00:00,55.0,65.86666666666666,60.13333333333333,61.2,,70.93333333333334,,33.53333333333333,48.666666666666664,66.53333333333333,54.13333333333333,62.06666666666667,118.26666666666667,,70.33333333333333,62.4,,88.93333333333334,,51.666666666666664,
2017-12-11 13:15:00,58.666666666666664,164.33333333333334,61.4,59.2,,48.666666666666664,,35.0,53.13333333333333,64.73333333333333,57.8,65.66666666666667,108.86666666666666,,77.0,63.8,,79.73333333333333,,53.4,
2017-12-11 13:30:00,58.733333333333334,131.73333333333332,63.2,61.333333333333336,,52.733333333333334,,34.53333333333333,57.8,69.8,60.46666666666667,59.6,97.46666666666667,,89.53333333333333,60.53333333333333,,78.86666666666666,,53.0,
2017-12-11 13:45:00,56.266666666666666,85.06666666666666,62.13333333333333,62.666666666666664,,59.53333333333333,,35.53333333333333,54.06666666666667,60.4,63.86666666666667,60.86666666666667,137.2,,84.93333333333334,62.2,,119.6,,55.06666666666667,
2017-12-11 14:00:00,58.733333333333334,103.0,68.0,63.06666666666667,,55.2,,34.6,51.06666666666667,53.13333333333333,64.06666666666666,62.86666666666667,145.53333333333333,,85.0,63.266666666666666,,98.86666666666666,,54.93333333333333,
2017-12-11 14:15:00,57.666666666666664,103.13333333333334,155.93333333333334,64.06666666666666,,59.46666666666667,,34.46666666666667,53.53333333333333,72.0,66.53333333333333,61.8,121.46666666666667,,87.0,62.266666666666666,,81.06666666666666,,61.46666666666667,
2017-12-11 14:30:00,102.2,67.66666666666667,61.333333333333336,60.46666666666667,,61.6,,33.4,52.0,55.4,73.73333333333333,57.6,108.2,,82.33333333333333,69.86666666666666,,81.13333333333334,,62.666666666666664,
2017-12-11 14:45:00,58.666666666666664,88.73333333333333,63.4,65.33333333333333,,59.93333333333333,,35.46666666666667,50.46666666666667,57.8,71.33333333333333,48.2,95.46666666666667,,82.8,58.06666666666667,,86.53333333333333,,66.66666666666667,
2017-12-11 15:00:00,63.6,115.73333333333333,64.2,60.0,,58.4,,35.4,66.53333333333333,74.4,69.73333333333333,47.53333333333333,91.26666666666667,,85.93333333333334,59.4,,72.66666666666667,,65.13333333333334,
2017-12-11 15:15:00,54.4,69.33333333333333,66.6,57.46666666666667,,54.266666666666666,,35.06666666666667,52.53333333333333,76.73333333333333,90.13333333333334,48.666666666666664,108.86666666666666,,76.4,59.6,,77.26666666666667,,63.733333333333334,
2017-12-11 15:30:00,67.4,73.66666666666667,59.733333333333334,55.0,,56.666666666666664,,35.6,54.333333333333336,99.06666666666666,59.93333333333333,50.53333333333333,101.86666666666666,,78.93333333333334,59.0,,77.06666666666666,,67.86666666666666,
2017-12-11 15:45:00,52.4,66.8,52.46666666666667,51.2,,61.733333333333334,,33.53333333333333,51.6,58.06666666666667,57.8,49.666666666666664,115.13333333333334,,76.2,62.333333333333336,,77.4,,64.86666666666666,
2017-12-11 16:00:00,50.53333333333333,81.73333333333333,52.46666666666667,51.733333333333334,,57.86666666666667,,36.06666666666667,53.13333333333333,74.86666666666666,54.333333333333336,51.266666666666666,88.46666666666667,,67.26666666666667,63.0,,76.13333333333334,,64.6,
2017-12-11 16:15:00,49.4,61.8,54.93333333333333,55.8,,59.333333333333336,,37.2,54.53333333333333,92.2,56.93333333333333,50.8,94.66666666666667,,66.06666666666666,61.2,,76.53333333333333,,62.4,
2017-12-11 16:30:00,49.2,62.86666666666667,56.93333333333333,58.6,,55.2,,39.333333333333336,73.93333333333334,81.33333333333333,56.93333333333333,54.666666666666664,78.06666666666666,,76.0,60.13333333333333,,79.66666666666667,,62.8,
2017-12-11 16:45:00,54.13333333333333,88.46666666666667,58.46666666666667,62.266666666666666,,52.2,,40.6,69.06666666666666,63.53333333333333,59.266666666666666,58.46666666666667,87.46666666666667,,72.13333333333334,54.86666666666667,,70.53333333333333,,63.46666666666667,
2017-12-11 17:00:00,58.8,78.66666666666667,58.266666666666666,66.4,56.45454545454545,54.2,,40.266666666666666,92.8,155.46666666666667,60.2,65.86666666666666,78.13333333333334,,72.53333333333333,142.93333333333334,,65.86666666666666,,55.46666666666667,
2017-12-11 17:15:00,55.93333333333333,59.06666666666667,61.8,68.13333333333334,75.86666666666666,59.8,,40.0,120.06666666666666,91.53333333333333,67.73333333333333,60.2,83.13333333333334,,74.73333333333333,56.266666666666666,,67.26666666666667,,56.666666666666664,
2017-12-11 17:30:00,58.733333333333334,55.666666666666664,67.86666666666666,72.4,68.93333333333334,56.0,,41.06666666666667,88.66666666666667,76.26666666666667,62.333333333333336,60.266666666666666,96.6,,74.53333333333333,51.8,,66.0,,57.0,
2017-12-11 17:45:00,69.86666666666666,61.06666666666667,75.2,72.66666666666667,76.73333333333333,65.0,,40.6,104.33333333333333,64.33333333333333,64.66666666666667,64.13333333333334,104.26666666666667,,79.93333333333334,51.8,,70.0,,52.8,
2017-12-11 18:00:00,63.53333333333333,60.666666666666664,68.73333333333333,96.0,74.66666666666667,69.2,,42.13333333333333,86.33333333333333,68.13333333333334,66.8,81.0,79.33333333333333,,82.26666666666667,60.53333333333333,,69.86666666666666,,54.53333333333333,
2017-12-11 18:15:00,62.53333333333333,75.26666666666667,69.26666666666667,125.46666666666667,91.2,62.8,,46.46666666666667,92.26666666666667,71.06666666666666,69.8,79.86666666666666,85.06666666666666,,83.53333333333333,63.6,,73.73333333333333,,58.4,
2017-12-11 18:30:00,62.53333333333333,71.0,66.8,112.66666666666667,93.06666666666666,61.4,,52.06666666666667,78.4,86.6,83.6,83.0,90.53333333333333,,86.2,61.8,,73.4,,57.86666666666667,
2017-12-11 18:45:00,70.73333333333333,66.06666666666666,71.53333333333333,98.33333333333333,126.33333333333333,65.33333333333333,,49.06666666666667,84.8,86.33333333333333,86.66666666666667,76.46666666666667,89.53333333333333,,110.4,68.26666666666667,,71.86666666666666,,62.13333333333333,
2017-12-11 19:00:00,70.06666666666666,85.8,75.13333333333334,103.06666666666666,94.66666666666667,62.06666666666667,,45.06666666666667,81.46666666666667,90.53333333333333,101.2,80.46666666666667,85.33333333333333,,106.2,67.4,,72.06666666666666,,60.53333333333333,
2017-12-11 19:15:00,74.53333333333333,104.46666666666667,83.26666666666667,186.86666666666667,92.93333333333334,67.26666666666667,,44.666666666666664,84.33333333333333,85.66666666666667,87.0,78.0,92.4,,113.73333333333333,66.73333333333333,,74.6,,66.4,
2017-12-11 19:30:00,80.33333333333333,87.26666666666667,79.33333333333333,97.8,92.33333333333333,74.2,,50.06666666666667,87.53333333333333,84.46666666666667,87.13333333333334,90.13333333333334,102.86666666666666,,124.4,68.66666666666667,,77.86666666666666,,81.4,
