Date/Time,1955_O_PETE,2071_O_NOSD,2427_O_ELIB,2963_O_LWCV,4431_O_WBG,4645_O_SOSD,5571_O_BUFF,5624_O_BUFF,5938_O_SOSD,6227_O_ELIB,7543_O_MILL,8185_O_SWPK,8581_O_SOSD
2016-08-10 16:45:00,662.2,,413.06666666666666,,541.8,752.4666666666667,300.8,300.8,873.5333333333333,443.4666666666666,381.4666666666666,1025.9333333333334,848.5333333333333
2016-08-10 17:00:00,609.9333333333333,,383.0,,544.1333333333333,626.9333333333333,280.1333333333333,280.1333333333333,413.6,461.9333333333333,471.66666666666674,894.2666666666668,741.2666666666668
2016-08-10 17:15:00,536.6,,479.53333333333336,,528.3333333333334,795.0666666666667,335.73333333333335,335.73333333333335,431.33333333333326,553.6666666666666,689.6666666666665,883.7333333333332,774.1333333333333
2016-08-10 17:30:00,377.0,,596.2,,504.4666666666666,796.6,380.66666666666674,380.66666666666674,396.26666666666665,639.2,586.2666666666668,806.4,799.0666666666667
2016-08-10 17:45:00,329.3333333333333,,603.7333333333332,,468.6,506.86666666666673,347.7333333333333,347.7333333333333,411.4,577.4,480.9333333333333,755.4,552.4
2016-08-10 18:00:00,354.86666666666673,,521.4666666666667,,509.53333333333336,372.06666666666666,422.8,422.8,352.4,485.86666666666673,447.6,820.0,386.26666666666665
2016-08-10 18:15:00,333.8,,475.06666666666666,,589.1333333333333,405.06666666666666,475.6,475.6,381.2,448.0,410.33333333333326,844.2,415.8
2016-08-10 18:30:00,365.2,,655.3333333333334,,644.8666666666667,424.86666666666673,454.33333333333326,454.33333333333326,636.9333333333333,429.9333333333333,401.9333333333333,994.0,479.2
2016-08-10 18:45:00,370.0,,444.53333333333336,,579.3333333333334,520.6,511.0,511.0,418.26666666666665,460.26666666666665,376.6,998.4,512.6
2016-08-10 19:00:00,480.2,,436.06666666666666,,415.4,475.0,595.3333333333334,595.3333333333334,411.13333333333327,434.9333333333333,392.0,938.4666666666667,523.0
2016-08-10 19:15:00,549.3333333333334,,444.86666666666673,,954.9333333333333,439.66666666666674,676.9333333333333,676.9333333333333,638.4666666666667,487.0,418.73333333333335,944.4,512.0
2016-08-10 19:30:00,582.7333333333332,,485.8,,730.3333333333335,413.53333333333336,699.2666666666668,699.2666666666668,410.33333333333326,507.73333333333335,453.0,1024.2666666666667,458.26666666666665
2016-08-10 19:45:00,574.2,,517.6666666666666,,704.8,427.6,718.0666666666667,718.0666666666667,413.4666666666666,519.3333333333334,559.7333333333332,906.2,467.73333333333335
2016-08-10 20:00:00,699.0666666666667,,564.8,,644.6666666666666,432.13333333333327,715.3333333333335,715.3333333333335,417.9333333333333,688.1333333333333,716.2666666666668,924.2666666666668,486.9333333333333
2016-08-10 20:15:00,752.5333333333333,,629.0,,644.5333333333333,474.8,694.0666666666667,694.0666666666667,444.26666666666665,614.0666666666667,651.0,976.5333333333333,529.6666666666666
2016-08-10 20:30:00,759.1333333333333,,661.4,,648.8,477.4666666666666,772.4666666666667,772.4666666666667,433.53333333333336,630.6666666666666,997.9333333333333,927.4666666666667,545.6666666666666
2016-08-10 20:45:00,821.2,,628.5333333333333,,616.4,492.2,733.3333333333335,733.3333333333335,409.6,603.5333333333333,652.5333333333333,1028.2666666666667,568.8
2016-08-10 21:00:00,890.5333333333333,,581.8666666666667,,648.9333333333333,557.0,702.2,702.2,383.86666666666673,609.4,758.7333333333332,994.9333333333333,586.0
2016-08-10 21:15:00,864.8666666666667,,636.1333333333333,,661.8,538.4666666666667,742.5333333333333,742.5333333333333,392.8,662.6,915.3333333333335,1115.0,641.9333333333333
2016-08-10 21:30:00,862.7333333333332,,682.5333333333333,,680.6,573.6666666666666,733.7333333333332,733.7333333333332,390.66666666666674,739.2666666666668,785.2,1140.7333333333333,662.0
2016-08-10 21:45:00,863.8666666666667,,706.4666666666667,,670.4666666666667,588.0666666666667,748.8,748.8,396.73333333333335,780.0,846.4,1289.0,666.7333333333332
2016-08-10 22:00:00,893.6,,736.2666666666668,,693.0666666666667,629.4,765.1333333333333,765.1333333333333,396.4666666666666,852.5333333333333,761.2,1234.4,743.1333333333333
2016-08-10 22:15:00,957.5333333333333,,729.4666666666667,,690.0666666666667,593.0666666666667,660.0,660.0,445.06666666666666,868.3333333333335,763.2,1382.0,709.1333333333333
2016-08-10 22:30:00,897.5333333333333,,786.4666666666667,,784.3333333333335,548.1333333333333,626.4,626.4,450.86666666666673,865.4666666666667,858.5333333333333,1640.2666666666669,649.8666666666667
