Date/Time,7543_O_MILL,8284_O_SWPK,6399_O_GLEN,2319_O_DWNTN,2071_O_NOSD,4691_O_SWKY,6227_O_ELIB,4431_O_WBG,5571_O_BUFF,4209_O_LWCV,4363_O_SQHS,5624_O_BUFF,2281_O_HiPK,5679_O_BLOO,1502_O_BLPK,1639_O_ELIB,5309_O_SQHL,4919_O_HIPK
2017-01-11 15:00:00,,45.57142857142857,48.285714285714285,56.5,55.0,,63.42857142857143,,,,,,44.42857142857143,53.357142857142854,,,56.357142857142854,
2017-01-11 15:15:00,,52.2,48.266666666666666,57.53333333333333,53.733333333333334,,64.46666666666667,,,,,,46.733333333333334,65.4,,,57.333333333333336,
2017-01-11 15:30:00,,52.733333333333334,54.6,55.0,53.93333333333333,,62.2,,,,,,48.2,67.06666666666666,,,59.8,
2017-01-11 15:45:00,,55.93333333333333,58.13333333333333,55.86666666666667,58.666666666666664,,65.26666666666667,,,,,,44.666666666666664,60.13333333333333,,,61.4,
2017-01-11 16:00:00,,61.6,55.8,61.733333333333334,61.86666666666667,,68.86666666666666,,,,,,53.733333333333334,64.0,,,60.266666666666666,
2017-01-11 16:15:00,,57.13333333333333,56.666666666666664,62.2,62.53333333333333,,77.93333333333334,,,,,,51.86666666666667,66.2,,,63.4,
2017-01-11 16:30:00,,57.53333333333333,59.666666666666664,63.0,61.06666666666667,,86.4,,,,,,47.4,69.0,,,77.26666666666667,
2017-01-11 16:45:00,,59.2,66.4,64.46666666666667,60.13333333333333,,91.0,,,,,,45.733333333333334,72.4,,,81.0,
2017-01-11 17:00:00,,64.0,63.333333333333336,117.46666666666667,63.666666666666664,,87.13333333333334,,,,,,51.4,66.46666666666667,,,63.666666666666664,
2017-01-11 17:15:00,,52.266666666666666,61.666666666666664,48.46666666666667,56.733333333333334,,91.4,,,,,,57.6,49.266666666666666,,,59.06666666666667,
2017-01-11 17:30:00,,63.4,63.46666666666667,52.2,66.53333333333333,,103.93333333333334,,,,,,67.73333333333333,56.6,,,61.86666666666667,
2017-01-11 17:45:00,,73.06666666666666,64.46666666666667,56.53333333333333,70.6,,108.46666666666667,,,,,,76.2,60.93333333333333,,,69.06666666666666,
2017-01-11 18:00:00,,82.4,67.4,65.46666666666667,84.06666666666666,,97.73333333333333,,,,,,58.733333333333334,68.73333333333333,,,79.53333333333333,
2017-01-11 18:15:00,,74.6,80.13333333333334,68.6,95.66666666666667,,80.33333333333333,,,,,,51.86666666666667,80.06666666666666,,,95.26666666666667,
2017-01-11 18:30:00,,88.53333333333333,94.73333333333333,76.13333333333334,93.53333333333333,,72.33333333333333,,,,,,58.4,85.33333333333333,,,94.0,
2017-01-11 18:45:00,,72.93333333333334,95.06666666666666,65.93333333333334,88.53333333333333,,87.26666666666667,,,,,,62.8,85.2,,,103.53333333333333,
2017-01-11 19:00:00,,67.86666666666666,95.86666666666666,60.93333333333333,101.2,,84.0,,,,,,71.66666666666667,91.4,,,89.6,
2017-01-11 19:15:00,,53.93333333333333,78.46666666666667,67.73333333333333,89.93333333333334,,104.0,,,,,,71.2,85.93333333333334,,,76.06666666666666,
2017-01-11 19:30:00,,56.2,65.8,57.8,79.46666666666667,,119.53333333333333,,,,,,79.4,67.33333333333333,,,69.06666666666666,
2017-01-11 19:45:00,188.5,53.733333333333334,64.0,51.4,73.93333333333334,,123.0,,,,,,100.13333333333334,60.8,,,66.93333333333334,
2017-01-11 20:00:00,172.4,50.4,63.666666666666664,45.8,61.13333333333333,,139.46666666666667,,,,,,99.53333333333333,62.0,,,72.13333333333334,
2017-01-11 20:15:00,176.13333333333333,49.13333333333333,73.93333333333334,42.13333333333333,57.93333333333333,,134.8,,,,,,76.73333333333333,60.13333333333333,,,81.8,
2017-01-11 20:30:00,142.73333333333332,52.86666666666667,70.2,38.86666666666667,61.46666666666667,,100.46666666666667,,,,,,67.26666666666667,48.93333333333333,,,77.4,
2017-01-11 20:45:00,143.6,58.4,72.86666666666666,36.733333333333334,55.333333333333336,,74.66666666666667,,,,,,69.4,47.46666666666667,,,55.93333333333333,
2017-01-11 21:00:00,132.33333333333334,56.4,66.53333333333333,38.2,52.4,,66.13333333333334,,,,,,74.6,48.2,,,49.8,
2017-01-11 21:15:00,148.33333333333334,56.06666666666667,70.2,37.333333333333336,54.53333333333333,,73.86666666666666,,,,,,71.4,48.266666666666666,,,42.93333333333333,
2017-01-11 21:30:00,144.8,56.733333333333334,75.66666666666667,39.266666666666666,64.86666666666666,,78.2,,,,,,52.8,52.06666666666667,,,47.46666666666667,
2017-01-11 21:45:00,119.53333333333333,55.6,78.8,40.13333333333333,64.93333333333334,,78.26666666666667,,,,,,42.0,51.13333333333333,,,48.46666666666667,
2017-01-11 22:00:00,127.2,53.4,74.2,39.93333333333333,62.06666666666667,,63.666666666666664,,,,,,43.46666666666667,52.733333333333334,,,46.93333333333333,
2017-01-11 22:15:00,137.6,56.2,75.0,38.53333333333333,65.0,,60.13333333333333,,,,,,46.8,55.2,,,51.6,
2017-01-11 22:30:00,127.6,57.333333333333336,75.0,43.86666666666667,75.46666666666667,,64.53333333333333,,,,,,46.46666666666667,59.06666666666667,,,57.4,
2017-01-11 22:45:00,109.53333333333333,61.13333333333333,87.33333333333333,47.2,80.0,,62.666666666666664,,,,,,47.0,64.4,,,62.46666666666667,
2017-01-11 23:00:00,90.26666666666667,62.4,89.86666666666666,47.93333333333333,80.06666666666666,,62.4,,,,,,50.86666666666667,69.33333333333333,,,62.2,
2017-01-11 23:15:00,148.2,62.266666666666666,89.26666666666667,51.86666666666667,74.86666666666666,,70.53333333333333,,226.375,,,226.375,58.333333333333336,67.66666666666667,,,61.53333333333333,
