Date/Time,1356_O_MTLE,7881_O_PLHL,5825_O_BADN,4052_O_GNFD,3268_O_BLOO,4654_O_SQHL,6486_O_HIPK
2015-10-25 13:45:00,,20.8,20.133333333333333,15.066666666666666,18.333333333333332,21.933333333333334,26.333333333333332
2015-10-25 14:00:00,,21.666666666666668,18.4,14.533333333333333,18.066666666666666,18.666666666666668,588.8666666666667
2015-10-25 14:15:00,,18.8,17.466666666666665,18.266666666666666,17.133333333333333,20.533333333333335,33.76923076923077
2015-10-25 14:30:00,,20.0,16.266666666666666,16.933333333333334,15.2,22.866666666666667,24.8
2015-10-25 14:45:00,,19.866666666666667,16.466666666666665,18.266666666666666,15.933333333333334,19.8,23.8
2015-10-25 15:00:00,,17.0,18.466666666666665,14.333333333333334,16.533333333333335,17.666666666666668,24.533333333333335
2015-10-25 15:15:00,,20.133333333333333,17.8,14.533333333333333,17.733333333333334,17.266666666666666,24.0
2015-10-25 15:30:00,,18.2,19.133333333333333,15.333333333333334,21.533333333333335,18.266666666666666,26.0
2015-10-25 15:45:00,,18.0,21.266666666666666,13.8,16.066666666666666,16.266666666666666,25.2
2015-10-25 16:00:00,,17.333333333333332,20.866666666666667,15.2,14.533333333333333,17.666666666666668,25.6
2015-10-25 16:15:00,,18.666666666666668,20.933333333333334,16.666666666666668,15.266666666666667,24.266666666666666,27.2
2015-10-25 16:30:00,,20.4,18.866666666666667,15.733333333333333,16.066666666666666,19.2,29.133333333333333
2015-10-25 16:45:00,,22.533333333333335,20.666666666666668,16.266666666666666,15.733333333333333,17.533333333333335,28.4
2015-10-25 17:00:00,,22.4,20.333333333333332,16.066666666666666,17.4,18.0,35.4
2015-10-25 17:15:00,,48.6,20.333333333333332,16.8,17.133333333333333,17.933333333333334,28.8
2015-10-25 17:30:00,,32.266666666666666,19.333333333333332,16.6,19.0,60.733333333333334,31.266666666666666
2015-10-25 17:45:00,,23.4,21.666666666666668,17.133333333333333,18.4,23.2,29.266666666666666
2015-10-25 18:00:00,,22.333333333333332,21.666666666666668,17.333333333333332,19.666666666666668,23.066666666666666,34.266666666666666
2015-10-25 18:15:00,,26.0,20.8,21.533333333333335,27.466666666666665,36.8,46.266666666666666
2015-10-25 18:30:00,,35.53333333333333,23.2,91.46666666666667,39.93333333333333,26.666666666666668,56.2
2015-10-25 18:45:00,,49.733333333333334,27.0,37.4,77.6,37.46666666666667,73.26666666666667
2015-10-25 19:00:00,,49.666666666666664,39.0,20.466666666666665,54.8,51.733333333333334,77.6
2015-10-25 19:15:00,,55.0,43.53333333333333,25.066666666666666,51.733333333333334,41.266666666666666,112.53333333333333
2015-10-25 19:30:00,,56.06666666666667,53.2,28.733333333333334,54.46666666666667,81.73333333333333,83.6
2015-10-25 19:45:00,,56.8,50.0,31.0,41.53333333333333,88.66666666666667,55.8
2015-10-25 20:00:00,,61.0,44.86666666666667,29.666666666666668,50.8,75.33333333333333,51.53333333333333
2015-10-25 20:15:00,,58.8,35.2,30.666666666666668,47.86666666666667,55.06666666666667,58.4
2015-10-25 20:30:00,,50.0,46.46666666666667,31.2,53.333333333333336,84.86666666666666,62.93333333333333
2015-10-25 20:45:00,,44.666666666666664,60.6,33.86666666666667,53.266666666666666,96.13333333333334,62.333333333333336
