Date/Time,4918_O_GNFD,4114_O_MEHL_ME,4757_O_BLKR,3192_O_PNHL,2693_O_BRKN,4431_O_WBG,5158_O_CAPA_CA,6228_O_NYCT_NY,5502_O_ASPW,8624_O_SQHS,5451_O_BCVW,2193_O_LWCV
2021-01-20 15:00:00,,,,,,43.5,,,,,,
2021-01-20 15:15:00,,,,,,35.0,,,,,,
2021-01-20 15:30:00,,,,,,29.066666666666666,,,,,,
2021-01-20 15:45:00,,,,,,31.733333333333334,,,,,,
2021-01-20 16:00:00,,,,,,34.333333333333336,,,,,,
2021-01-20 16:15:00,,,,,,34.0,,,,,,
2021-01-20 16:30:00,,,,,,38.666666666666664,,,,,,
2021-01-20 16:45:00,,,,,,46.86666666666667,,,,,,
2021-01-20 17:00:00,,,,,,49.86666666666667,,,,,,
2021-01-20 17:15:00,,,,,,52.13333333333333,,,,,,
2021-01-20 17:30:00,,,,,,72.46666666666667,,,,,,
2021-01-20 17:45:00,,,,,,173.93333333333334,,,,,,
2021-01-20 18:00:00,,,,,,113.26666666666667,,,,,,
2021-01-20 18:15:00,,,,,,274.6,,,,,,
2021-01-20 18:30:00,,,,,,137.06666666666666,,,,,,
2021-01-20 18:45:00,,,,,,146.46666666666667,,,,,,
2021-01-20 19:00:00,,,,,,119.26666666666667,,,,,,
2021-01-20 19:15:00,,,,,,175.4,,,,,,
2021-01-20 19:30:00,,,,,,167.06666666666666,,,,,,
2021-01-20 19:45:00,,,,,,139.06666666666666,,,,,,
2021-01-20 20:00:00,,,,,,148.66666666666666,,,,,,
2021-01-20 20:15:00,,,,,,168.0,,,,,,
2021-01-20 20:30:00,,,,,,157.4,,,,,,
2021-01-20 20:45:00,,,,,,184.33333333333334,,,,,,
2021-01-20 21:00:00,,,,,,174.8,,,,,,
2021-01-20 21:15:00,,,,,,189.13333333333333,,,,,,
2021-01-20 21:30:00,,,,,,176.2,,,,,,
2021-01-20 21:45:00,,,,,,180.73333333333332,,,,,,
2021-01-20 22:00:00,,,,,,195.73333333333332,,,,,,
2021-01-20 22:15:00,,,,,,207.8,,,,,,
2021-01-20 22:30:00,,,,,,211.93333333333334,,,,,,
2021-01-20 22:45:00,,,,,,197.13333333333333,,,,,,
2021-01-20 23:00:00,,,,,,205.86666666666667,,,,,,
2021-01-20 23:15:00,,,,,,211.53333333333333,,,,,,
2021-01-20 23:30:00,,,,,,250.0,,,,,,
2021-01-20 23:45:00,,,,,,279.26666666666665,,,,,,
2021-01-21 00:00:00,,,,,,274.8666666666667,,,,,,
2021-01-21 00:15:00,,,,,,277.53333333333336,,,,,,
2021-01-21 00:30:00,,,,,,291.6,,,,,,
2021-01-21 00:45:00,,,,,,314.53333333333336,,,,,,
2021-01-21 01:00:00,,,,,,337.6,,,,,,
2021-01-21 01:15:00,,,,,,370.8,,,,,,
2021-01-21 01:30:00,,,,,,408.46666666666664,,,,,,
2021-01-21 01:45:00,,,,,,381.73333333333335,,,,,,
2021-01-21 02:00:00,,,,,,327.0,,,,,,
2021-01-21 02:15:00,,,,,,264.6666666666667,,,,,,
2021-01-21 02:30:00,,,,,,122.73333333333333,,,,,,
2021-01-21 02:45:00,,,,,,78.13333333333334,,,,,,
2021-01-21 03:00:00,,,,,,64.26666666666667,,,,,,
2021-01-21 03:15:00,,,,,,57.733333333333334,,,,,,
2021-01-21 03:30:00,,,,,,52.46666666666667,,,,,,
2021-01-21 03:45:00,,,,,,47.6,,,,,,
2021-01-21 04:00:00,,,,,,45.0,,,,,,
2021-01-21 04:15:00,,,,,,47.53333333333333,,,,,,
2021-01-21 04:30:00,,,,,,44.06666666666667,,,,,,
2021-01-21 04:45:00,,,,,,47.86666666666667,,,,,,
2021-01-21 05:00:00,,,,,,43.86666666666667,,,,,,
2021-01-21 05:15:00,,,,,,47.53333333333333,,,,,,
2021-01-21 05:30:00,,,,,,48.93333333333333,,,,,,
2021-01-21 05:45:00,,,,,,54.4,,,,,,
2021-01-21 06:00:00,,,,,,48.93333333333333,,,,,,
2021-01-21 06:15:00,,,,,,57.0,,,,,,
2021-01-21 06:30:00,,,,,,55.06666666666667,,,,,,
2021-01-21 06:45:00,,,,,,51.666666666666664,,,,,,
2021-01-21 07:00:00,,,,,,45.733333333333334,,,,,,
2021-01-21 07:15:00,,,,,,51.2,,,,,,
2021-01-21 07:30:00,,,,,,60.53333333333333,,,,,,
2021-01-21 07:45:00,,,,,,60.13333333333333,,,,,,
2021-01-21 08:00:00,,,,,,70.06666666666666,,,,,,
2021-01-21 08:15:00,,,,,,54.06666666666667,,,,,,
2021-01-21 08:30:00,,,,,,56.06666666666667,,,,,,
2021-01-21 08:45:00,,,,,,59.733333333333334,,,,,,
2021-01-21 09:00:00,,,,,,39.266666666666666,,,,,,
2021-01-21 09:15:00,,,,,,47.0,,,,,,
2021-01-21 09:30:00,,,,,,44.266666666666666,,,,,,
2021-01-21 09:45:00,,,,,,38.93333333333333,,,,,,
2021-01-21 10:00:00,,,,,,40.06666666666667,,,,,,
2021-01-21 10:15:00,,,,,,72.73333333333333,,,,,,
2021-01-21 10:30:00,,,,,,57.8,,,,,,
2021-01-21 10:45:00,,,,,,38.0,,,,,,
2021-01-21 11:00:00,,,,,,65.8,,,,,,
2021-01-21 11:15:00,,,,,,65.46666666666667,,,,,,
2021-01-21 11:30:00,,,,,,42.333333333333336,,,,,,
2021-01-21 11:45:00,,,,,,45.13333333333333,,,,,,
2021-01-21 12:00:00,,,,,,39.2,,,,,,
2021-01-21 12:15:00,,,,,,47.86666666666667,,,,,,
2021-01-21 12:30:00,,,,,,46.4,,,,,,
2021-01-21 12:45:00,,,,,,38.86666666666667,,,,,,
2021-01-21 13:00:00,,,,,,36.266666666666666,,,,,,
2021-01-21 13:15:00,,,,,,41.733333333333334,,,,,,
2021-01-21 13:30:00,,,,,,45.666666666666664,,,,,,
2021-01-21 13:45:00,,,,,,48.8,,,,,,
2021-01-21 14:00:00,,,,,,37.2,,,,,,
2021-01-21 14:15:00,,,,,,40.333333333333336,,,,,,
2021-01-21 14:30:00,,,,,,40.4,,,,,,
2021-01-21 14:45:00,,,,,,37.86666666666667,,,,,,
2021-01-21 15:00:00,,,,,,38.53333333333333,,,,,,
2021-01-21 15:15:00,,,,,,37.666666666666664,,,,,,
2021-01-21 15:30:00,,,,,,84.2,,,,,,
2021-01-21 15:45:00,,,,,,35.13333333333333,,,,,,
2021-01-21 16:00:00,,,,,,41.8,,,,,,
2021-01-21 16:15:00,,,,,,46.666666666666664,,,,,,
2021-01-21 16:30:00,,,,,,40.4,,,,,,
2021-01-21 16:45:00,,,,,,58.46666666666667,,,,,,
2021-01-21 17:00:00,,,,,,50.46666666666667,,,,,,
2021-01-21 17:15:00,,,,,,45.13333333333333,,,,,,
2021-01-21 17:30:00,,,,,,50.93333333333333,,,,,,
2021-01-21 17:45:00,,,,,,66.46666666666667,,,,,,
