Date/Time,1354_O_SHADY,1502_O_BLPK,2071_O_NOSD,4431_O_WBG,4530_O_CNTP,4574_O_MTLE,4816_O_GIBS,4839_O_RBN,4860_O_SQHN,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6517_O_USCL,6582_O_OAKD,6758_O_MTLE,6812_O_DUQS,7543_O_MILL,8941_O_MTLE
2018-04-29 10:45:00,580.2666666666668,,,618.7333333333332,,,,,734.2666666666668,,,624.8,,749.5333333333333,,,,500.0
2018-04-29 11:00:00,580.8666666666667,,,605.5333333333333,,,,,680.7333333333332,,,633.7333333333332,,721.7333333333332,,,,546.2666666666668
2018-04-29 11:15:00,567.7333333333332,,,594.0666666666667,,,,,697.6666666666665,,,635.7333333333332,,675.0666666666667,,,,711.4666666666667
2018-04-29 11:30:00,594.8,,,585.2,,,,,764.2666666666668,,,678.6666666666666,,620.2,,,,681.0
2018-04-29 11:45:00,561.2666666666668,,,595.3333333333334,,,,,754.2666666666668,,,692.6,,624.6,,,,574.4
2018-04-29 12:00:00,528.5333333333333,,,578.2,,,,,724.1333333333333,,,672.3333333333334,,588.8666666666667,,,,547.2666666666668
2018-04-29 12:15:00,551.9333333333333,,,519.6666666666666,,,,,718.8666666666667,,,631.6666666666666,,516.8,,,,505.13333333333327
2018-04-29 12:30:00,744.1333333333333,,,480.53333333333336,,,,,699.8666666666667,,,645.0,,542.8,,,,553.4666666666667
2018-04-29 12:45:00,756.8,,,465.33333333333326,,,,,703.7333333333332,,,666.2666666666668,,566.6,,,,537.4
2018-04-29 13:00:00,702.4666666666667,,,432.6,,,,,686.9333333333333,,,624.2,,598.9333333333333,,,,545.6666666666666
2018-04-29 13:15:00,621.7333333333332,,,458.8,,,,,623.2,,,550.6,,576.3333333333334,,,,540.0666666666667
2018-04-29 13:30:00,590.0,,,481.13333333333327,,,,,598.5333333333333,,,519.6666666666666,,469.06666666666666,,,,739.3333333333335
2018-04-29 13:45:00,562.9333333333333,,,478.26666666666665,,,,,605.5333333333333,,,475.2,,473.2,,,,649.0
2018-04-29 14:00:00,469.4666666666666,,,451.4,,,,,583.2666666666668,,,464.9333333333333,,493.9333333333333,,,,507.9333333333333
2018-04-29 14:15:00,458.0,,,424.26666666666665,,,,,540.4666666666667,,,547.2666666666668,,493.9333333333333,,,,566.3333333333334
2018-04-29 14:30:00,474.2,,,400.13333333333327,,255.66666666666663,,,534.0666666666667,,,438.13333333333327,,540.3333333333334,,,,506.66666666666674
2018-04-29 14:45:00,457.06666666666666,,,370.73333333333335,,458.9333333333333,,,531.5333333333333,,,476.06666666666666,,499.53333333333336,,,,485.86666666666673
2018-04-29 15:00:00,463.4666666666666,,,338.26666666666665,,569.0,,,509.13333333333327,,,490.0,,481.13333333333327,,,,482.73333333333335
2018-04-29 15:15:00,431.66666666666674,,,358.2,,513.8,,,468.86666666666673,,,469.26666666666665,,462.26666666666665,,,,457.4
2018-04-29 15:30:00,455.66666666666674,,,334.4,,454.06666666666666,,,456.26666666666665,,,462.13333333333327,,443.86666666666673,,,,506.8
2018-04-29 15:45:00,480.66666666666674,,,335.53333333333336,,421.4,,,445.86666666666673,,,424.4,,367.4,,,,500.9333333333333
2018-04-29 16:00:00,349.8,,,345.33333333333326,,382.53333333333336,,,435.8,,,388.4666666666666,,344.4,,,,431.26666666666665
2018-04-29 16:15:00,337.93333333333334,,,331.8666666666667,,320.4,,,413.0,,,371.26666666666665,,350.13333333333327,,,,418.0
2018-04-29 16:30:00,344.33333333333326,,,341.6,,314.93333333333334,,,362.33333333333326,,,359.9333333333333,,344.66666666666674,,,,421.53333333333336
2018-04-29 16:45:00,342.53333333333336,,,341.2,,297.6,,,377.53333333333336,,,368.4,,296.8666666666667,,,,539.5333333333333
2018-04-29 17:00:00,307.93333333333334,,,317.1333333333333,,309.46666666666664,,,364.0,,,376.06666666666666,,286.26666666666665,,,,518.4666666666667
2018-04-29 17:15:00,310.93333333333334,,,321.6,,360.26666666666665,,,386.8,,,361.33333333333326,,245.0,,,,685.4666666666667
2018-04-29 17:30:00,284.26666666666665,,,314.53333333333336,,281.93333333333334,,,354.46666666666664,,,354.9333333333333,,250.7333333333333,,,,556.0666666666667
2018-04-29 17:45:00,280.53333333333336,,,298.26666666666665,,279.6666666666667,,,349.8,,,337.0,,264.26666666666665,,,,611.2
2018-04-29 18:00:00,274.46666666666664,,,284.8666666666667,,286.8666666666667,,,326.1333333333333,,,320.6,,282.3333333333333,,,,518.9333333333333
2018-04-29 18:15:00,294.0,,,302.26666666666665,,311.8,,,339.3333333333333,,,328.6666666666667,,340.2,,,,524.0666666666667
2018-04-29 18:30:00,293.8666666666667,,,307.0,,318.73333333333335,,,333.8666666666667,,,321.73333333333335,,494.73333333333335,,,,566.1333333333333
2018-04-29 18:45:00,306.0,,,346.8,,339.8666666666667,,,332.6666666666667,,,368.13333333333327,,328.2,,,,540.9333333333333
2018-04-29 19:00:00,359.13333333333327,,,335.6,,377.33333333333326,,,354.86666666666673,,,384.8,,345.33333333333326,,,,648.4666666666667
2018-04-29 19:15:00,392.33333333333326,,,387.4,,397.53333333333336,,,424.53333333333336,,,406.8,,384.6,,,,666.4666666666667
2018-04-29 19:30:00,503.6,,,331.2,,438.53333333333336,,,478.8,,,484.53333333333336,,437.4666666666666,,,,726.9333333333333
2018-04-29 19:45:00,539.7333333333332,,,315.93333333333334,,471.2,,,564.2666666666668,,,524.2,,468.4666666666666,,,,742.2666666666668
2018-04-29 20:00:00,541.3333333333334,,,316.4,,502.73333333333335,,,627.5333333333333,,,589.6666666666666,,493.4,,,,793.5333333333333
2018-04-29 20:15:00,554.3333333333334,,,344.53333333333336,,517.2666666666668,,,612.5333333333333,,,574.2,,506.8,,,,793.7333333333332
2018-04-29 20:30:00,588.1333333333333,,,367.86666666666673,,523.0,,,626.9333333333333,,,844.1333333333333,,718.0666666666667,,,,750.9333333333333
2018-04-29 20:45:00,609.0666666666667,,,412.6,,534.1333333333333,,,657.9333333333333,,,599.2666666666668,,590.4666666666667,,,,770.9333333333333
2018-04-29 21:00:00,589.0666666666667,,,465.2,,547.8,,,654.1333333333333,,,596.2,,608.8666666666667,,,,784.7333333333332
2018-04-29 21:15:00,586.2,,,493.2,,566.0,,,661.0,,,599.0666666666667,,608.3333333333334,,,,779.1333333333333
2018-04-29 21:30:00,583.4666666666667,,,1739.8,,610.0,,,713.4,,,699.6666666666665,,601.8,,,,832.4
2018-04-29 21:45:00,590.0666666666667,,,1709.666666666667,,671.4666666666667,,,694.3333333333335,,,727.5333333333333,,618.4666666666667,,,,762.7333333333332
2018-04-29 22:00:00,611.1333333333333,,,1006.8,,675.4666666666667,,,752.7333333333332,,,646.3333333333334,,640.2666666666668,,,,777.4
2018-04-29 22:15:00,609.0666666666667,,,5987.866666666668,,678.0666666666667,,,671.9333333333333,,,620.6666666666666,,630.6666666666666,,,,734.2
2018-04-29 22:30:00,584.0666666666667,,,2922.733333333333,,782.4666666666667,,,643.3333333333334,,,598.2,,606.3333333333334,,,,696.6
2018-04-29 22:45:00,584.6,,,2545.6,,668.0666666666667,,,630.2,,,585.4,,594.5333333333333,,,,685.2
2018-04-29 23:00:00,602.7333333333332,,,1676.4,,656.1333333333333,,,618.0,,,581.2,,581.9333333333333,,,,701.3333333333335
2018-04-29 23:15:00,609.0,,,1505.1333333333334,,703.9333333333333,,,607.3333333333334,,,605.5333333333333,,585.6,,,,695.4666666666667
2018-04-29 23:30:00,629.8,,,1468.466666666667,,754.6,,,617.8666666666667,,,636.7333333333332,,599.2666666666668,,,,686.8
2018-04-29 23:45:00,639.2,,,1451.333333333333,,784.8,,,640.7333333333332,,,652.8,,831.9333333333333,,,,706.4666666666667
2018-04-30 00:00:00,655.2,,,1267.2,,761.1333333333333,,,678.3333333333334,,,782.8,,969.2666666666668,,,,723.2666666666668
2018-04-30 00:15:00,699.4,,,1294.5333333333333,,749.9333333333333,,,725.0,,,820.7333333333332,,898.4,,,,825.3333333333335
2018-04-30 00:30:00,759.6666666666665,,,1178.6666666666667,,809.8666666666667,,,731.7333333333332,,,802.2,,843.5333333333333,,,,808.9333333333333
2018-04-30 00:45:00,713.1333333333333,,,1172.0,,895.7333333333332,,,744.0666666666667,,,777.2666666666668,,868.4666666666667,,,,790.6666666666665
2018-04-30 01:00:00,769.0,,,925.0666666666667,,1057.6,,,819.4,,,832.7333333333332,,948.9333333333333,,,,808.7333333333332
2018-04-30 01:15:00,809.2,,,928.8,,887.7333333333332,,,818.8,,,856.6666666666665,,1064.5333333333333,,,,822.9333333333333
2018-04-30 01:30:00,852.0666666666667,,,996.6,,881.2666666666668,,,846.5333333333333,,,872.6666666666665,,1128.4666666666667,,,,851.2666666666668
2018-04-30 01:45:00,895.5333333333333,,,1272.5333333333333,,892.3333333333335,,,879.5333333333333,,,888.1333333333333,,1272.6666666666667,,,,1133.0
2018-04-30 02:00:00,935.0666666666667,,,1533.9333333333334,,925.7333333333332,,,1075.5333333333333,,,1031.7333333333333,,1324.5333333333333,,,,1036.9333333333334
2018-04-30 02:15:00,995.2,,,1305.0,,938.9333333333333,,,1089.2666666666667,,,1383.533333333333,,1324.6,,,,958.3333333333335
2018-04-30 02:30:00,971.6666666666665,,,1224.2666666666667,,934.9333333333333,,,1019.9333333333333,,,1333.3333333333333,,1362.0666666666666,,,,978.5333333333333
2018-04-30 02:45:00,1003.1333333333333,,,1359.8,,944.3333333333335,,,945.2666666666668,,,1032.0666666666666,,1339.8666666666666,,,,1109.6666666666667
2018-04-30 03:00:00,1034.2666666666667,,,1471.666666666667,,945.1333333333333,,,924.6666666666665,,,908.6,,1391.533333333333,,,,1112.1333333333334
2018-04-30 03:15:00,1009.5333333333333,,,2000.7333333333331,,949.5333333333333,,,940.7333333333332,,,896.8,,1458.7333333333331,,,,1208.8
2018-04-30 03:30:00,1017.4,,,1751.2,,951.2,,,931.0666666666667,,,899.8,,1488.333333333333,,,,1407.8
2018-04-30 03:45:00,1051.0,,,1597.7333333333331,,961.5333333333333,,,954.5333333333333,,,917.2666666666668,,1516.7333333333331,,,,1456.333333333333
2018-04-30 04:00:00,1045.2,,,1630.533333333333,,963.0,,,954.1333333333333,,,943.0666666666667,,2003.666666666667,,,,1623.6
2018-04-30 04:15:00,1111.5333333333333,,,1798.6,,979.5333333333333,,,970.3333333333335,,,975.0,,2554.4666666666667,,,,1875.8666666666666
2018-04-30 04:30:00,1100.7333333333333,,,1993.2666666666669,,987.5333333333333,,,991.6,,,999.0,,3640.266666666667,,,,1849.6
2018-04-30 04:45:00,1125.2666666666667,,,1867.7333333333331,,988.1333333333333,,,1002.3333333333335,,,1028.8,,8348.866666666667,,,,1951.1333333333332
2018-04-30 05:00:00,1162.8666666666666,,,1589.2666666666669,,1039.9333333333334,,,1049.1333333333334,,,1057.2,,10138.8,,,,1966.466666666667
2018-04-30 05:15:00,1174.4,,,1528.2666666666669,,1045.6,,,1098.8,,,1179.6,,7176.8,,,,1830.2666666666669
2018-04-30 05:30:00,1245.8666666666666,,,1620.8,,1093.8,,,1133.5333333333333,,,1367.0666666666666,,5405.133333333333,,,,2079.8
2018-04-30 05:45:00,1282.0666666666666,,,1814.1333333333332,,1142.4,,,1167.7333333333333,,,1483.2666666666669,,5003.666666666667,,,,2069.4
2018-04-30 06:00:00,1306.6666666666667,,,2210.4,,1191.7333333333333,,,1222.3333333333333,,,1588.7333333333331,,4649.533333333334,,,,2228.4666666666667
2018-04-30 06:15:00,1346.2666666666667,,,2015.4,,1207.6,,,1256.6,,,1646.6,,3920.666666666666,,,,2563.333333333333
2018-04-30 06:30:00,1374.2666666666667,,,1841.1333333333332,,1280.6666666666667,,,1338.3333333333333,,,1677.4,,3608.933333333333,,,,3030.666666666666
2018-04-30 06:45:00,1452.466666666667,,,1966.8,,1312.0666666666666,,,1450.2666666666669,,,2012.0,,3150.0,,,,3425.666666666666
2018-04-30 07:00:00,1467.333333333333,,,2156.333333333333,,1383.0,,,1578.1333333333334,,,2152.733333333333,,3205.2,,,,4084.8
2018-04-30 07:15:00,1421.0,,,1693.6,,1582.2666666666669,,,1533.1333333333334,,,2088.0,,3255.8,,,,5395.133333333333
2018-04-30 07:30:00,1374.6,,,1452.2,,1450.533333333333,,,1559.2,,,2106.933333333333,1405.7142857142858,3038.266666666667,,,,8179.6
2018-04-30 07:45:00,1471.533333333333,,,1498.6,,1340.4666666666667,,,1639.8666666666666,,,2165.266666666667,1702.0,2865.6,,,,4348.266666666666
2018-04-30 08:00:00,1465.1333333333334,,,1709.4,,2671.133333333333,,,1717.1333333333334,,,2075.866666666667,1982.2666666666669,3009.5333333333333,,,,7649.333333333332
2018-04-30 08:15:00,1432.2,,,1651.1333333333334,,1176.1333333333334,,,1686.2666666666669,,,1790.666666666667,1694.8666666666666,2655.6666666666665,,,,3847.266666666667
2018-04-30 08:30:00,1416.333333333333,,,1623.466666666667,,1051.4666666666667,,,1688.0666666666666,,,1538.2666666666669,1338.9333333333334,1813.8,,,,3625.866666666667
2018-04-30 08:45:00,1362.8,,,1446.533333333333,,1084.0,,,1264.9333333333334,,,1471.6,1287.5333333333333,1625.0,667.1666666666666,,,2239.6666666666665
2018-04-30 09:00:00,1229.4,,,1274.1333333333334,,1083.7333333333333,,,930.3333333333335,,,1506.8,1196.6666666666667,1496.0,1131.7333333333333,,,2538.866666666667
2018-04-30 09:15:00,1083.5333333333333,,,914.0666666666667,,1054.4666666666667,,,1018.2666666666668,,,1429.1333333333334,1184.5333333333333,1383.8666666666666,1211.2,,,2703.933333333333
2018-04-30 09:30:00,986.9333333333333,,,794.6,,1032.8666666666666,,,1151.4,,,1455.6,1117.0,1348.2,1195.9333333333334,,,2461.8
2018-04-30 09:45:00,918.4,,,751.8,,877.1333333333333,,,1265.2,,,1430.533333333333,1063.4,1111.8,1084.2,1781.0,,5581.333333333332
2018-04-30 10:00:00,778.6666666666665,,,701.2666666666668,,775.0666666666667,,,1279.7333333333333,,,1344.0,1023.0,921.6,921.3333333333335,1970.0666666666666,,5298.6
2018-04-30 10:15:00,648.8,,,678.7333333333332,,759.2,,,1198.2,,,1272.4,932.1333333333333,807.6666666666665,879.0666666666667,2062.4666666666667,,2375.4666666666667
2018-04-30 10:30:00,554.6,,,724.6,,762.9333333333333,,,1034.0666666666666,,,1140.2666666666667,816.4666666666667,816.0,850.8,1555.666666666667,,1986.2
2018-04-30 10:45:00,548.0666666666667,,,759.8666666666667,,715.6666666666665,,,1069.2,,,1090.0666666666666,773.6,658.4666666666667,775.5333333333333,1236.3333333333333,,1701.6
