Date/Time,7024_O_DRRY,8750_O_DOWN,7807_O_FRHL,7521_O_WDER,4150_O_ELIB,1185_O_NOSD,8980_O_SOAK,4431_O_WBG,6063_O_BRHT,6132_O_MONG,6693_O_DCCH_DC,6565_O_MANT_MA,3390_O_ROSS,6255_O_MTLE,4606_O_XXXX,2814_O_MCCA,3283_O_LWCV
2022-12-01 15:00:00,,1433.5,,,,1360.5714285714287,,436.35714285714283,,,571.8571428571429,,840.6428571428571,,,,
2022-12-01 15:15:00,,1217.1333333333334,,,,1312.6666666666667,,479.06666666666666,,,493.53333333333336,,867.4,,,,
2022-12-01 15:30:00,,1737.3333333333333,,,,1321.3333333333333,,557.6666666666666,,,491.46666666666664,,893.1333333333333,,,,
2022-12-01 15:45:00,,2335.266666666667,,,,1304.4666666666667,,581.2,,,523.0666666666667,,885.7333333333333,,,,
2022-12-01 16:00:00,,1074.0,,,,1390.1333333333334,,681.8666666666667,,,470.1333333333333,,909.6,,,,
2022-12-01 16:15:00,,1115.2,,,,1590.1333333333334,,718.0,,,523.7333333333333,,879.7333333333333,,,,
2022-12-01 16:30:00,,1798.5333333333333,,,,1554.9333333333334,,729.6666666666666,,,580.6666666666666,,878.7333333333333,,,,
2022-12-01 16:45:00,,1334.8,,,,1799.9333333333334,,750.8,,,557.7333333333333,,906.4666666666667,,,,
2022-12-01 17:00:00,,1185.6,,,,1797.4,,811.2666666666667,,,575.6,,912.2,,,,
2022-12-01 17:15:00,,1004.6,,,,1610.2666666666667,,879.8,,,571.8666666666667,,911.0,,,,
2022-12-01 17:30:00,,1098.9333333333334,,,,1561.4666666666667,,1218.2,,,565.0,,938.8666666666667,,461.875,,
2022-12-01 17:45:00,,2813.3333333333335,,,,1618.3333333333333,,1382.3333333333333,,,611.8,,1013.0666666666667,,602.8666666666667,,
2022-12-01 18:00:00,,1209.0,,,,1622.8666666666666,,1390.8,,,631.0666666666667,,1074.8666666666666,,3330.5333333333333,,
2022-12-01 18:15:00,,1199.2,,,,1700.1333333333334,,1202.5333333333333,,,672.5333333333333,,1094.4,,6237.8,,
2022-12-01 18:30:00,,1190.0666666666666,,,,2014.4,,1608.4,,,1012.8666666666667,,1177.5333333333333,,8624.266666666666,,
2022-12-01 18:45:00,,1175.0,,,,2271.6666666666665,,2101.266666666667,,,1121.2666666666667,,1324.6,,11604.733333333334,,
2022-12-01 19:00:00,,5306.733333333334,,,,2586.133333333333,,2124.3333333333335,,,842.2666666666667,,1292.9333333333334,,14270.266666666666,,
2022-12-01 19:15:00,,3146.6666666666665,,,,2535.4666666666667,,1955.0666666666666,,,777.4666666666667,,1366.9333333333334,,14149.066666666668,,
2022-12-01 19:30:00,,5836.466666666666,,,,2528.2,,1956.8,,,952.6666666666666,,1515.8666666666666,,8975.666666666666,,
2022-12-01 19:45:00,,4274.466666666666,,,,2584.733333333333,,2249.733333333333,,,997.6,,1616.2666666666667,,6971.133333333333,,
2022-12-01 20:00:00,,3751.2,,,,2436.0,,2355.6,,,1056.9333333333334,,1780.5333333333333,,4097.066666666667,,
2022-12-01 20:15:00,,1776.5333333333333,,,,2554.4,,2392.866666666667,,,1068.9333333333334,,1894.2666666666667,,2758.5333333333333,,
2022-12-01 20:30:00,,1801.1333333333334,,,,2668.133333333333,,2380.866666666667,3311.5,,1142.0,,1991.2,,2180.2,,
2022-12-01 20:45:00,,1900.4,,,,2752.6,,2303.8,3262.0,,1174.2,,2255.133333333333,,1816.6,,
2022-12-01 21:00:00,,2091.2,,,,2618.4,,2365.3333333333335,2970.0,,1665.4,,2718.3333333333335,,1556.3333333333333,,
2022-12-01 21:15:00,,1985.9333333333334,,,,2722.733333333333,,2475.133333333333,3108.6,,1402.6666666666667,,2847.866666666667,,1375.9333333333334,,
2022-12-01 21:30:00,,2775.5333333333333,,,,2866.4666666666667,,3008.8,3300.8,,1404.5333333333333,,3050.4666666666667,,1242.7333333333333,,
2022-12-01 21:45:00,,2340.6666666666665,,,,3265.133333333333,,2803.6666666666665,3465.0666666666666,,1481.9333333333334,,2958.8,,1168.6666666666667,,
2022-12-01 22:00:00,,2675.4666666666667,,,,3462.133333333333,,2817.133333333333,3927.4,,1479.7333333333333,,3052.0,,1127.0666666666666,,
2022-12-01 22:15:00,,2306.133333333333,,,,3327.6,,2892.266666666667,4171.933333333333,,1536.5333333333333,,3021.6666666666665,,1090.6,,
2022-12-01 22:30:00,,2232.6666666666665,,,,3637.6,,2775.2,3912.5333333333333,,1603.0666666666666,,3086.0666666666666,,1080.6666666666667,,
2022-12-01 22:45:00,,2510.2,,,,3673.0666666666666,,2761.9333333333334,4092.733333333333,,1770.0666666666666,,3141.6666666666665,,1050.2666666666667,,
2022-12-01 23:00:00,,2525.733333333333,,,,3530.866666666667,,3111.266666666667,4130.4,,1876.0,,3177.9333333333334,,1055.9333333333334,,
2022-12-01 23:15:00,,2640.9333333333334,,,,3904.6,,3204.5333333333333,3981.0666666666666,,1932.6666666666667,,3095.0666666666666,,1058.1333333333334,,
2022-12-01 23:30:00,,2483.266666666667,,,,3821.8,,2958.4,3969.5333333333333,,2061.0,,3149.4666666666667,,1082.5333333333333,,
2022-12-01 23:45:00,,2473.4666666666667,,,,3859.133333333333,,2771.6666666666665,3867.3333333333335,,2404.133333333333,,3241.3333333333335,,1065.8,,
2022-12-02 00:00:00,,2519.133333333333,,,,3947.0,,2700.3333333333335,3995.266666666667,,2198.866666666667,,3281.733333333333,,1100.9333333333334,,
2022-12-02 00:15:00,,2852.266666666667,,,,4093.6,,2771.133333333333,4104.333333333333,,2323.0,,3213.2,,1136.8,,
2022-12-02 00:30:00,,2901.6,,,,4243.2,,2895.4666666666667,4217.933333333333,,2329.266666666667,,3122.6666666666665,,1191.7333333333333,,
2022-12-02 00:45:00,,2974.733333333333,,,,4228.4,,2918.0666666666666,4363.8,,2327.0666666666666,,3165.5333333333333,,1203.2666666666667,,
2022-12-02 01:00:00,,3130.4,,,,4327.066666666667,,2856.2,4623.866666666667,,2398.8,,3110.0,,1252.8,,
2022-12-02 01:15:00,,3143.6,,,,4303.066666666667,,3091.866666666667,5032.333333333333,,2637.4,,3217.0,,1290.0666666666666,,
2022-12-02 01:30:00,,3136.6,,,,4478.466666666666,,2973.266666666667,5103.533333333334,,2571.5333333333333,,3198.6,,1319.3333333333333,,
2022-12-02 01:45:00,,3164.866666666667,,,,4557.733333333334,,3110.0,5127.6,,2709.2,,3204.266666666667,,1346.1333333333334,,
2022-12-02 02:00:00,,3353.6,,,,5033.8,,3489.0,5849.266666666666,,2802.4,,3402.6,,1396.2666666666667,,
2022-12-02 02:15:00,,3287.733333333333,,,,4977.0,,3365.4,5760.666666666667,,3297.866666666667,,3465.5333333333333,,1434.9333333333334,,
2022-12-02 02:30:00,,3398.266666666667,,,,4687.666666666667,,3312.6,5624.0,,3507.866666666667,,4582.933333333333,,1462.2,,
2022-12-02 02:45:00,,3620.8,,,,4740.266666666666,,3297.9333333333334,5537.0,,3329.133333333333,,4796.666666666667,,1517.8666666666666,,
2022-12-02 03:00:00,,3835.8,,,,4835.6,,3216.2,5966.8,,3167.3333333333335,,4195.533333333334,,1540.9333333333334,,
2022-12-02 03:15:00,,3594.0666666666666,,,,4725.466666666666,,3598.6666666666665,5454.4,,3094.133333333333,,4067.733333333333,,1573.7333333333333,,
2022-12-02 03:30:00,,3525.4,,,,4587.933333333333,,4287.733333333334,5441.733333333334,,3191.6,,3859.3333333333335,,3669.4666666666667,,
2022-12-02 03:45:00,,3467.6,,,,4412.4,,3896.133333333333,5468.866666666667,,3459.4,,3530.0666666666666,,3094.0666666666666,,
2022-12-02 04:00:00,,3605.4666666666667,,,,4264.733333333334,,4082.6,5530.466666666666,,3793.133333333333,,3410.4666666666667,,2850.733333333333,,
2022-12-02 04:15:00,,3703.6,,,,4367.733333333334,,3752.2,5575.133333333333,,4094.0,,3319.3333333333335,,2944.3333333333335,,
2022-12-02 04:30:00,,3582.3333333333335,,,,4187.933333333333,,3688.6,5495.466666666666,,4092.5333333333333,,3360.0666666666666,,2539.4,,
2022-12-02 04:45:00,,3457.866666666667,,,,3974.2,,3693.133333333333,5549.8,,4236.2,,3255.6666666666665,,2543.4,,
2022-12-02 05:00:00,,3466.4,,,,3918.5333333333333,,3691.266666666667,5510.0,,4167.2,,3061.2,,2559.6666666666665,,
2022-12-02 05:15:00,,3337.5333333333333,,,,3803.266666666667,,3657.3333333333335,5487.533333333334,,4205.6,,2907.0,,2840.6,,
2022-12-02 05:30:00,,3119.733333333333,,,,3777.9333333333334,,4492.6,5237.2,,4204.533333333334,,2879.733333333333,,2753.4666666666667,,
2022-12-02 05:45:00,,2989.6666666666665,,,,3796.733333333333,,4269.733333333334,4710.2,,4049.4,,2809.5333333333333,,2938.4666666666667,,
2022-12-02 06:00:00,,2966.0,,,,3766.2,,3721.866666666667,4375.333333333333,,3985.6666666666665,,2908.4,,3106.3333333333335,,
2022-12-02 06:15:00,,2980.6,,,,3773.4666666666667,,3421.866666666667,3628.0666666666666,,3810.6666666666665,,2775.866666666667,,3034.133333333333,,
2022-12-02 06:30:00,,2973.0666666666666,,,,3737.0666666666666,,3233.9333333333334,3070.8,,3807.0666666666666,,2758.9333333333334,,3496.4666666666667,,
2022-12-02 06:45:00,,3415.4,,,,3789.2,,3393.9333333333334,2991.6666666666665,,3910.8,,2727.4,,2264.733333333333,,
2022-12-02 07:00:00,,3179.9333333333334,,,,3786.8,,3517.266666666667,3028.6666666666665,,4042.3333333333335,,2833.866666666667,,2555.2,,
2022-12-02 07:15:00,,2867.0,,,,3876.866666666667,,3571.4,3108.266666666667,,3916.133333333333,,2742.266666666667,,6677.933333333333,,
2022-12-02 07:30:00,,2650.2,,,,3672.4,,3927.9333333333334,3174.0,,4084.133333333333,,2642.6,,9820.333333333334,,
2022-12-02 07:45:00,,2636.733333333333,,,,3855.866666666667,,4046.266666666667,3253.4,,3978.2,,2678.6666666666665,,10944.066666666668,,
2022-12-02 08:00:00,,2455.5333333333333,,,,3865.0,,4063.0666666666666,3341.0666666666666,,3985.733333333333,,2621.0,,7496.2,,
2022-12-02 08:15:00,,2278.266666666667,,4618.714285714285,,3723.866666666667,,3732.4,3260.8,,3597.4,,2545.133333333333,,5593.466666666666,,
2022-12-02 08:30:00,,2352.8,,4053.733333333333,,3744.4666666666667,,3705.2,3224.3333333333335,,3631.733333333333,,2461.133333333333,,3903.733333333333,,
2022-12-02 08:45:00,,2539.866666666667,,5678.0,,3687.4,,3622.4,3011.0,,3856.0,,2587.0666666666666,,2799.0666666666666,,
2022-12-02 09:00:00,,2556.2,,2272.866666666667,,3609.6666666666665,,3669.4,3351.733333333333,,4025.8,,2448.9333333333334,,2222.0666666666666,,
2022-12-02 09:15:00,,4178.466666666666,,1790.1333333333334,,3708.133333333333,,3776.4,3547.0666666666666,,4002.0666666666666,,2189.6666666666665,,1807.9333333333334,,
2022-12-02 09:30:00,,4369.666666666667,,2501.8,,3588.4,,3911.6,3378.0,,3567.733333333333,,2055.4666666666667,,1438.3333333333333,,
2022-12-02 09:45:00,,5658.8,,4080.733333333333,,3241.6,,4309.933333333333,3399.0666666666666,,3194.4666666666667,,1901.7333333333333,,1158.6666666666667,,
2022-12-02 10:00:00,,4392.933333333333,,2030.8666666666666,,3442.6,,4665.933333333333,3401.733333333333,,2848.0,,1850.6,,953.9333333333333,,
2022-12-02 10:15:00,,2758.0666666666666,,1597.5333333333333,,3318.3333333333335,,4253.066666666667,3317.866666666667,,1616.6,,1874.4,,793.6666666666666,,
2022-12-02 10:30:00,,3460.8,,1369.8666666666666,,3057.3333333333335,,3697.0,3261.4666666666667,,1403.1333333333334,,1756.2666666666667,,661.7333333333333,,
2022-12-02 10:45:00,,3621.4666666666667,,1595.5333333333333,,2839.5333333333333,,3610.4,3371.133333333333,,1316.3333333333333,,1715.1333333333334,,553.2,,
2022-12-02 11:00:00,,3359.9333333333334,,1582.5333333333333,,2363.0,,3413.0,3187.133333333333,,1225.7333333333333,,1674.9333333333334,,476.4,,
2022-12-02 11:15:00,,4560.066666666667,,1490.3333333333333,,1571.1333333333334,,3249.733333333333,2594.6666666666665,,1042.5333333333333,,1479.4666666666667,,424.53333333333336,,
2022-12-02 11:30:00,,3079.6,,1467.8666666666666,,1116.2666666666667,,3047.9333333333334,2097.133333333333,,955.0,,1101.9333333333334,,386.2,,
2022-12-02 11:45:00,,5628.8,,1473.6,,888.1333333333333,,2212.866666666667,1814.3333333333333,,910.3333333333334,,982.8666666666667,,351.6,,
