Date/Time,1502_O_BLPK,2071_O_NOSD,2348_O_HILL,2533_O_ALTN,2759_O_BRHT,3555_O_SCLL,4431_O_WBG,4860_O_SQHN,5571_O_BUFF,5575_O_ETNA,5624_O_BUFF,6582_O_OAKD,6959_O_ELIB,7324_O_NSHR,8485_O_FRSP,8609_O_DOWN,8941_O_MTLE
2018-08-18 03:15:00,,,,,,2784.6,,,1536.9333333333334,,,,1424.2,1614.333333333333,,,
2018-08-18 03:30:00,,,,,,2700.6666666666665,,,1545.7333333333331,,,,1345.7333333333333,1722.0666666666666,,,
2018-08-18 03:45:00,,,,,,2728.933333333333,,,1593.333333333333,,,,1523.6,1589.533333333333,,,
2018-08-18 04:00:00,,,,,,2735.4,,,1732.466666666667,,,,2137.866666666667,1509.533333333333,,,
2018-08-18 04:15:00,,,,,,2712.8,,,1905.9333333333332,,,,2290.5333333333333,1374.7333333333331,,,
2018-08-18 04:30:00,,,,,,2729.6666666666665,,,1985.4,,,,1616.7333333333331,1243.8666666666666,,,
2018-08-18 04:45:00,,,,,,2776.6,,,2044.4,,,,1250.6,1328.9333333333334,,,
2018-08-18 05:00:00,,,,,,2709.6666666666665,,,2064.933333333333,,,,1191.4,1268.3333333333333,,,
2018-08-18 05:15:00,,,,,,2646.133333333333,,,2074.733333333333,,,,1240.0666666666666,1220.6,,,
2018-08-18 05:30:00,,,,,,2558.6666666666665,,,1948.9333333333332,,,,1054.8,1252.4666666666667,,,
2018-08-18 05:45:00,,,,,,2498.8,,,1848.0,,,,1063.4,1166.8,,,
2018-08-18 06:00:00,,,,,,2380.5333333333333,,,1810.1333333333332,,,,1004.6666666666665,1127.8,,,
2018-08-18 06:15:00,,,,,,2324.4666666666667,,,1866.4,,,,1034.4666666666667,1088.3333333333333,,,
2018-08-18 06:30:00,,,,,,2264.6666666666665,,,1842.8666666666666,,,,976.4666666666667,1037.1333333333334,,,
2018-08-18 06:45:00,,,,,,2312.6666666666665,,,1850.2,,,,973.1333333333333,1000.0,,,
2018-08-18 07:00:00,,,,,,2230.266666666667,,,1864.2666666666669,,,,920.1333333333333,964.4666666666667,,,
