Date/Time,2164_O_DMBR,7924_O_LWCV,5809_O_SHGT,6651_O_SHGT,6780_O_FXCP,2130_O_MTOV,2759_O_BRHT,8888_O_MRSD,5624_O_BUFF,2400_O_STGC,7578_O_BVFL,3746_O_DOWN,8941_O_MTLE,5571_O_BUFF,4431_O_WBG,5470_O_SQHS,4667_O_PHLL,2554_O_STCG,4363_O_XXXX,4530_O_CNTP,4463_O_XXXX,8457_O_XXXX
2019-01-11 15:00:00,,,179.71428571428572,,,56.357142857142854,,,46.357142857142854,,,,,46.357142857142854,,,,,67.92857142857143,,,
2019-01-11 15:15:00,,,39.13333333333333,,,57.46666666666667,,,46.733333333333334,,,,,46.733333333333334,,,,,74.4,,,
2019-01-11 15:30:00,,,56.06666666666667,,,64.06666666666666,,,45.0,,,,,45.0,,,,,90.26666666666667,,,
2019-01-11 15:45:00,,,73.6,,,65.4,,,46.4,,,,,46.4,,,,,63.333333333333336,,,
2019-01-11 16:00:00,,,104.2,,,57.8,,,48.93333333333333,,,,,48.93333333333333,,,,,79.26666666666667,,,
2019-01-11 16:15:00,,,119.4,,,52.666666666666664,,,50.46666666666667,,,,,50.46666666666667,,,,,81.8,,,
2019-01-11 16:30:00,,,136.66666666666666,,,54.666666666666664,,,53.53333333333333,,,,,53.53333333333333,,,,,76.86666666666666,,,
2019-01-11 16:45:00,,,141.53333333333333,,,73.06666666666666,,,53.93333333333333,,,,,53.93333333333333,,,,,85.66666666666667,,,
2019-01-11 17:00:00,,,106.26666666666667,,,66.26666666666667,,,53.06666666666667,,68.28571428571429,,,53.06666666666667,,,,,83.06666666666666,,,
2019-01-11 17:15:00,,,113.73333333333333,,,68.06666666666666,,,56.0,,111.8,,,56.0,,,,,104.6,,,
2019-01-11 17:30:00,,,111.13333333333334,,,72.73333333333333,,,54.6,,89.86666666666666,,,54.6,,,,,80.0,,,
2019-01-11 17:45:00,,,153.26666666666668,,,73.86666666666666,,,64.13333333333334,,119.6,,,64.13333333333334,,,,,84.53333333333333,,,
2019-01-11 18:00:00,,,145.66666666666666,106.25,,71.93333333333334,,,68.73333333333333,,109.8,,,68.73333333333333,,,,,91.93333333333334,,,
2019-01-11 18:15:00,,,128.73333333333332,72.93333333333334,,80.73333333333333,,,75.06666666666666,,125.73333333333333,,,75.06666666666666,,,,,95.6,,,
2019-01-11 18:30:00,,,124.33333333333333,88.33333333333333,,80.06666666666666,,,73.26666666666667,,136.13333333333333,,,73.26666666666667,,,,,102.2,,,
2019-01-11 18:45:00,,,123.93333333333334,110.13333333333334,,85.26666666666667,,,75.2,,143.53333333333333,,,75.2,,,,,103.66666666666667,,,
2019-01-11 19:00:00,,,115.26666666666667,103.8,,87.46666666666667,,,75.4,,117.66666666666667,,,75.4,,,,,111.13333333333334,,,
2019-01-11 19:15:00,,,138.8,117.13333333333334,,88.53333333333333,,,129.13333333333333,,149.4,,,129.13333333333333,,,,,118.8,,,
2019-01-11 19:30:00,,,130.13333333333333,110.86666666666666,,98.06666666666666,,,104.6,,147.53333333333333,,,104.6,,,,,124.4,,,
2019-01-11 19:45:00,,,121.8,102.46666666666667,,101.26666666666667,,,82.0,,151.2,,,82.0,,,,,127.93333333333334,,,
2019-01-11 20:00:00,,,123.6,99.86666666666666,,102.86666666666666,,,88.06666666666666,,168.66666666666666,,,88.06666666666666,,,,,131.86666666666667,,,
2019-01-11 20:15:00,,,121.8,99.2,,118.86666666666666,,,89.26666666666667,,150.0,,,89.26666666666667,,,,,139.46666666666667,,,
2019-01-11 20:30:00,,,122.4,109.33333333333333,,107.06666666666666,,,103.53333333333333,,145.26666666666668,,,103.53333333333333,,,,,140.4,,,
2019-01-11 20:45:00,,,124.13333333333334,100.66666666666667,,117.13333333333334,,,89.66666666666667,,162.06666666666666,,,89.66666666666667,,,,,134.53333333333333,,,
2019-01-11 21:00:00,,,139.26666666666668,102.8,,129.46666666666667,,,88.73333333333333,,167.53333333333333,,,88.73333333333333,,,,,142.93333333333334,,,
2019-01-11 21:15:00,,,131.2,101.46666666666667,,131.0,,,115.86666666666666,,184.0,,,115.86666666666666,,,,,143.93333333333334,,,
