Date/Time,1369_O_GIBS,1404_O_TROY,1502_O_BLPK,2071_O_NOSD,2281_O_HiPK,3555_O_SCLL,4431_O_WBG,4482_O_VLVW,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6745_O_STDT,6809_O_SQHS,7543_O_MILL,7870_O_MILL,8109_O_FXCP,8183_O_MILL,8698_O_NOSD,8941_O_MTLE
2017-08-24 07:15:00,1350.1333333333334,341.06666666666666,1578.4,2034.2666666666669,2962.933333333333,1157.0,1454.666666666667,1754.2,842.2666666666668,842.2666666666668,,1943.0,2843.6,2532.0666666666666,872.8,1020.1333333333333,,,2527.0666666666666
2017-08-24 07:30:00,1334.8,540.0666666666667,1522.2,2058.733333333333,3936.666666666666,1089.6,1124.0,1564.9333333333334,729.4666666666667,729.4666666666667,,1912.2,3574.333333333333,2512.266666666667,869.1333333333333,1019.4,,,1896.8666666666666
2017-08-24 07:45:00,1241.6,697.3333333333335,1583.2,2184.933333333333,4768.066666666667,935.0666666666667,945.2,1246.0,735.4666666666667,735.4666666666667,,1895.0,3989.6,2549.0666666666666,875.0,1008.4666666666667,,,1401.8666666666666
2017-08-24 08:00:00,1251.7333333333333,1265.8666666666666,1527.0666666666666,2859.066666666666,5523.266666666666,801.0666666666667,871.8,1187.8666666666666,714.4666666666667,714.4666666666667,,1633.9333333333334,4528.0,2507.8,815.1333333333333,904.4,,,1375.1333333333334
2017-08-24 08:15:00,1227.1333333333334,1255.4666666666667,1568.2666666666669,2991.933333333333,6051.0,770.5333333333333,646.3333333333334,1229.9333333333334,595.8666666666667,595.8666666666667,,1712.666666666667,4627.533333333334,2570.5333333333333,749.9333333333333,1041.2,,,1731.8
2017-08-24 08:30:00,1458.466666666667,1075.9333333333334,1504.2666666666669,2868.266666666667,6416.0,719.7333333333332,616.0,1226.1333333333334,568.8666666666667,568.8666666666667,,2220.133333333333,3420.0,2725.266666666667,864.6,1168.2,,,1782.8666666666666
2017-08-24 08:45:00,1049.8666666666666,1382.6,1385.1333333333334,2906.6,6643.333333333332,642.2666666666668,829.1333333333333,1098.4666666666667,822.8,822.8,,2635.0,3369.133333333333,2880.4,908.8666666666667,1104.6,,,1272.8
2017-08-24 09:00:00,1047.4,1244.0,1356.3333333333333,2894.933333333333,6385.0666666666675,611.7333333333332,1054.6666666666667,1025.1333333333334,711.4,711.4,,2850.6,4236.666666666667,2934.266666666667,1043.6666666666667,1060.7333333333333,,,1160.0666666666666
2017-08-24 09:15:00,1068.6666666666667,929.3333333333335,1431.0666666666666,2838.4,5895.733333333334,715.6,1015.5333333333333,922.6666666666665,638.2,638.2,,2680.133333333333,4190.733333333334,3303.266666666667,1028.2,993.5333333333333,,,1134.3333333333333
2017-08-24 09:30:00,910.6666666666665,1161.0666666666666,1408.333333333333,2426.333333333333,4373.466666666666,693.6666666666665,1099.0666666666666,930.4666666666667,492.8,492.8,,2525.733333333333,3335.8,3036.2,978.2,945.2666666666668,,,1109.9333333333334
2017-08-24 09:45:00,713.6666666666665,1422.6,1337.5333333333333,1887.0,2900.266666666667,523.4,1301.2,861.0,430.73333333333335,430.73333333333335,,2212.0666666666666,2326.0666666666666,3423.866666666667,908.9333333333333,904.4666666666667,,,1252.8666666666666
2017-08-24 10:00:00,635.5333333333333,1474.2666666666669,1299.4,1743.8,2680.133333333333,413.53333333333336,1147.5333333333333,875.6666666666665,379.53333333333336,379.53333333333336,,2164.6666666666665,1982.4,3682.8,919.5333333333333,958.3333333333335,,,1281.7333333333333
2017-08-24 10:15:00,588.6,1420.9333333333334,1136.0666666666666,1665.8666666666666,2424.866666666667,366.6,1006.2,767.3333333333335,432.2,432.2,,2119.733333333333,1828.2666666666669,4176.933333333333,872.5333333333333,861.0666666666667,,,1191.4666666666667
2017-08-24 10:30:00,594.3333333333334,1429.0666666666666,1044.3333333333333,1431.466666666667,2390.0,414.73333333333335,957.7333333333332,705.6,475.26666666666665,475.26666666666665,,2104.5333333333333,1836.2,4445.333333333333,1067.4666666666667,811.4666666666667,,,1068.6
2017-08-24 10:45:00,602.8,1517.0666666666666,939.3333333333335,1254.6666666666667,2468.933333333333,525.3333333333334,1140.8666666666666,765.5333333333333,517.6,517.6,,2037.2,1529.0,3266.733333333333,1073.0,726.0666666666667,,,853.9333333333333
2017-08-24 11:00:00,627.4,1686.0,917.4666666666667,1110.1333333333334,2242.5333333333333,583.1333333333333,974.8,953.7333333333332,522.8666666666667,522.8666666666667,,1697.666666666667,1597.333333333333,1390.2,1074.1333333333334,723.3333333333335,,,747.9333333333333
2017-08-24 11:15:00,634.8,1766.6,894.8,1079.0,2173.4666666666667,669.7333333333332,826.6666666666665,955.9333333333333,525.9333333333333,525.9333333333333,,1656.466666666667,1660.0,4490.266666666666,1063.0666666666666,716.3333333333335,,,1242.8
2017-08-24 11:30:00,623.7333333333332,1925.6,897.8666666666667,1024.0666666666666,2294.6,674.2,753.4,957.4,541.6666666666666,541.6666666666666,,1653.7333333333331,1607.2,5502.733333333334,910.1333333333333,781.2666666666668,,,1492.533333333333
2017-08-24 11:45:00,582.2666666666668,1611.1333333333334,937.0666666666667,934.5333333333333,1671.6,685.3333333333334,788.8666666666667,1069.3333333333333,573.8,573.8,,1746.9333333333334,1689.0666666666666,5020.666666666667,943.3333333333335,858.8666666666667,,,1035.2666666666667
2017-08-24 12:00:00,543.0666666666667,1351.0666666666666,916.0,806.4666666666667,1238.6666666666667,714.6,826.7333333333332,1021.6,526.6,526.6,,1212.4,1223.8666666666666,5312.866666666667,838.9333333333333,902.9333333333333,,,1676.7333333333331
2017-08-24 12:15:00,544.9333333333333,1174.2,878.4666666666667,777.4666666666667,1169.3333333333333,672.9333333333333,939.9333333333333,975.0,541.8,541.8,,1080.6666666666667,1023.2666666666668,4258.666666666667,774.0,1011.0666666666667,,,898.5333333333333
2017-08-24 12:30:00,521.6,1135.6,927.0,831.2666666666668,1014.0666666666667,675.2,838.4666666666667,931.9333333333333,564.9333333333333,564.9333333333333,,943.1333333333333,911.0,1805.466666666667,750.8666666666667,959.6,,,762.6666666666665
2017-08-24 12:45:00,532.2,939.0,838.2,854.1333333333333,950.6666666666665,711.5333333333333,782.9333333333333,897.4666666666667,559.2666666666668,559.2666666666668,,964.8,1063.3333333333333,6398.666666666668,725.8666666666667,947.6666666666665,,,812.4
2017-08-24 13:00:00,552.9333333333333,807.7333333333332,801.1333333333333,892.0,885.1333333333333,669.4,780.8,779.4,530.3333333333334,530.3333333333334,,1899.4,866.1333333333333,5336.533333333334,654.5333333333333,862.4,,,759.6666666666665
2017-08-24 13:15:00,568.0,747.5333333333333,762.3333333333335,916.6,833.4666666666667,746.8666666666667,773.9333333333333,718.7333333333332,529.4,529.4,,881.2666666666668,789.1333333333333,4542.333333333333,726.3333333333335,807.7333333333332,,,692.7333333333332
2017-08-24 13:30:00,582.2,675.8,782.1333333333333,916.6,879.6,732.5333333333333,761.1333333333333,745.4666666666667,511.8,511.8,,868.4,859.0,7240.866666666668,728.6666666666665,779.2,,,646.6
2017-08-24 13:45:00,557.0,617.2,795.2,891.2,960.0,739.7333333333332,756.7333333333332,704.9333333333333,452.9333333333333,452.9333333333333,,877.6666666666665,938.8666666666667,4591.0,708.4666666666667,787.6,,,764.1333333333333
2017-08-24 14:00:00,503.9333333333333,591.4666666666667,735.2666666666668,878.8,975.0666666666667,731.1333333333333,730.5333333333333,693.5333333333333,400.86666666666673,400.86666666666673,,845.4,959.8,3965.4666666666662,700.0666666666667,788.7333333333332,,,1564.8666666666666
2017-08-24 14:15:00,457.9333333333333,593.4,721.2666666666668,907.7333333333332,1025.8,670.3333333333334,953.0,674.2,399.86666666666673,399.86666666666673,,917.1333333333333,986.4666666666667,3536.666666666666,736.4,746.0666666666667,,,1981.1333333333332
2017-08-24 14:30:00,429.26666666666665,630.8666666666667,772.9333333333333,931.9333333333333,1014.9333333333333,1031.4666666666667,751.9333333333333,673.0666666666667,494.53333333333336,494.53333333333336,,964.8666666666667,943.7333333333332,3413.733333333333,726.8,725.3333333333335,,,853.3333333333335
2017-08-24 14:45:00,425.26666666666665,1846.0666666666666,804.6666666666665,860.8,1020.1333333333333,713.6666666666665,825.1333333333333,693.2666666666668,525.2,525.2,,1021.6,999.8666666666667,3112.0,698.2666666666668,710.1333333333333,,,733.3333333333335
2017-08-24 15:00:00,458.33333333333326,1058.6,770.8,858.6666666666665,962.9333333333333,743.4666666666667,775.0666666666667,646.4,532.9333333333333,532.9333333333333,,984.2666666666668,853.1333333333333,3459.266666666667,759.0666666666667,718.1333333333333,,,1147.4666666666667
2017-08-24 15:15:00,478.2,820.2,661.8666666666667,892.3333333333335,890.9333333333333,714.9333333333333,785.6,609.9333333333333,544.4,544.4,,876.0,779.4,4517.6,798.8,859.4,,,817.6
2017-08-24 15:30:00,524.3333333333334,731.7333333333332,621.4666666666667,1060.1333333333334,949.0666666666667,707.5333333333333,755.8,682.0666666666667,552.6666666666666,552.6666666666666,,643.6,797.8666666666667,5309.333333333333,754.3333333333335,816.0,,,699.2
2017-08-24 15:45:00,668.0,727.4666666666667,580.9333333333333,1061.6666666666667,1011.2666666666668,708.4,758.8,700.2,602.2666666666668,602.2666666666668,,687.8,816.8666666666667,4433.8,728.4,726.8666666666667,,,1101.6666666666667
2017-08-24 16:00:00,831.2,943.3333333333335,719.3333333333335,1043.3333333333333,954.0,659.7333333333332,790.6,714.0,715.2,715.2,,656.8,855.2666666666668,4279.333333333333,690.8,704.0666666666667,,,815.5333333333333
2017-08-24 16:15:00,896.4,834.1333333333333,677.1333333333333,1083.1333333333334,928.4,673.2,786.1333333333333,890.1333333333333,683.2,683.2,,797.4,828.4666666666667,3685.2,693.8666666666667,832.6,,,878.6
2017-08-24 16:30:00,921.8666666666667,795.2,777.2666666666668,1044.6666666666667,944.8666666666667,685.0666666666667,950.0666666666667,1703.1333333333334,631.6,631.6,,1024.5333333333333,864.9333333333333,3115.4666666666667,943.4,1500.8666666666666,,,736.8666666666667
2017-08-24 16:45:00,928.4666666666667,770.7333333333332,741.2,1046.2666666666667,952.3333333333335,730.4,754.0666666666667,1396.9333333333334,628.2666666666668,628.2666666666668,,1254.2,937.9333333333333,3257.2,1114.2666666666667,1388.666666666667,,,712.0
2017-08-24 17:00:00,995.8666666666667,853.0,711.6666666666665,1085.0666666666666,1151.3333333333333,1141.4666666666667,782.2,1058.4,656.2666666666668,656.2666666666668,,1352.2666666666667,1111.9333333333334,2814.2,957.8,1238.7333333333333,,,648.2
2017-08-24 17:15:00,1186.2666666666667,882.6,777.4,1164.5333333333333,1242.8666666666666,1368.9333333333334,829.0666666666667,1013.8,644.8,644.8,,1073.5333333333333,1168.0666666666666,2658.6666666666665,876.9333333333333,1093.1333333333334,,,913.6666666666665
2017-08-24 17:30:00,955.0,1214.2666666666667,794.0666666666667,1092.1333333333334,1219.6,2099.2,820.3333333333335,951.2666666666668,729.2666666666668,729.2666666666668,,1085.0,1112.4,2524.5333333333333,880.0666666666667,1062.8666666666666,,,784.1333333333333
2017-08-24 17:45:00,882.6,840.1333333333333,920.2,1089.5333333333333,1152.8666666666666,1765.533333333333,785.4,970.5333333333333,780.0666666666667,780.0666666666667,,1096.0,1095.8,2577.4666666666667,863.8,1027.4,,,662.3333333333334
2017-08-24 18:00:00,908.7333333333332,1047.2,994.4,1159.9333333333334,1318.9333333333334,1166.5333333333333,813.2,909.8666666666667,812.0,812.0,,1030.5333333333333,1389.2666666666669,2431.933333333333,895.2,1039.6,,,635.6666666666666
2017-08-24 18:15:00,891.9333333333333,3604.866666666667,910.6,1224.8666666666666,1282.6,1071.2,832.8666666666667,953.5333333333333,808.3333333333335,808.3333333333335,,948.2666666666668,1376.666666666667,2441.5333333333333,867.4666666666667,1026.3333333333333,,,647.2666666666668
2017-08-24 18:30:00,853.0666666666667,2929.2,877.1333333333333,1214.4666666666667,1330.6,1124.8666666666666,835.5333333333333,1004.3333333333335,1117.1333333333334,1117.1333333333334,,918.4666666666667,1331.0666666666666,2438.866666666667,950.2666666666668,1023.8666666666667,,,701.6666666666665
2017-08-24 18:45:00,804.4666666666667,1971.466666666667,877.4,1732.666666666667,1323.8666666666666,1200.8666666666666,836.8,1024.9333333333334,1352.8666666666666,1352.8666666666666,,973.1333333333333,1336.6666666666667,2461.6,932.4,1054.8,,,831.1333333333333
2017-08-24 19:00:00,569.0,1014.2,992.0666666666667,2514.5333333333333,1355.6666666666667,1197.2,921.3333333333335,1024.7333333333333,980.4666666666667,980.4666666666667,,1079.6,1356.2,2331.4,849.7333333333332,1073.4666666666667,,,967.9333333333333
2017-08-24 19:15:00,,805.4666666666667,1121.5333333333333,2206.266666666667,1412.7333333333331,1192.8666666666666,1020.0666666666667,1059.2666666666667,975.8666666666667,975.8666666666667,,1131.6666666666667,1399.6,2419.866666666667,858.3333333333335,1115.3333333333333,,,1091.2
2017-08-24 19:30:00,,730.4666666666667,1475.533333333333,2792.066666666666,1446.333333333333,1106.2666666666667,796.6,1175.0666666666666,971.1333333333333,971.1333333333333,,1134.5333333333333,1456.7333333333331,2382.4666666666667,821.0666666666667,1131.8666666666666,,,1257.0
2017-08-24 19:45:00,,938.3333333333335,1475.0666666666666,2646.0,1555.1333333333334,927.9333333333333,1132.9333333333334,1295.4,947.7333333333332,947.7333333333332,,1114.2666666666667,1599.2666666666669,2464.6,837.6666666666665,1230.8666666666666,,,1349.8
2017-08-24 20:00:00,,1213.4666666666667,1521.7333333333331,2660.8,1570.533333333333,1048.1333333333334,1244.5333333333333,1399.333333333333,1020.5333333333333,1020.5333333333333,,1696.666666666667,1760.2666666666669,2666.2,1044.4666666666667,1311.8666666666666,,,1332.6
2017-08-24 20:15:00,,1233.4666666666667,1867.666666666667,2610.5333333333333,1682.7333333333331,1240.2,1195.8666666666666,1312.7333333333333,1279.8,1279.8,,2152.6666666666665,1888.6,3755.2,1227.5333333333333,1388.0666666666666,,,1301.8
2017-08-24 20:30:00,,1131.6666666666667,1063.7333333333333,788.5,1680.4,1369.1333333333334,1253.0,1350.3333333333333,1614.4,1614.4,,2377.266666666667,2006.8,3764.4666666666662,1172.8666666666666,1376.2,,,1307.5333333333333
2017-08-24 20:45:00,,3947.733333333333,1367.0,481.8181818181818,1914.4,1499.8,1227.2666666666667,1424.533333333333,1813.7333333333331,1813.7333333333331,,2886.0,2203.5333333333333,3498.733333333333,1303.8,1386.2666666666669,,,1174.3333333333333
2017-08-24 21:00:00,,1645.0666666666666,2046.8666666666666,1274.5333333333333,2125.6666666666665,1287.1333333333334,1188.6,1477.2,1923.1333333333332,1923.1333333333332,,2364.933333333333,2256.6666666666665,3363.933333333333,1331.2666666666667,1446.0,,,1129.4
2017-08-24 21:15:00,,1387.466666666667,2094.933333333333,2344.133333333333,2126.266666666667,1238.8,1230.6666666666667,1542.666666666667,2091.2,2091.2,,2090.8,2242.0,4080.133333333333,1374.2666666666667,1527.533333333333,,,1063.8666666666666
2017-08-24 21:30:00,,1149.4666666666667,2337.0666666666666,2842.666666666666,2027.9333333333332,1744.6,1229.7333333333333,2040.4,2150.0,2150.0,,2101.133333333333,2113.0,3516.133333333333,1408.6,1586.2666666666669,,,984.4666666666667
