Date/Time,2931_O_SQHL,5202_O_SOSP,7543_O_MILL,6227_O_ELIB,8284_O_SWPK,5160_O_MOON,5816_O_SQHL,1502_O_BLPK,4915_O_ECON,5624_O_BUFF,5571_O_BUFF,6399_O_GLEN,1639_O_ELIB
2017-01-02 18:45:00,53.333333333333336,35.53333333333333,94.53333333333333,92.46666666666667,23.733333333333334,160.86666666666667,29.0,,223.0,126.0,126.0,60.666666666666664,31.533333333333335
2017-01-02 19:00:00,43.86666666666667,30.133333333333333,82.46666666666667,83.46666666666667,21.666666666666668,133.86666666666667,23.6,,173.26666666666668,73.5,73.5,57.8,25.866666666666667
2017-01-02 19:15:00,40.666666666666664,30.4,67.73333333333333,69.06666666666666,21.933333333333334,111.26666666666667,20.533333333333335,,125.0,153.73333333333332,153.73333333333332,54.0,23.8
2017-01-02 19:30:00,36.13333333333333,24.8,60.13333333333333,62.86666666666667,17.866666666666667,86.86666666666666,19.133333333333333,,97.86666666666666,76.4,76.4,45.4,19.066666666666666
2017-01-02 19:45:00,42.266666666666666,27.466666666666665,43.266666666666666,57.666666666666664,16.8,70.4,16.133333333333333,,81.0,68.66666666666667,68.66666666666667,106.46666666666667,414.4
2017-01-02 20:00:00,28.8,24.666666666666668,36.266666666666666,41.86666666666667,16.466666666666665,63.333333333333336,15.533333333333333,,78.26666666666667,66.13333333333334,66.13333333333334,78.4,235.33333333333334
2017-01-02 20:15:00,37.93333333333333,23.4,29.8,32.93333333333333,15.266666666666667,55.06666666666667,13.666666666666666,,67.73333333333333,60.86666666666667,60.86666666666667,76.8,1707.0666666666666
2017-01-02 20:30:00,27.466666666666665,23.533333333333335,25.666666666666668,35.13333333333333,14.333333333333334,54.0,13.2,,70.66666666666667,68.26666666666667,68.26666666666667,66.06666666666666,743.7333333333333
2017-01-02 20:45:00,31.266666666666666,28.6,22.466666666666665,35.266666666666666,13.933333333333334,48.13333333333333,12.133333333333333,,67.46666666666667,259.3333333333333,259.3333333333333,42.06666666666667,14.266666666666667
2017-01-02 21:00:00,22.866666666666667,21.2,21.666666666666668,26.733333333333334,12.533333333333333,44.93333333333333,11.666666666666666,,58.86666666666667,276.06666666666666,276.06666666666666,34.2,373.53333333333336
2017-01-02 21:15:00,27.0,19.533333333333335,20.6,23.2,12.266666666666667,38.0,10.266666666666667,,50.4,296.06666666666666,296.06666666666666,27.4,52.13333333333333
2017-01-02 21:30:00,30.2,17.333333333333332,18.266666666666666,22.6,10.066666666666666,38.4,11.0,,47.733333333333334,301.0,301.0,23.333333333333332,12.0
2017-01-02 21:45:00,32.333333333333336,42.06666666666667,17.933333333333334,21.8,9.866666666666667,36.8,10.6,,45.2,384.53333333333336,384.53333333333336,21.266666666666666,11.4
2017-01-02 22:00:00,26.8,27.133333333333333,17.733333333333334,20.0,8.8,34.93333333333333,8.533333333333333,,37.93333333333333,428.8,428.8,20.666666666666668,11.6
2017-01-02 22:15:00,18.266666666666666,14.266666666666667,15.066666666666666,22.0,8.466666666666667,39.46666666666667,10.666666666666666,,35.6,451.06666666666666,451.06666666666666,16.866666666666667,10.066666666666666
2017-01-02 22:30:00,17.666666666666668,9.866666666666667,15.0,19.466666666666665,8.6,39.13333333333333,10.066666666666666,,30.2,471.2,471.2,15.666666666666666,9.066666666666666
2017-01-02 22:45:00,25.8,9.2,15.066666666666666,18.466666666666665,8.533333333333333,32.666666666666664,8.133333333333333,,25.133333333333333,484.6666666666667,484.6666666666667,125.33333333333333,9.2
2017-01-02 23:00:00,23.333333333333332,8.733333333333333,16.6,16.866666666666667,8.4,34.53333333333333,7.8,,24.4,485.1333333333333,485.1333333333333,12.466666666666667,8.666666666666666
2017-01-02 23:15:00,20.533333333333335,11.466666666666667,19.6,17.333333333333332,7.933333333333334,30.666666666666668,7.933333333333334,,25.6,515.0,515.0,12.533333333333333,9.0
2017-01-02 23:30:00,19.466666666666665,13.666666666666666,17.6,15.066666666666666,7.466666666666667,26.533333333333335,7.6,,23.0,519.7333333333333,519.7333333333333,12.0,9.866666666666667
2017-01-02 23:45:00,18.933333333333334,13.933333333333334,17.2,15.2,7.533333333333333,26.266666666666666,7.266666666666667,,21.933333333333334,536.2666666666667,536.2666666666667,10.933333333333334,9.466666666666667
2017-01-03 00:00:00,24.6,12.666666666666666,14.466666666666667,14.4,9.066666666666666,25.266666666666666,8.866666666666667,,22.066666666666666,555.7333333333333,555.7333333333333,12.333333333333334,9.466666666666667
2017-01-03 00:15:00,24.266666666666666,10.0,13.4,13.8,9.066666666666666,24.4,8.333333333333334,,20.533333333333335,564.4,564.4,12.266666666666667,8.4
2017-01-03 00:30:00,14.2,10.133333333333333,13.2,13.0,8.266666666666667,26.6,9.0,,19.466666666666665,581.7333333333333,581.7333333333333,14.4,9.133333333333333
2017-01-03 00:45:00,14.266666666666667,11.6,13.466666666666667,14.0,9.133333333333333,26.066666666666666,8.533333333333333,,19.333333333333332,599.0666666666667,599.0666666666667,15.0,8.4
2017-01-03 01:00:00,14.2,15.4,14.466666666666667,13.866666666666667,8.666666666666666,26.933333333333334,8.733333333333333,,21.466666666666665,614.8,614.8,15.8,10.733333333333333
2017-01-03 01:15:00,13.733333333333333,15.066666666666666,11.866666666666667,11.333333333333334,7.8,22.133333333333333,8.466666666666667,,22.333333333333332,650.0666666666667,650.0666666666667,14.6,8.6
2017-01-03 01:30:00,14.933333333333334,14.733333333333333,12.4,11.866666666666667,10.066666666666666,21.133333333333333,9.466666666666667,,23.933333333333334,642.6,642.6,16.066666666666666,10.2
2017-01-03 01:45:00,16.866666666666667,16.4,11.733333333333333,11.6,12.733333333333333,19.666666666666668,9.266666666666667,,21.533333333333335,621.3333333333334,621.3333333333334,17.466666666666665,10.2
2017-01-03 02:00:00,16.666666666666668,14.8,10.266666666666667,14.066666666666666,16.266666666666666,20.4,10.133333333333333,,21.0,678.6,678.6,15.4,9.133333333333333
2017-01-03 02:15:00,17.533333333333335,15.066666666666666,10.466666666666667,14.266666666666667,14.333333333333334,21.533333333333335,8.266666666666667,,21.466666666666665,682.6666666666666,682.6666666666666,15.466666666666667,8.733333333333333
2017-01-03 02:30:00,16.533333333333335,19.6,11.133333333333333,14.466666666666667,13.6,24.266666666666666,8.066666666666666,,19.733333333333334,405.0,405.0,12.866666666666667,9.2
2017-01-03 02:45:00,14.533333333333333,24.266666666666666,11.2,14.666666666666666,9.0,22.133333333333333,7.2,,24.133333333333333,17.466666666666665,17.466666666666665,10.933333333333334,10.466666666666667
2017-01-03 03:00:00,13.266666666666667,25.066666666666666,10.266666666666667,12.0,7.466666666666667,19.2,6.933333333333334,,21.466666666666665,16.2,16.2,11.2,9.6
2017-01-03 03:15:00,15.266666666666667,23.133333333333333,9.933333333333334,12.933333333333334,8.066666666666666,19.8,7.333333333333333,,22.666666666666668,15.666666666666666,15.666666666666666,11.866666666666667,10.733333333333333
2017-01-03 03:30:00,13.4,23.466666666666665,9.6,12.133333333333333,7.266666666666667,15.6,5.666666666666667,,22.2,16.733333333333334,16.733333333333334,13.8,8.8
2017-01-03 03:45:00,11.933333333333334,21.666666666666668,10.6,12.533333333333333,7.133333333333334,17.6,6.8,,22.533333333333335,18.133333333333333,18.133333333333333,14.6,10.533333333333333
2017-01-03 04:00:00,14.466666666666667,25.066666666666666,11.4,12.8,7.6,15.666666666666666,7.0,,20.4,18.533333333333335,18.533333333333335,13.533333333333333,11.2
2017-01-03 04:15:00,13.666666666666666,24.4,11.866666666666667,10.733333333333333,8.666666666666666,16.133333333333333,7.266666666666667,,22.866666666666667,19.466666666666665,19.466666666666665,13.2,9.0
2017-01-03 04:30:00,16.0,22.266666666666666,10.866666666666667,11.933333333333334,8.066666666666666,16.6,8.333333333333334,,17.133333333333333,20.466666666666665,20.466666666666665,11.6,8.266666666666667
2017-01-03 04:45:00,20.0,22.2,10.266666666666667,12.2,7.8,16.4,6.333333333333333,,19.4,22.4,22.4,11.466666666666667,9.466666666666667
2017-01-03 05:00:00,14.0,23.533333333333335,9.866666666666667,11.133333333333333,9.333333333333334,17.666666666666668,6.666666666666667,,20.4,22.933333333333334,22.933333333333334,10.466666666666667,11.333333333333334
2017-01-03 05:15:00,12.933333333333334,27.2,9.4,11.0,7.266666666666667,16.133333333333333,7.0,,21.933333333333334,25.666666666666668,25.666666666666668,10.666666666666666,12.8
2017-01-03 05:30:00,16.933333333333334,34.13333333333333,10.333333333333334,10.466666666666667,8.533333333333333,18.333333333333332,8.266666666666667,,22.8,27.466666666666665,27.466666666666665,11.666666666666666,11.4
2017-01-03 05:45:00,17.466666666666665,37.333333333333336,9.6,10.933333333333334,9.0,20.533333333333335,8.8,,25.2,43.666666666666664,43.666666666666664,154.73333333333332,11.666666666666666
2017-01-03 06:00:00,18.466666666666665,37.86666666666667,9.933333333333334,14.133333333333333,9.0,18.933333333333334,13.866666666666667,,27.4,33.0,33.0,13.733333333333333,13.133333333333333
2017-01-03 06:15:00,25.266666666666666,33.86666666666667,12.4,14.133333333333333,9.8,22.066666666666666,18.733333333333334,,31.133333333333333,31.733333333333334,31.733333333333334,13.666666666666666,20.333333333333332
2017-01-03 06:30:00,28.4,31.8,16.8,14.466666666666667,10.133333333333333,23.933333333333334,19.933333333333334,,33.53333333333333,34.53333333333333,34.53333333333333,13.266666666666667,29.866666666666667
2017-01-03 06:45:00,25.466666666666665,28.8,13.866666666666667,13.8,12.0,32.0,20.0,,35.86666666666667,33.333333333333336,33.333333333333336,27.22222222222222,24.6
2017-01-03 07:00:00,25.733333333333334,36.0,12.733333333333333,13.933333333333334,15.2,43.6,18.2,,34.2,32.6,32.6,15.416666666666666,21.6
2017-01-03 07:15:00,24.333333333333332,76.0,15.666666666666666,14.666666666666666,17.733333333333334,52.6,20.8,,38.333333333333336,32.46666666666667,32.46666666666667,15.0,29.2
2017-01-03 07:30:00,31.066666666666666,69.66666666666667,31.866666666666667,19.466666666666665,22.4,66.2,26.2,,37.8,31.733333333333334,31.733333333333334,20.133333333333333,35.4
2017-01-03 07:45:00,40.266666666666666,35.53333333333333,40.4,20.533333333333335,22.533333333333335,72.26666666666667,28.6,,40.0,56.266666666666666,56.266666666666666,34.86666666666667,34.86666666666667
2017-01-03 08:00:00,40.0,41.53333333333333,33.8,21.2,21.8,72.2,26.933333333333334,,43.6,51.4,51.4,29.4,38.333333333333336
2017-01-03 08:15:00,31.533333333333335,41.86666666666667,46.8,28.0,20.866666666666667,69.53333333333333,27.866666666666667,,52.2,44.46666666666667,44.46666666666667,28.133333333333333,37.266666666666666
2017-01-03 08:30:00,28.4,30.8,38.46666666666667,37.4,20.133333333333333,64.2,24.866666666666667,,45.93333333333333,58.53333333333333,58.53333333333333,27.266666666666666,31.866666666666667
2017-01-03 08:45:00,29.533333333333335,27.266666666666666,40.666666666666664,40.666666666666664,19.266666666666666,62.6,25.533333333333335,,44.2,47.0,47.0,30.8,34.06666666666667
2017-01-03 09:00:00,28.333333333333332,22.933333333333334,49.266666666666666,44.93333333333333,19.533333333333335,69.4,22.4,,40.333333333333336,59.93333333333333,59.93333333333333,33.266666666666666,35.4
2017-01-03 09:15:00,26.666666666666668,26.266666666666666,56.666666666666664,47.666666666666664,20.266666666666666,77.0,26.066666666666666,,44.06666666666667,35.266666666666666,35.266666666666666,34.53333333333333,36.2
2017-01-03 09:30:00,26.466666666666665,27.866666666666667,63.46666666666667,44.8,19.666666666666668,68.8,22.933333333333334,,51.0,34.333333333333336,34.333333333333336,31.2,39.0
2017-01-03 09:45:00,26.0,36.4,81.6,42.13333333333333,18.733333333333334,73.33333333333333,20.666666666666668,,47.666666666666664,35.0,35.0,32.06666666666667,29.466666666666665
2017-01-03 10:00:00,29.666666666666668,49.266666666666666,107.33333333333333,41.4,18.133333333333333,61.53333333333333,22.266666666666666,,44.2,39.93333333333333,39.93333333333333,33.06666666666667,27.0
2017-01-03 10:15:00,28.0,27.666666666666668,132.53333333333333,45.13333333333333,18.4,71.6,21.2,,43.06666666666667,38.13333333333333,38.13333333333333,28.733333333333334,32.0
2017-01-03 10:30:00,30.066666666666666,18.933333333333334,133.66666666666666,50.46666666666667,21.066666666666666,70.8,22.2,,40.733333333333334,21.6,21.6,23.4,26.4
2017-01-03 10:45:00,29.8,16.066666666666666,128.13333333333333,40.06666666666667,28.4,61.2,25.733333333333334,,37.53333333333333,12.6,12.6,22.6,24.933333333333334
2017-01-03 11:00:00,37.4,16.4,116.8,40.8,41.13333333333333,54.86666666666667,28.933333333333334,,30.8,12.333333333333334,12.333333333333334,23.666666666666668,28.266666666666666
2017-01-03 11:15:00,48.6,17.666666666666668,128.73333333333332,48.4,58.86666666666667,45.733333333333334,35.8,,28.733333333333334,12.466666666666667,12.466666666666667,24.866666666666667,29.2
2017-01-03 11:30:00,63.53333333333333,19.933333333333334,124.53333333333333,40.666666666666664,64.06666666666666,38.53333333333333,45.266666666666666,,33.06666666666667,12.466666666666667,12.466666666666667,20.266666666666666,27.2
2017-01-03 11:45:00,56.06666666666667,27.0,130.6,39.93333333333333,41.8,36.93333333333333,41.06666666666667,,32.333333333333336,10.733333333333333,10.733333333333333,18.6,28.333333333333332
