Date/Time,7898_O_WLCK,5249_O_MTLE,1598_O_MUNH,7489_O_FRHL,1138_O_MEBP,7697_O_RGSQ,3707_O_HIPK,5571_O_BUFF,4431_O_WBG,8348_O_GNFD,6815_O_MEAG,3867_O_MAAR,2264_O_XXXX,2508_O_DOWN,6002_O_MCMR,8893_O_USCL,2368_O_CLRN,5624_O_BUFF
2020-04-16 15:00:00,,,,,,,,,,,,,57.142857142857146,33.142857142857146,,35.92857142857143,,
2020-04-16 15:15:00,,,,,,,,,,,,,89.26666666666667,34.13333333333333,,37.666666666666664,,
2020-04-16 15:30:00,,,,,,,,,,,,,38.8,28.733333333333334,,39.13333333333333,,
2020-04-16 15:45:00,,,,,,,,,,,,,38.733333333333334,41.6,,36.8,,
2020-04-16 16:00:00,,,,,,,,,,,,,39.666666666666664,37.6,,40.266666666666666,,
2020-04-16 16:15:00,,,,,,,,,,,,,39.0,46.0,,41.86666666666667,,
2020-04-16 16:30:00,,,,,,,,,,,,,40.4,45.86666666666667,,43.06666666666667,,
2020-04-16 16:45:00,,,,,,,,,,,,,41.0,35.666666666666664,,43.0,,
2020-04-16 17:00:00,,,,,,,,,,,,,41.6,37.333333333333336,,42.6,,
2020-04-16 17:15:00,,,,,,,,,,,,,40.266666666666666,66.93333333333334,,40.13333333333333,,
2020-04-16 17:30:00,,,,,,,,,,,,,40.266666666666666,104.0,,43.93333333333333,,
2020-04-16 17:45:00,,,,,,,,,,,,,37.733333333333334,38.733333333333334,,45.666666666666664,,
2020-04-16 18:00:00,,,,,,,,,,,,,37.666666666666664,36.0,,44.53333333333333,,
2020-04-16 18:15:00,,,,,,,,,,,,,35.8,37.46666666666667,,43.6,,
2020-04-16 18:30:00,,,,,,,,,,,,,39.6,33.4,,47.4,,
2020-04-16 18:45:00,,,,,,,,,,,,,38.86666666666667,34.46666666666667,,46.666666666666664,,
2020-04-16 19:00:00,,,,,,,,,,,,,40.86666666666667,34.86666666666667,,48.333333333333336,,
2020-04-16 19:15:00,,,,,,,,,,,,,44.2,37.13333333333333,,47.53333333333333,,
2020-04-16 19:30:00,,,,,,,,,,,,,47.46666666666667,36.86666666666667,,49.2,,
2020-04-16 19:45:00,,,,,,,,,,,,,47.0,37.2,,49.46666666666667,,
2020-04-16 20:00:00,,,,,,,,,,,,,50.53333333333333,41.333333333333336,,52.93333333333333,,
2020-04-16 20:15:00,,,,,,,,,,,,,51.46666666666667,38.8,,57.13333333333333,,
2020-04-16 20:30:00,,,,,,,,,,,,,51.2,41.53333333333333,,58.46666666666667,,
2020-04-16 20:45:00,,,,,,,,,,,,,52.93333333333333,43.46666666666667,,55.333333333333336,,
2020-04-16 21:00:00,,,,,,,,,,,,,55.0,42.0,,56.93333333333333,,
2020-04-16 21:15:00,,,,,,,,,,,,,62.733333333333334,39.46666666666667,,60.6,,
2020-04-16 21:30:00,,,,,,,,,,,,,60.53333333333333,38.266666666666666,,63.2,,
2020-04-16 21:45:00,,,,,,,,,,,,,56.93333333333333,38.8,,70.13333333333334,,
2020-04-16 22:00:00,,,49.285714285714285,,,,,,,,,,54.53333333333333,75.93333333333334,,74.0,,
2020-04-16 22:15:00,,,53.266666666666666,,,,,,,,,,55.0,67.33333333333333,,83.06666666666666,,
2020-04-16 22:30:00,,,53.733333333333334,,,,,,,,,,58.8,45.333333333333336,,84.06666666666666,,
2020-04-16 22:45:00,,,53.666666666666664,,,,,,,,,,56.8,41.06666666666667,,77.8,,
2020-04-16 23:00:00,,,56.2,,,,,,,,,,54.13333333333333,41.2,,77.46666666666667,,
2020-04-16 23:15:00,,,57.13333333333333,,,,,,,,,,59.46666666666667,40.06666666666667,,79.66666666666667,,
2020-04-16 23:30:00,,,59.13333333333333,,,,,,,,,,57.733333333333334,40.86666666666667,,84.4,,
2020-04-16 23:45:00,,,60.266666666666666,,,,,,,,,,59.733333333333334,40.06666666666667,,82.06666666666666,,
2020-04-17 00:00:00,,,57.333333333333336,,,,,,,,,,59.46666666666667,39.4,,,,
2020-04-17 00:15:00,,,59.0,,,,,,,,,,59.93333333333333,39.06666666666667,,,,
2020-04-17 00:30:00,,,61.0,,,,,,,,,,67.26666666666667,40.46666666666667,,,,
2020-04-17 00:45:00,,,62.93333333333333,,,,,,,,,,69.33333333333333,43.06666666666667,,,,
2020-04-17 01:00:00,,,62.2,,,,,,,,,,63.733333333333334,45.2,,,,
2020-04-17 01:15:00,,,62.0,,,,,,,,,,67.26666666666667,40.6,,,,
2020-04-17 01:30:00,,,62.46666666666667,,,,,,,,,,69.33333333333333,37.86666666666667,,,,
2020-04-17 01:45:00,,,66.13333333333334,,,,,,,,,,70.06666666666666,37.86666666666667,,,,
2020-04-17 02:00:00,,,66.93333333333334,,,,,,,,,,73.4,37.333333333333336,,,,
2020-04-17 02:15:00,,,72.93333333333334,,,,,,,,,,72.8,38.2,,,,
2020-04-17 02:30:00,,,80.93333333333334,,,,,,,,,,75.0,49.13333333333333,,,,
2020-04-17 02:45:00,,,78.66666666666667,,,,,,,,,,73.66666666666667,36.4,,,,
2020-04-17 03:00:00,,,76.73333333333333,,,,,,,,,,72.06666666666666,33.266666666666666,,,,
2020-04-17 03:15:00,,,77.33333333333333,,,,,,,,,,72.13333333333334,38.46666666666667,,,,
2020-04-17 03:30:00,,,70.0,,,,,,,,,,74.33333333333333,42.2,,,,
2020-04-17 03:45:00,,,71.8,,,,,,,,,,74.66666666666667,38.13333333333333,,,,
2020-04-17 04:00:00,,,72.93333333333334,,,,,,,,,,76.73333333333333,41.266666666666666,,,,
2020-04-17 04:15:00,,,76.26666666666667,,,,,,,,,,77.93333333333334,41.4,,,,
2020-04-17 04:30:00,,,77.4,,,,,,,,,,89.73333333333333,40.8,,,,
2020-04-17 04:45:00,,,74.06666666666666,,,,,,,,,,90.2,43.4,,,,
2020-04-17 05:00:00,,,82.86666666666666,,,,,,,,,,88.13333333333334,45.53333333333333,,,,
2020-04-17 05:15:00,,,88.6,,,,,,,,,,82.66666666666667,51.6,,,,
2020-04-17 05:30:00,,,96.06666666666666,,,,,,,,,,87.86666666666666,54.93333333333333,,,,
2020-04-17 05:45:00,,,112.0,,,,106.66666666666667,,,,,,96.86666666666666,52.53333333333333,,,,
2020-04-17 06:00:00,,,103.73333333333333,,,,102.86666666666666,,,,,,117.66666666666667,49.0,,,,
2020-04-17 06:15:00,,,96.66666666666667,,,,115.33333333333333,,,,,,112.8,54.666666666666664,,,,
2020-04-17 06:30:00,,,93.8,,,,119.2,,,,,,107.66666666666667,141.86666666666667,,,,
2020-04-17 06:45:00,,,92.86666666666666,,,,132.93333333333334,,,,,,122.06666666666666,137.86666666666667,,,,
2020-04-17 07:00:00,,,99.6,,,,123.33333333333333,,,,,,139.4,56.53333333333333,,,,
2020-04-17 07:15:00,,,102.13333333333334,,,,109.26666666666667,,,,,,142.8,75.2,,,,
2020-04-17 07:30:00,,,105.4,,,,104.8,,,,,,143.53333333333333,70.6,,,,
2020-04-17 07:45:00,,,123.66666666666667,,,,107.26666666666667,,,,,,141.0,64.86666666666666,,,,
2020-04-17 08:00:00,,,131.73333333333332,,,,101.73333333333333,,,,,,129.13333333333333,58.93333333333333,,,,
2020-04-17 08:15:00,,,127.13333333333334,,,,104.93333333333334,,,,,,123.53333333333333,365.2,,,,
2020-04-17 08:30:00,,,123.86666666666666,,,,112.26666666666667,,,,,,117.8,76.73333333333333,,,,
2020-04-17 08:45:00,,,111.0,,,,110.8,,,,,,121.26666666666667,62.46666666666667,,,,
2020-04-17 09:00:00,,,130.6,,,,102.13333333333334,,,,,,127.86666666666666,490.3333333333333,,,,
2020-04-17 09:15:00,,,119.4,,,,89.46666666666667,,,,,,129.73333333333332,175.46666666666667,,,,
2020-04-17 09:30:00,,,114.2,,,,71.93333333333334,,,,,,112.93333333333334,53.666666666666664,,,,
2020-04-17 09:45:00,,,67.2,,,,65.0,,,,,,83.2,49.8,,,,
2020-04-17 10:00:00,,,51.46666666666667,,,,62.333333333333336,,,,,,60.86666666666667,53.46666666666667,,48.0,,
2020-04-17 10:15:00,,,48.6,,,,56.333333333333336,,,,,,69.2,65.66666666666667,,46.733333333333334,,
2020-04-17 10:30:00,,,47.8,,,,42.53333333333333,,,,,,71.6,104.93333333333334,,48.266666666666666,,
