Date/Time,2319_O_DWNTN,2281_O_HiPK,4431_O_WBG,5571_O_BUFF,6227_O_ELIB,5624_O_BUFF,2071_O_NOSD,5679_O_BLOO,2326_O_USCL,4530_O_CNTP,8749_O_CRFT,4321_O_HMTP,1639_O_ELIB,1282_O_BCVW,8284_O_SWPK,1022_O_RGSQ,1502_O_BLPK,5283_O_PTBZ,1404_O_TROY,1955_O_PETE,1741_O_PTBZ,7543_O_MILL,1870_O_BLPK
2017-02-16 15:00:00,147.92857142857142,55.785714285714285,,,,,,,,,,,38.642857142857146,,,,,,,,,,
2017-02-16 15:15:00,98.13333333333334,55.53333333333333,,,,,,,,,,,43.4,,,,,,,,,,
2017-02-16 15:30:00,73.46666666666667,58.46666666666667,,,,,,,,,,,48.4,,,,,,,,,,
2017-02-16 15:45:00,67.26666666666667,65.8,,,,,,,,,,,44.6,,,,,,,,,,
2017-02-16 16:00:00,60.266666666666666,56.06666666666667,,,,,,,,,,,43.4,,,,,,,,,,
2017-02-16 16:15:00,69.66666666666667,57.06666666666667,,,,,,,,,,,47.4,,,,,,,,,,
2017-02-16 16:30:00,82.06666666666666,61.86666666666667,,,,,,,,,,,53.333333333333336,,,,,,,,,,
2017-02-16 16:45:00,61.6,56.13333333333333,,,,,,,,,,,47.666666666666664,,,,,,,,,,
2017-02-16 17:00:00,55.333333333333336,51.333333333333336,,,,,,,,,,,45.2,,,,,,,,,,
2017-02-16 17:15:00,57.93333333333333,53.4,,,,,,,,,,,46.13333333333333,,,,,,,,,,
2017-02-16 17:30:00,51.06666666666667,59.93333333333333,,,,,,,,,,,43.333333333333336,,,,,,,,,,
2017-02-16 17:45:00,68.6,61.53333333333333,,,,,,,,,,,47.4,,,,,,,,,,
2017-02-16 18:00:00,64.6,54.733333333333334,,,,,,,,,,,51.06666666666667,,,,,,,,,,
2017-02-16 18:15:00,65.53333333333333,59.2,,,,,,,,,,,46.0,,,,,,,,,,
2017-02-16 18:30:00,84.53333333333333,56.4,,,,,,,,,,,50.06666666666667,,,,,,,,,,
2017-02-16 18:45:00,82.86666666666666,60.53333333333333,,,,,,,,,,,58.4,,,,,,,,,,
2017-02-16 19:00:00,65.33333333333333,55.2,,,,,,,,,,,59.2,,,,,,,,,,
2017-02-16 19:15:00,66.33333333333333,59.93333333333333,,,,,,,,,,,63.46666666666667,,,,,,,,,,
2017-02-16 19:30:00,55.4,60.2,,,,,,,,,,,67.86666666666666,,,,,,,,,,
2017-02-16 19:45:00,48.93333333333333,67.86666666666666,,,,,,,,,,,77.26666666666667,,,,,,,,,,
2017-02-16 20:00:00,46.06666666666667,80.53333333333333,,,,,,,,,,,81.73333333333333,,,,,,,,,,
2017-02-16 20:15:00,47.2,83.4,,,,,,,,,,,87.33333333333333,,,,,,,,,,
2017-02-16 20:30:00,63.86666666666667,96.86666666666666,,,,,,,,,,,70.66666666666667,,38.416666666666664,,,,,,,,
2017-02-16 20:45:00,74.13333333333334,95.8,,,,,,,,,,,65.93333333333334,,59.6,,,,,,,,
2017-02-16 21:00:00,62.0,87.93333333333334,,,,,,,,,,,76.0,,77.66666666666667,,,,,,,,
2017-02-16 21:15:00,64.73333333333333,92.4,,,,,,,,,,,102.46666666666667,,97.53333333333333,,,,,,,,
2017-02-16 21:30:00,66.4,102.26666666666667,,,,,,,,,,,104.8,,98.6,,,,,,,,
2017-02-16 21:45:00,66.6,99.4,,,,,,,,,,,86.06666666666666,,94.73333333333333,,,,,,,,
2017-02-16 22:00:00,69.53333333333333,98.6,,,,,,,,,,,71.93333333333334,,84.46666666666667,,,,,,,,
2017-02-16 22:15:00,86.46666666666667,87.46666666666667,,,,,,,,,,,77.73333333333333,,77.66666666666667,,,,,,,,
2017-02-16 22:30:00,121.4,98.0,,,,,,,,,,,76.73333333333333,,78.46666666666667,,,35.57142857142857,,,,,
2017-02-16 22:45:00,126.33333333333333,106.4,,,,,,,,,,,75.93333333333334,,79.46666666666667,,,51.733333333333334,,,,,
2017-02-16 23:00:00,99.53333333333333,110.73333333333333,,,,,,,,,,,18248.133333333335,,78.06666666666666,,,87.26666666666667,,,,,
2017-02-16 23:15:00,94.6,131.46666666666667,,,,,,,,,,,30660.0,,79.13333333333334,,,80.6,,,,,
2017-02-16 23:30:00,90.53333333333333,101.73333333333333,,,,,,,,,,,29741.666666666668,,91.86666666666666,,,77.06666666666666,,,,,
2017-02-16 23:45:00,98.6,98.13333333333334,,,,,,,,,,,24484.733333333334,,108.4,,,90.46666666666667,,,,,
2017-02-17 00:00:00,96.86666666666666,119.13333333333334,,,,,,,,,,,105.6,,98.33333333333333,,,91.66666666666667,,,,,
2017-02-17 00:15:00,115.0,138.93333333333334,,,,,,,,,,,94.33333333333333,,96.6,,,100.33333333333333,,,,,
2017-02-17 00:30:00,116.66666666666667,126.73333333333333,,,,,,,,,,,101.13333333333334,,107.33333333333333,,,97.26666666666667,,,,,
2017-02-17 00:45:00,114.86666666666666,130.46666666666667,,,,,,,,,,,84.06666666666666,,116.2,,,117.26666666666667,,,,,
2017-02-17 01:00:00,108.6,137.2,,,,,,,,,,,90.86666666666666,,119.0,,,200.33333333333334,,,,,
2017-02-17 01:15:00,115.66666666666667,156.26666666666668,,,,,,,,,,,100.06666666666666,,133.53333333333333,,,238.6,,,,,
2017-02-17 01:30:00,114.26666666666667,182.2,,,,,,,,,,,121.86666666666666,,178.66666666666666,,,230.53333333333333,,,,,
2017-02-17 01:45:00,111.6,161.86666666666667,,,,,,,,,,,133.4,,243.53333333333333,,,233.26666666666668,,,,,
2017-02-17 02:00:00,94.33333333333333,178.86666666666667,,,,,,,,,,,168.06666666666666,,274.26666666666665,,,239.8,,,,,
2017-02-17 02:15:00,86.06666666666666,195.66666666666666,,,,,,,,,,,205.66666666666666,,314.2,,,255.13333333333333,,,,,
